feature_block,method,selected_k,source_row_index,cluster_label,cluster_name,pc1,pc2,measurement_id,session_id,timestamp,service_degraded,degradation_status
reduced_context,kmeans,2,687,1,C1,0.213273073911349,0.37694990713337845,synnetqos_m_00000688,S042_00068,2025-08-09 04:03:53.098273,0,Not degraded
reduced_context,kmeans,2,702,1,C1,-1.5352796276656822,1.931530974745213,synnetqos_m_00000703,S042_00070,2025-08-16 18:07:03.787148,1,Degraded
reduced_context,kmeans,2,721,1,C1,-1.312031762627387,1.2363341870996805,synnetqos_m_00000722,S042_00072,2025-08-24 07:56:26.027994,1,Degraded
reduced_context,kmeans,2,744,1,C1,-2.176769590683867,-0.20420314281522187,synnetqos_m_00000745,S042_00074,2025-08-05 14:02:35.980603,1,Degraded
reduced_context,kmeans,2,752,0,C0,2.6697745141304705,1.6301684503692524,synnetqos_m_00000753,S042_00075,2025-08-08 21:12:11.584237,0,Not degraded
reduced_context,kmeans,2,762,0,C0,1.59376172258557,-2.208350942054989,synnetqos_m_00000763,S042_00076,2025-08-12 12:19:14.837427,0,Not degraded
reduced_context,kmeans,2,784,1,C1,0.4113698475513635,-0.37616022105384256,synnetqos_m_00000785,S042_00078,2025-08-20 02:09:49.477027,0,Not degraded
reduced_context,kmeans,2,809,1,C1,-1.495290824183392,-0.9242006932750976,synnetqos_m_00000810,S042_00080,2025-08-22 13:24:33.331747,1,Degraded
reduced_context,kmeans,2,825,0,C0,3.979577948378974,-0.8390882217009301,synnetqos_m_00000826,S042_00082,2025-08-11 15:53:51.876941,1,Degraded
reduced_context,kmeans,2,826,0,C0,2.090689920987817,-2.0639011946654953,synnetqos_m_00000827,S042_00082,2025-08-11 15:54:51.876941,0,Not degraded
reduced_context,kmeans,2,837,0,C0,1.6162334845718338,-0.37429146464913504,synnetqos_m_00000838,S042_00083,2025-08-15 07:55:22.056156,0,Not degraded
reduced_context,kmeans,2,848,1,C1,-0.39399577026575766,4.160394411918816,synnetqos_m_00000849,S042_00084,2025-07-28 00:16:52.366207,1,Degraded
reduced_context,kmeans,2,851,1,C1,-1.063180376930645,-1.0835350799898196,synnetqos_m_00000852,S042_00085,2025-08-06 13:30:31.509935,1,Degraded
reduced_context,kmeans,2,859,1,C1,-1.033821612847149,0.007359250283516701,synnetqos_m_00000860,S042_00085,2025-08-06 13:38:31.509935,1,Degraded
reduced_context,kmeans,2,861,1,C1,-0.3350251089932658,0.6252520886807739,synnetqos_m_00000862,S042_00086,2025-08-19 02:52:35.917998,0,Not degraded
reduced_context,kmeans,2,879,1,C1,-2.153933921110127,0.22030322860931392,synnetqos_m_00000880,S042_00087,2025-08-25 17:14:24.868500,1,Degraded
reduced_context,kmeans,2,890,0,C0,1.3300157962423338,-1.5686678899168063,synnetqos_m_00000891,S042_00089,2025-08-03 19:46:29.870385,0,Not degraded
reduced_context,kmeans,2,905,1,C1,-0.4539788861241666,2.108275113432148,synnetqos_m_00000906,S042_00090,2025-08-24 23:39:03.200425,1,Degraded
reduced_context,kmeans,2,945,1,C1,-1.7721571162719358,3.601421169105818,synnetqos_m_00000946,S042_00094,2025-08-04 06:48:35.311927,1,Degraded
reduced_context,kmeans,2,1027,1,C1,-1.0131665720537442,0.04167939871473298,synnetqos_m_00001028,S042_00102,2025-08-08 07:52:23.744121,1,Degraded
reduced_context,kmeans,2,1034,1,C1,-1.234147834887339,-0.8030108668952867,synnetqos_m_00001035,S042_00103,2025-07-29 07:17:26.350913,0,Not degraded
reduced_context,kmeans,2,1042,1,C1,-1.015884934790141,-1.0322086262062313,synnetqos_m_00001043,S042_00104,2025-08-22 13:32:49.517036,1,Degraded
reduced_context,kmeans,2,1043,1,C1,-0.6656492835545799,-0.7087177186779179,synnetqos_m_00001044,S042_00104,2025-08-22 13:33:49.517036,1,Degraded
reduced_context,kmeans,2,1048,1,C1,-1.041859424667842,-0.8831422820883648,synnetqos_m_00001049,S042_00104,2025-08-22 13:38:49.517036,0,Not degraded
reduced_context,kmeans,2,1054,1,C1,-1.0891146976518529,-1.07135192058856,synnetqos_m_00001055,S042_00105,2025-08-07 13:52:57.500386,0,Not degraded
reduced_context,kmeans,2,1075,1,C1,-0.946888125742799,0.8605430309784371,synnetqos_m_00001076,S042_00107,2025-08-14 17:37:19.319218,1,Degraded
reduced_context,kmeans,2,1087,0,C0,2.1592116272860338,-0.12186241682754087,synnetqos_m_00001088,S042_00108,2025-08-20 17:20:51.197094,0,Not degraded
reduced_context,kmeans,2,1111,0,C0,4.231805138382982,2.0469780955009527,synnetqos_m_00001112,S042_00111,2025-08-21 15:01:40.238676,1,Degraded
reduced_context,kmeans,2,1126,1,C1,0.002278581174895669,-0.9890385033074278,synnetqos_m_00001127,S042_00112,2025-08-04 13:49:49.881442,0,Not degraded
reduced_context,kmeans,2,1127,1,C1,0.040286346211098514,-0.22440681504283497,synnetqos_m_00001128,S042_00112,2025-08-04 13:50:49.881442,1,Degraded
reduced_context,kmeans,2,1144,1,C1,-1.9928229101692345,-0.07109141837126834,synnetqos_m_00001145,S042_00114,2025-08-11 23:23:25.626378,1,Degraded
reduced_context,kmeans,2,1157,1,C1,-2.2252078517745035,-0.3307051472510103,synnetqos_m_00001158,S042_00115,2025-08-15 03:04:33.422425,1,Degraded
reduced_context,kmeans,2,1164,1,C1,0.6122310050180035,0.3849459786548636,synnetqos_m_00001165,S042_00116,2025-08-08 20:32:59.046527,1,Degraded
reduced_context,kmeans,2,1165,1,C1,0.041486731440216876,-1.4382010148697129,synnetqos_m_00001166,S042_00116,2025-08-08 20:33:59.046527,1,Degraded
reduced_context,kmeans,2,1169,0,C0,1.324498039578697,-1.6248034668243219,synnetqos_m_00001170,S042_00116,2025-08-08 20:37:59.046527,0,Not degraded
reduced_context,kmeans,2,1190,1,C1,-2.166931864711083,0.576954996376995,synnetqos_m_00001191,S042_00119,2025-08-08 09:47:12.201661,1,Degraded
reduced_context,kmeans,2,1219,1,C1,-0.2800743807440268,-0.9723243580003655,synnetqos_m_00001220,S042_00121,2025-08-09 18:37:40.659701,1,Degraded
reduced_context,kmeans,2,1231,1,C1,0.32464755217592106,3.4729751967500646,synnetqos_m_00001232,S042_00123,2025-08-22 02:11:44.425499,1,Degraded
reduced_context,kmeans,2,1233,1,C1,-1.4311783545459136,0.09431271431120067,synnetqos_m_00001234,S042_00123,2025-08-22 02:13:44.425499,1,Degraded
reduced_context,kmeans,2,1249,0,C0,1.2214075465258785,-0.7831529689050202,synnetqos_m_00001250,S042_00124,2025-07-30 13:15:12.149532,0,Not degraded
reduced_context,kmeans,2,1277,1,C1,0.08942087522827569,-0.9894108607894302,synnetqos_m_00001278,S042_00127,2025-07-28 08:37:10.540701,0,Not degraded
reduced_context,kmeans,2,1321,1,C1,-0.5582055369697959,-1.0577384656885485,synnetqos_m_00001322,S042_00132,2025-08-18 18:37:24.732696,1,Degraded
reduced_context,kmeans,2,1324,1,C1,0.4346202674028313,-0.7139949389219363,synnetqos_m_00001325,S042_00132,2025-08-18 18:40:24.732696,0,Not degraded
reduced_context,kmeans,2,1326,1,C1,0.19855861956822696,-1.4438885854061476,synnetqos_m_00001327,S042_00132,2025-08-18 18:42:24.732696,1,Degraded
reduced_context,kmeans,2,1340,1,C1,-1.0100836312201344,-0.1892922505876451,synnetqos_m_00001341,S042_00134,2025-07-27 10:39:12.372056,1,Degraded
reduced_context,kmeans,2,1343,1,C1,-0.03887522980191837,-0.26565187992142697,synnetqos_m_00001344,S042_00134,2025-07-27 10:42:12.372056,0,Not degraded
reduced_context,kmeans,2,1345,1,C1,-0.546296413764697,1.3809384610407518,synnetqos_m_00001346,S042_00134,2025-07-27 10:44:12.372056,1,Degraded
reduced_context,kmeans,2,1347,1,C1,-1.4247617394202443,-0.5072575391582683,synnetqos_m_00001348,S042_00134,2025-07-27 10:46:12.372056,1,Degraded
reduced_context,kmeans,2,1348,1,C1,-0.7403780777603247,-0.7021809919820331,synnetqos_m_00001349,S042_00134,2025-07-27 10:47:12.372056,1,Degraded
reduced_context,kmeans,2,1361,1,C1,-0.7913783593044534,-0.14170703113577277,synnetqos_m_00001362,S042_00136,2025-08-21 10:12:27.684119,1,Degraded
reduced_context,kmeans,2,1386,0,C0,3.262436553639969,-0.1875521157094703,synnetqos_m_00001387,S042_00138,2025-08-23 12:33:01.772892,0,Not degraded
reduced_context,kmeans,2,1393,1,C1,-1.8818641144520274,-0.38437793343156235,synnetqos_m_00001394,S042_00139,2025-08-19 13:17:53.640083,0,Not degraded
reduced_context,kmeans,2,1408,0,C0,7.389094489700269,1.0212843490957875,synnetqos_m_00001409,S042_00140,2025-08-14 04:10:20.392140,0,Not degraded
reduced_context,kmeans,2,1435,0,C0,4.244535935838609,1.9559378399405252,synnetqos_m_00001436,S042_00143,2025-07-31 13:23:20.307076,0,Not degraded
reduced_context,kmeans,2,1439,0,C0,2.917923977084361,-0.774837440780676,synnetqos_m_00001440,S042_00143,2025-07-31 13:27:20.307076,0,Not degraded
reduced_context,kmeans,2,1442,1,C1,-1.411053102795413,4.053008948615818,synnetqos_m_00001443,S042_00144,2025-08-10 18:47:02.224573,1,Degraded
reduced_context,kmeans,2,1466,1,C1,-1.5431740357603922,-0.05179141934236974,synnetqos_m_00001467,S042_00146,2025-07-29 08:48:30.722111,1,Degraded
reduced_context,kmeans,2,1470,0,C0,2.599460277358025,-0.7818856432154362,synnetqos_m_00001471,S042_00147,2025-08-21 07:39:49.310123,0,Not degraded
reduced_context,kmeans,2,1479,0,C0,3.9457530884782757,0.5470423409993167,synnetqos_m_00001480,S042_00147,2025-08-21 07:48:49.310123,0,Not degraded
reduced_context,kmeans,2,1519,1,C1,0.5383268501691972,-0.4653931661041932,synnetqos_m_00001520,S042_00151,2025-08-05 12:52:43.529413,0,Not degraded
reduced_context,kmeans,2,1531,1,C1,-1.3905405471008618,2.8299385411747378,synnetqos_m_00001532,S042_00153,2025-08-08 15:56:48.187062,1,Degraded
reduced_context,kmeans,2,1537,1,C1,-2.4092964010608835,-0.20855705043646725,synnetqos_m_00001538,S042_00153,2025-08-08 16:02:48.187062,1,Degraded
reduced_context,kmeans,2,1584,1,C1,-0.5474287564991832,-0.3679632496793872,synnetqos_m_00001585,S042_00158,2025-08-14 08:19:59.287601,1,Degraded
reduced_context,kmeans,2,1591,0,C0,3.1014850703024752,-0.5437009338721809,synnetqos_m_00001592,S042_00159,2025-08-19 12:50:21.785169,0,Not degraded
reduced_context,kmeans,2,1633,1,C1,-1.2300286095275712,0.10863526584428956,synnetqos_m_00001634,S042_00163,2025-07-30 18:40:16.622960,1,Degraded
reduced_context,kmeans,2,1651,1,C1,-0.013786053510561024,0.0547330509792204,synnetqos_m_00001652,S042_00165,2025-08-04 00:28:28.155498,0,Not degraded
reduced_context,kmeans,2,1652,0,C0,0.6804869501941249,1.8915480537619516,synnetqos_m_00001653,S042_00165,2025-08-04 00:29:28.155498,0,Not degraded
reduced_context,kmeans,2,1673,1,C1,-0.3130508808249958,-1.4851726196702282,synnetqos_m_00001674,S042_00167,2025-08-12 14:44:53.083322,1,Degraded
reduced_context,kmeans,2,1679,1,C1,0.2560664843304069,-0.8758292623676575,synnetqos_m_00001680,S042_00167,2025-08-12 14:50:53.083322,1,Degraded
reduced_context,kmeans,2,1686,1,C1,-0.7214123076744605,-0.04446824016385856,synnetqos_m_00001687,S042_00168,2025-08-18 07:37:58.760772,0,Not degraded
reduced_context,kmeans,2,1695,1,C1,-0.12909453877825297,-0.6848417721568809,synnetqos_m_00001696,S042_00169,2025-08-01 13:18:56.937006,0,Not degraded
reduced_context,kmeans,2,1697,1,C1,0.4863913098729716,-0.41422415693900794,synnetqos_m_00001698,S042_00169,2025-08-01 13:20:56.937006,0,Not degraded
reduced_context,kmeans,2,1715,1,C1,0.01797345588582147,1.1823029317789744,synnetqos_m_00001716,S042_00171,2025-08-19 02:26:47.422823,1,Degraded
reduced_context,kmeans,2,1736,1,C1,-1.3429534417804527,-0.6743036751684871,synnetqos_m_00001737,S042_00173,2025-08-15 18:44:59.407870,1,Degraded
reduced_context,kmeans,2,1753,0,C0,3.1040084718316856,6.123656386790373,synnetqos_m_00001754,S042_00175,2025-08-07 06:06:09.375129,0,Not degraded
reduced_context,kmeans,2,1755,1,C1,-1.0378697022226717,0.33032720489806255,synnetqos_m_00001756,S042_00175,2025-08-07 06:08:09.375129,1,Degraded
reduced_context,kmeans,2,1772,1,C1,-0.13121960223633192,-0.1171735706846874,synnetqos_m_00001773,S042_00177,2025-08-20 23:11:16.884387,0,Not degraded
reduced_context,kmeans,2,1774,0,C0,1.6863571105672057,-1.10200363077791,synnetqos_m_00001775,S042_00177,2025-08-20 23:13:16.884387,0,Not degraded
reduced_context,kmeans,2,1783,1,C1,-0.33991523209541946,-1.0840787792441553,synnetqos_m_00001784,S042_00178,2025-08-15 20:25:23.855517,1,Degraded
reduced_context,kmeans,2,1801,0,C0,0.830814265452988,-0.8927654862446178,synnetqos_m_00001802,S042_00180,2025-08-20 13:47:20.559436,0,Not degraded
reduced_context,kmeans,2,1804,0,C0,1.240762136623609,-1.0405769975189858,synnetqos_m_00001805,S042_00180,2025-08-20 13:50:20.559436,0,Not degraded
reduced_context,kmeans,2,1807,1,C1,0.30724176983080803,-0.3206976277466447,synnetqos_m_00001808,S042_00180,2025-08-20 13:53:20.559436,0,Not degraded
reduced_context,kmeans,2,1808,0,C0,2.7262947709607257,2.1079840984721705,synnetqos_m_00001809,S042_00180,2025-08-20 13:54:20.559436,0,Not degraded
reduced_context,kmeans,2,1823,0,C0,1.004187844087353,-1.3815185680177735,synnetqos_m_00001824,S042_00182,2025-07-28 11:19:47.834887,0,Not degraded
reduced_context,kmeans,2,1839,1,C1,-2.5946435487122734,0.5479285922857038,synnetqos_m_00001840,S042_00183,2025-07-31 22:19:59.069542,1,Degraded
reduced_context,kmeans,2,1842,1,C1,-0.10468710090679298,-0.7782064266827243,synnetqos_m_00001843,S042_00184,2025-08-23 10:34:04.584875,1,Degraded
reduced_context,kmeans,2,1847,1,C1,0.20101401044905967,1.0185245617124437,synnetqos_m_00001848,S042_00184,2025-08-23 10:39:04.584875,0,Not degraded
reduced_context,kmeans,2,1858,1,C1,-1.2235934960964698,-0.8467278702450975,synnetqos_m_00001859,S042_00185,2025-08-10 17:32:52.722610,0,Not degraded
reduced_context,kmeans,2,1896,1,C1,-0.040517195206378705,0.2536408734399465,synnetqos_m_00001897,S042_00189,2025-07-30 11:58:08.095735,0,Not degraded
reduced_context,kmeans,2,1897,0,C0,4.014493446804884,5.726583270630618,synnetqos_m_00001898,S042_00189,2025-07-30 11:59:08.095735,0,Not degraded
reduced_context,kmeans,2,1899,0,C0,1.0061556986172508,2.655259184645802,synnetqos_m_00001900,S042_00189,2025-07-30 12:01:08.095735,1,Degraded
reduced_context,kmeans,2,1902,1,C1,-2.1895437132294657,-0.28878401986123464,synnetqos_m_00001903,S042_00190,2025-07-28 08:40:38.829444,1,Degraded
reduced_context,kmeans,2,1907,1,C1,-1.908850390358786,-0.5431458967299814,synnetqos_m_00001908,S042_00190,2025-07-28 08:45:38.829444,1,Degraded
reduced_context,kmeans,2,1911,1,C1,-1.0505033500497118,2.9251212890638283,synnetqos_m_00001912,S042_00191,2025-08-01 05:25:57.354743,1,Degraded
reduced_context,kmeans,2,1922,1,C1,-0.21978157770238135,0.8072599116193727,synnetqos_m_00001923,S042_00192,2025-08-13 22:47:34.671136,1,Degraded
reduced_context,kmeans,2,1939,1,C1,-0.5185223379163808,-0.6566031869144411,synnetqos_m_00001940,S042_00193,2025-08-10 11:56:30.717576,1,Degraded
reduced_context,kmeans,2,1941,1,C1,0.3769183911421713,-1.2469602322042834,synnetqos_m_00001942,S042_00194,2025-07-28 11:36:44.155743,0,Not degraded
reduced_context,kmeans,2,1949,1,C1,-1.0562054203376563,-0.6500478190990173,synnetqos_m_00001950,S042_00194,2025-07-28 11:44:44.155743,1,Degraded
reduced_context,kmeans,2,1951,1,C1,0.11971716839251229,0.05000353679246219,synnetqos_m_00001952,S042_00195,2025-08-23 20:59:29.380594,0,Not degraded
reduced_context,kmeans,2,1953,0,C0,1.2013251777089768,0.10788226809045418,synnetqos_m_00001954,S042_00195,2025-08-23 21:01:29.380594,0,Not degraded
reduced_context,kmeans,2,1961,1,C1,0.23925644034586493,0.3387095681094193,synnetqos_m_00001962,S042_00196,2025-08-16 00:14:34.197525,0,Not degraded
reduced_context,kmeans,2,1967,1,C1,-1.936739958903984,0.43289298254514663,synnetqos_m_00001968,S042_00196,2025-08-16 00:20:34.197525,1,Degraded
reduced_context,kmeans,2,1992,1,C1,-1.031580686012262,-0.6024030284779709,synnetqos_m_00001993,S042_00199,2025-08-04 10:54:31.516489,1,Degraded
reduced_context,kmeans,2,2012,1,C1,0.17306516792265594,-0.1489592352747453,synnetqos_m_00002013,S042_00201,2025-08-19 12:18:29.554132,0,Not degraded
reduced_context,kmeans,2,2030,1,C1,-2.4936347020846523,0.35056007174418163,synnetqos_m_00002031,S042_00203,2025-07-30 11:01:27.919261,1,Degraded
reduced_context,kmeans,2,2049,0,C0,1.9630917075415346,1.8323760884870044,synnetqos_m_00002050,S042_00204,2025-08-14 13:51:44.256813,0,Not degraded
reduced_context,kmeans,2,2050,1,C1,0.0246067985383941,-1.7720142328295163,synnetqos_m_00002051,S042_00205,2025-08-21 07:24:21.695673,1,Degraded
reduced_context,kmeans,2,2078,1,C1,-1.5408959131469544,0.014331068037010446,synnetqos_m_00002079,S042_00207,2025-08-20 07:46:52.981349,1,Degraded
reduced_context,kmeans,2,2081,1,C1,-1.5889458890223804,-0.43145073839174464,synnetqos_m_00002082,S042_00208,2025-08-02 23:08:26.673386,1,Degraded
reduced_context,kmeans,2,2098,1,C1,-0.34861498491618836,-0.4406700382932369,synnetqos_m_00002099,S042_00209,2025-07-31 20:47:54.306579,0,Not degraded
reduced_context,kmeans,2,2128,1,C1,0.44877671737421393,1.7528569516149817,synnetqos_m_00002129,S042_00212,2025-07-31 22:04:28.801839,1,Degraded
reduced_context,kmeans,2,2135,1,C1,-0.941802132177855,-0.3577376218298952,synnetqos_m_00002136,S042_00213,2025-08-14 04:39:16.439660,0,Not degraded
reduced_context,kmeans,2,2178,1,C1,0.5061645141813707,-0.017845121331400808,synnetqos_m_00002179,S042_00217,2025-08-24 14:46:14.321717,0,Not degraded
reduced_context,kmeans,2,2187,1,C1,0.05407045962701461,2.39015709692074,synnetqos_m_00002188,S042_00218,2025-08-05 11:27:53.943116,1,Degraded
reduced_context,kmeans,2,2195,0,C0,1.2597080648119934,-0.37701757528090885,synnetqos_m_00002196,S042_00219,2025-08-21 23:30:05.241315,0,Not degraded
reduced_context,kmeans,2,2197,0,C0,3.7914317042631556,3.659370951740705,synnetqos_m_00002198,S042_00219,2025-08-21 23:32:05.241315,0,Not degraded
