source_dataset,source_label,metric,metric_label,metric_role,technology,measurement_context,application_context,mobility_context,non_missing_count,mean,std,min,p05,p25,median,p75,p95,max,iqr,claim_scope
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Browse,Walking,2263,42.20747238179408,51.52250897517773,0.0,0.0,7.890000000000001,26.16,56.05,140.11,569.08,48.16,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Call,Driving,171,8.440409356725146,9.466702038117614,0.0,0.0,2.33,5.8,10.58,30.14,56.56,8.25,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Call,Static,2438,9.507744052502051,10.760689014376897,0.0,0.0,2.9425,6.38,11.94,29.879000000000005,123.83,8.997499999999999,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Call,Walking,2200,8.729431818181817,10.58287402131653,0.0,0.0,2.6375,5.845,11.035,26.994499999999974,129.46,8.3975,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Gaming,Driving,198,62.72939393939394,68.86893094405502,0.0,0.0,10.615,35.89,102.89,213.65099999999987,314.66,92.275,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Gaming,Static,2571,80.53121742512641,90.82795705528318,0.0,0.0,12.26,54.0,115.565,273.625,659.19,103.30499999999999,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Gaming,Walking,2223,70.21186234817814,85.73120768143592,0.0,0.0,8.035,40.3,100.755,260.4990000000003,634.43,92.72,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Streaming,Driving,193,81.63466321243523,95.62038244306419,0.0,0.0,6.07,42.26,121.0,280.46,357.74,114.93,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Streaming,Static,2613,123.72222349789516,139.87179934956654,0.0,0.0,13.11,79.29,174.2,409.4080000000001,763.67,161.08999999999997,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G NSA,synthetic_session_record,Streaming,Walking,2201,96.94816447069515,118.06650741037379,0.0,0.0,7.75,51.75,141.23,344.3,661.25,133.48,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Browse,Driving,196,52.77801020408163,71.01296101720209,0.0,0.0,7.895,28.915,71.06,174.73749999999998,408.53,63.165000000000006,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Browse,Static,2277,61.37891523935003,72.97136600956958,0.0,0.0,14.68,39.49,79.02,201.01599999999988,705.17,64.34,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Browse,Walking,1983,54.403434190620274,68.05927764321649,0.0,0.0,10.675,32.44,72.63,176.1909999999999,651.33,61.955,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Call,Driving,187,9.417967914438503,12.115704158086594,0.0,0.0,2.9699999999999998,6.3,10.825,28.79099999999997,79.84,7.8549999999999995,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Call,Static,2260,9.829685840707965,11.321129115202817,0.0,0.0,3.3175,6.835,12.1325,28.88149999999994,130.46,8.815000000000001,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Call,Walking,2014,8.87286991062562,9.915109180967198,0.0,0.0,2.76,6.16,11.4175,28.35449999999999,90.77,8.6575,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Gaming,Driving,203,90.20517241379311,98.2205466009981,0.0,0.0,13.2,56.86,126.465,293.2929999999998,473.4,113.265,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Gaming,Static,2235,109.3423355704698,121.85269521719968,0.0,0.0,21.975,73.67,154.42000000000002,356.348999999999,837.42,132.44500000000002,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Gaming,Walking,2090,94.10681339712919,113.39005979327322,0.0,0.0,13.375,56.86,135.70499999999998,319.09749999999997,892.93,122.32999999999998,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Streaming,Driving,177,122.69745762711867,127.21982749439712,0.0,0.0,10.31,85.15,184.83,383.64799999999997,501.15,174.52,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Streaming,Static,2265,162.4511258278146,177.17572902435938,0.0,0.0,22.93,111.72,228.42,540.6439999999996,1035.88,205.48999999999998,selected throughput plausibility comparison
synnetqos,SynNetQoS,download_throughput_mbps,Download throughput,service_performance,5G SA,synthetic_session_record,Streaming,Walking,2073,137.6155041003377,157.82727843100918,0.0,0.0,13.36,81.16,205.24,471.3419999999998,901.5,191.88,selected throughput plausibility comparison
vienna_4g5g,Vienna 4G/5G,download_throughput_mbps,Download throughput,service_performance,5g,drive_test,,mobile_measurement,683548,176.99916664359807,244.10258704882324,0.0,0.0,0.699999988079071,2.0999999046325684,321.1000061035156,691.9000244140625,1291.5999755859375,320.40000611543655,selected throughput plausibility comparison
vienna_4g5g,Vienna 4G/5G,download_throughput_mbps,Download throughput,service_performance,lte,drive_test,,mobile_measurement,1156170,28.67732937112676,37.26945652236583,0.0,0.0,0.5,10.600000381469728,47.900001525878906,107.0999984741211,299.5,47.400001525878906,selected throughput plausibility comparison
campus_qos,Campus QoS,download_throughput_mbps,Download throughput,service_performance,5g,controlled_testbed,,controlled,302,73.2565106284545,31.13600249873087,14.8505927315176,36.57514956149574,47.412199553254325,64.0050552491757,95.0539819903617,136.8758184688057,142.303634237397,47.64178243710738,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,2g,production_trace,Amazon_Prime,Driving,91,0.0005164835164835165,0.00430080777261057,0.0,0.0,0.0,0.0,0.0,0.001,0.041,0.0,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,3g,production_trace,Amazon_Prime,Driving,8303,0.601005058412622,1.101745983852513,0.0,0.0,0.0,0.275,0.662,2.607,14.812,0.662,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,3g,production_trace,Amazon_Prime,Static,2213,4.5618151830094895,3.442997660255033,0.0,0.0,1.293,4.516,7.514,10.026600000000002,12.365,6.221,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,3g,production_trace,Download,Driving,4346,3.345848826507133,3.600956683063241,0.0,0.002,0.78625,2.397,4.5805,10.7275,22.826,3.79425,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,3g,production_trace,Netflix,Driving,1263,0.6161496437054631,1.6263655032532567,0.0,0.0,0.0,0.015,0.379,4.501699999999994,10.786,0.379,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,3g,production_trace,Netflix,Static,247,0.17730769230769228,1.223505759677893,0.0,0.0,0.0,0.0,0.001,0.014699999999999989,11.705,0.001,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Amazon_Prime,Driving,17788,0.7530784236563977,2.942084789998766,0.0,0.0,0.0,0.272,0.36924999999999997,2.711649999999998,92.955,0.36924999999999997,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Amazon_Prime,Static,28830,4.414157995143947,8.185205392872266,0.0,0.0,0.0,0.28,9.2575,11.578649999999998,194.256,9.2575,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Download,Driving,13959,46.17526033383481,73.09062870811323,0.0,0.001,5.677,15.735,39.106,217.50439999999998,532.905,33.429,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Download,Static,15617,66.655832490235,77.03104775356675,0.0,0.002,11.156,29.359,98.442,228.64139999999975,333.07,87.28599999999999,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Netflix,Driving,26508,0.7883118681152859,3.9142098920555335,0.0,0.0,0.0,0.0,0.002,3.608,111.617,0.002,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,5g,production_trace,Netflix,Static,33701,0.723658971543871,4.611775320176077,0.0,0.0,0.0,0.0,0.0,0.084,137.583,0.0,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,lte,production_trace,Amazon_Prime,Driving,11176,0.7399743199713672,2.1912180905842735,0.0,0.0,0.0,0.273,0.5135000000000001,2.91125,41.914,0.5135000000000001,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,lte,production_trace,Amazon_Prime,Static,3873,2.228285566744126,6.192395344644995,0.0,0.0,0.0,0.025,2.454,10.696799999999993,139.3,2.454,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,lte,production_trace,Download,Driving,9204,11.11340308561495,22.877570877805056,0.0,0.001,2.40475,6.6905,11.3355,32.639600000000016,372.533,8.93075,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,lte,production_trace,Netflix,Driving,10312,0.7809875872769588,2.7820671766906266,0.0,0.0,0.0,0.0,0.002,5.712449999999999,33.64,0.002,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,lte,production_trace,Netflix,Static,647,1.1283431221020093,2.996506370771234,0.0,0.0,0.0,0.0,0.011,5.512399999999992,20.777,0.011,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,unknown,production_trace,Amazon_Prime,Driving,372,0.7021021505376345,1.3748341239012585,0.0,0.0,0.0,0.067,0.59425,3.934899999999997,7.729,0.59425,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,unknown,production_trace,Amazon_Prime,Static,25,0.00016,0.0005537749241945383,0.0,0.0,0.0,0.0,0.0,0.0015999999999999942,0.002,0.0,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,unknown,production_trace,Download,Driving,82,0.5832682926829269,1.067871045166827,0.0,0.0,0.0,0.011,0.22775,2.9045000000000005,3.619,0.22775,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,unknown,production_trace,Netflix,Driving,141,0.03655319148936171,0.17626811661832156,0.0,0.0,0.0,0.002,0.056,0.067,2.085,0.056,selected throughput plausibility comparison
ucc_5g_context,UCC 5G Context,download_throughput_mbps,Download throughput,service_performance,unknown,production_trace,Netflix,Static,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected throughput plausibility comparison
ns3_lena,5G-LENA/ns-3,download_throughput_mbps,Download throughput,service_performance,5g,controlled_simulation,qos_reference,controlled,12,12.248124416666665,0.06417563024474814,12.1512,12.1512,12.218160000000001,12.26708,12.29368,12.3138665,12.3138665,0.07551999999999914,selected throughput plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Browse,Driving,120,0.8260833333333333,0.5908892256851637,0.09,0.168,0.355,0.745,1.0675000000000001,1.9244999999999997,2.99,0.7125000000000001,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Browse,Static,1551,0.3206898774983882,0.24016145353071336,0.02,0.06,0.15,0.25,0.43,0.8,1.9,0.28,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Browse,Walking,1463,0.500915926179084,0.36245210321707927,0.03,0.11,0.24,0.39,0.68,1.2289999999999985,2.31,0.44000000000000006,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Call,Driving,115,0.7805217391304349,0.5430677051878536,0.1,0.19,0.425,0.62,0.95,1.8519999999999999,2.81,0.5249999999999999,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Call,Static,1550,0.3219290322580645,0.23509009878588766,0.02,0.06,0.15,0.26,0.43,0.81,1.31,0.28,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Call,Walking,1438,0.49640472878998604,0.3717553318456007,0.03,0.1,0.23,0.37,0.67,1.2714999999999987,2.28,0.44000000000000006,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Gaming,Driving,101,0.7361386138613863,0.48583941852638873,0.1,0.14,0.34,0.62,1.04,1.54,2.16,0.7,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Gaming,Static,1557,0.3304431599229287,0.2501277234398381,0.02,0.07,0.15,0.26,0.45,0.8219999999999982,1.59,0.30000000000000004,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Gaming,Walking,1391,0.5066570812365205,0.36729475297032527,0.03,0.11,0.24,0.39,0.68,1.25,2.67,0.44000000000000006,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Streaming,Driving,126,0.8749206349206348,0.6568893313571119,0.11,0.1625,0.4,0.635,1.26,2.355,2.87,0.86,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Streaming,Static,1543,0.30503564484769924,0.23012652731264782,0.02,0.06,0.14,0.23,0.41,0.79,1.38,0.26999999999999996,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,4G,synthetic_session_record,Streaming,Walking,1435,0.5163763066202091,0.3879416381886118,0.03,0.1,0.23,0.4,0.69,1.33,2.32,0.45999999999999996,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Browse,Driving,203,0.5483743842364532,0.4006910092392126,0.05,0.08,0.26,0.45,0.675,1.3589999999999998,2.24,0.41500000000000004,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Browse,Static,2376,0.22409511784511787,0.1782094031465196,0.01,0.04,0.09,0.17,0.3,0.59,1.15,0.21,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Browse,Walking,2263,0.3732744144940345,0.2796572018913021,0.02,0.06,0.17,0.29,0.51,0.9490000000000008,1.68,0.33999999999999997,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Call,Driving,171,0.5532163742690058,0.39033417804982895,0.05,0.08,0.25,0.45,0.81,1.29,2.02,0.56,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Call,Static,2438,0.23198113207547166,0.18641702000512034,0.01,0.04,0.1,0.18,0.32,0.61,1.34,0.22,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Call,Walking,2200,0.3730181818181818,0.29115454365572263,0.02,0.06,0.16,0.29,0.51,0.95,1.93,0.35,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Gaming,Driving,198,0.5378787878787881,0.4207806926706733,0.04,0.07,0.245,0.445,0.695,1.42,2.49,0.44999999999999996,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Gaming,Static,2571,0.228778685336445,0.17645709685895228,0.01,0.04,0.1,0.18,0.315,0.59,1.22,0.215,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Gaming,Walking,2223,0.36389113810166446,0.2732501332268113,0.01,0.06,0.155,0.29,0.51,0.92,1.64,0.355,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Streaming,Driving,193,0.5778756476683938,0.44269904313121333,0.05,0.08,0.24,0.44,0.76,1.4779999999999995,2.14,0.52,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Streaming,Static,2613,0.22938384998086495,0.1780678458704756,0.01,0.04,0.1,0.18,0.31,0.59,1.37,0.21,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G NSA,synthetic_session_record,Streaming,Walking,2201,0.3683507496592458,0.2840986650165933,0.01,0.06,0.16,0.29,0.49,0.93,2.08,0.32999999999999996,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Browse,Driving,196,0.40826530612244905,0.3424333002923877,0.03,0.05,0.1675,0.31,0.5625,1.1925,1.67,0.395,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Browse,Static,2277,0.16480895915678523,0.1346955851460445,0.01,0.02,0.07,0.13,0.22,0.44,0.93,0.15,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Browse,Walking,1983,0.25960665658093796,0.20598131300639166,0.01,0.03,0.11,0.2,0.35,0.6789999999999987,1.36,0.24,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Call,Driving,187,0.35417112299465237,0.2899605694742086,0.01,0.04,0.14500000000000002,0.28,0.525,0.9169999999999999,1.56,0.38,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Call,Static,2260,0.14778318584070796,0.12117251020480027,0.01,0.02,0.06,0.11,0.2,0.4,0.73,0.14,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Call,Walking,2014,0.23407149950347564,0.19397611473315587,0.01,0.03,0.09,0.17,0.32,0.62,1.37,0.23,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Gaming,Driving,203,0.3700985221674877,0.29718146296244363,0.02,0.04,0.155,0.3,0.495,0.9869999999999993,1.62,0.33999999999999997,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Gaming,Static,2235,0.1553825503355705,0.12536776324333548,0.01,0.02,0.06,0.12,0.21,0.41,0.77,0.15,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Gaming,Walking,2090,0.25683732057416264,0.20617164474924646,0.01,0.03,0.1,0.2,0.35,0.67,1.21,0.24999999999999997,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Streaming,Driving,177,0.37000000000000005,0.3077041081653253,0.03,0.05,0.15,0.29,0.48,0.9839999999999998,1.52,0.32999999999999996,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Streaming,Static,2265,0.15559823399558498,0.12330406839637909,0.01,0.02,0.06,0.12,0.21,0.4,0.86,0.15,selected jitter plausibility comparison
synnetqos,SynNetQoS,jitter_ms,Jitter,service_performance,5G SA,synthetic_session_record,Streaming,Walking,2073,0.2539315002411963,0.20349510997634054,0.01,0.03,0.11,0.2,0.34,0.68,1.4,0.23000000000000004,selected jitter plausibility comparison
vienna_4g5g,Vienna 4G/5G,jitter_ms,Jitter,service_performance,5g,drive_test,,mobile_measurement,0,,,,,,,,,,,selected jitter plausibility comparison
vienna_4g5g,Vienna 4G/5G,jitter_ms,Jitter,service_performance,lte,drive_test,,mobile_measurement,0,,,,,,,,,,,selected jitter plausibility comparison
campus_qos,Campus QoS,jitter_ms,Jitter,service_performance,5g,controlled_testbed,,controlled,302,0.25670787122974936,0.39146901001045004,0.0617368102390917,0.07621728759786663,0.12364784260518699,0.188895575126735,0.27885515873729627,0.508694619768866,5.24429452464228,0.15520731613210928,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,2g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,3g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,3g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,3g,production_trace,Download,Driving,278,33.39208633093525,52.13943616470883,0.0,2.0,5.0,10.0,30.0,147.19999999999982,255.0,25.0,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,3g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,3g,production_trace,Netflix,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Download,Driving,1042,6.063339731285988,20.950465791610274,0.0,1.0,1.0,2.0,3.0,17.0,238.0,2.0,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Download,Static,1222,5.029459901800327,16.146263781633493,0.0,1.0,1.0,2.0,3.0,16.0,224.0,2.0,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,5g,production_trace,Netflix,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,lte,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,lte,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected jitter plausibility comparison
