model_name,feature_name,importance_type,importance_value,experiment_name,experiment_label
logistic_regression,numeric__mobility_penalty_db,absolute_coefficient,0.28321047734804455,full_context,Full operating-context feature set
logistic_regression,numeric__indoor_penalty_db,absolute_coefficient,0.27754005033995094,full_context,Full operating-context feature set
logistic_regression,categorical__movement_speed_Static,absolute_coefficient,0.2701578509348493,full_context,Full operating-context feature set
logistic_regression,categorical__band_n78,absolute_coefficient,0.2553550542055666,full_context,Full operating-context feature set
logistic_regression,categorical__band_n41,absolute_coefficient,0.24699731503733033,full_context,Full operating-context feature set
logistic_regression,categorical__app_type_Streaming,absolute_coefficient,0.23647370847963736,full_context,Full operating-context feature set
logistic_regression,categorical__band_n257,absolute_coefficient,0.21878502974978045,full_context,Full operating-context feature set
logistic_regression,categorical__los_state_LOS,absolute_coefficient,0.2173835829831309,full_context,Full operating-context feature set
logistic_regression,categorical__band_n77,absolute_coefficient,0.20447302949165316,full_context,Full operating-context feature set
logistic_regression,numeric__weather_penalty_db,absolute_coefficient,0.19520017248584914,full_context,Full operating-context feature set
logistic_regression,categorical__band_n260,absolute_coefficient,0.1847828484343146,full_context,Full operating-context feature set
logistic_regression,numeric__fast_fading_db,absolute_coefficient,0.16330839668047614,full_context,Full operating-context feature set
logistic_regression,categorical__obstruction_level_High,absolute_coefficient,0.15848277938664124,full_context,Full operating-context feature set
logistic_regression,categorical__operator_profile_Operator_A,absolute_coefficient,0.15529476411483045,full_context,Full operating-context feature set
logistic_regression,numeric__breakpoint_distance_m,absolute_coefficient,0.14706041163168193,full_context,Full operating-context feature set
logistic_regression,numeric__carrier_frequency_ghz,absolute_coefficient,0.1470604116316686,full_context,Full operating-context feature set
logistic_regression,categorical__infrastructure_profile_Severely_Degraded,absolute_coefficient,0.13734578009021475,full_context,Full operating-context feature set
random_forest,numeric__link_capacity_downlink_mbps,feature_importance,0.22032487832592035,full_context,Full operating-context feature set
random_forest,numeric__link_capacity_upload_mbps,feature_importance,0.19558786447967874,full_context,Full operating-context feature set
random_forest,numeric__signal_strength_dbm,feature_importance,0.09360990756585973,full_context,Full operating-context feature set
random_forest,numeric__signal_strength_unclipped_dbm,feature_importance,0.08242151318082443,full_context,Full operating-context feature set
random_forest,numeric__offered_downlink_mbps,feature_importance,0.0782898778527534,full_context,Full operating-context feature set
random_forest,numeric__data_usage_mb,feature_importance,0.0440730897595848,full_context,Full operating-context feature set
random_forest,numeric__path_loss_db,feature_importance,0.04029474111587585,full_context,Full operating-context feature set
random_forest,categorical__congestion_level_High,feature_importance,0.027305235305113747,full_context,Full operating-context feature set
random_forest,numeric__deterministic_path_loss_db,feature_importance,0.020656316725032476,full_context,Full operating-context feature set
random_forest,numeric__contextual_penalty_db,feature_importance,0.013893528500771114,full_context,Full operating-context feature set
random_forest,categorical__app_type_Streaming,feature_importance,0.013585515321147342,full_context,Full operating-context feature set
random_forest,numeric__offered_upload_mbps,feature_importance,0.012491243679830876,full_context,Full operating-context feature set
random_forest,numeric__distance_3d_m,feature_importance,0.012065667446472693,full_context,Full operating-context feature set
random_forest,categorical__band_LTE_Anchor,feature_importance,0.010123711445216484,full_context,Full operating-context feature set
random_forest,categorical__network_type_5G SA,feature_importance,0.009995583334001195,full_context,Full operating-context feature set
random_forest,categorical__app_type_Call,feature_importance,0.00952139420634023,full_context,Full operating-context feature set
random_forest,numeric__los_probability,feature_importance,0.008856221609207578,full_context,Full operating-context feature set
random_forest,numeric__distance_2d_m,feature_importance,0.008386168920947004,full_context,Full operating-context feature set
random_forest,categorical__network_type_4G,feature_importance,0.008223688439887505,full_context,Full operating-context feature set
random_forest,categorical__congestion_level_Low,feature_importance,0.008085883787638186,full_context,Full operating-context feature set
random_forest,numeric__carrier_frequency_ghz,feature_importance,0.007007791598842356,full_context,Full operating-context feature set
random_forest,numeric__breakpoint_distance_m,feature_importance,0.006142222083571114,full_context,Full operating-context feature set
random_forest,numeric__indoor_penalty_db,feature_importance,0.006082292807849983,full_context,Full operating-context feature set
random_forest,numeric__obstruction_penalty_db,feature_importance,0.005908624496882237,full_context,Full operating-context feature set
random_forest,numeric__shadow_fading_db,feature_importance,0.005512760559573309,full_context,Full operating-context feature set
random_forest,categorical__congestion_level_Medium,feature_importance,0.005427267961043699,full_context,Full operating-context feature set
random_forest,categorical__tower_load_Heavy,feature_importance,0.004847918636703206,full_context,Full operating-context feature set
random_forest,categorical__band_n28,feature_importance,0.004750019077218375,full_context,Full operating-context feature set
random_forest,numeric__distance_to_tower_km,feature_importance,0.004625499111764593,full_context,Full operating-context feature set
random_forest,categorical__network_type_5G NSA,feature_importance,0.0042927189472801355,full_context,Full operating-context feature set
random_forest,categorical__obstruction_level_High,feature_importance,0.0036330662453995448,full_context,Full operating-context feature set
random_forest,categorical__los_state_LOS,feature_importance,0.0020885501479111688,full_context,Full operating-context feature set
random_forest,categorical__app_type_Browse,feature_importance,0.0019156509502988772,full_context,Full operating-context feature set
random_forest,categorical__tower_load_Light,feature_importance,0.0018769953232334667,full_context,Full operating-context feature set
random_forest,categorical__app_type_Gaming,feature_importance,0.0016745724989510337,full_context,Full operating-context feature set
random_forest,numeric__hour,feature_importance,0.0015962590114143682,full_context,Full operating-context feature set
random_forest,numeric__battery_level_percent,feature_importance,0.0010738099643648592,full_context,Full operating-context feature set
random_forest,categorical__los_state_NLOS,feature_importance,0.0010563630742741,full_context,Full operating-context feature set
random_forest,numeric__activity_factor,feature_importance,0.0010461088606524185,full_context,Full operating-context feature set
random_forest,numeric__mobility_penalty_db,feature_importance,0.0010068558280842356,full_context,Full operating-context feature set
adaboost,numeric__link_capacity_downlink_mbps,feature_importance,0.6336348067663589,full_context,Full operating-context feature set
adaboost,numeric__link_capacity_upload_mbps,feature_importance,0.19238551258911196,full_context,Full operating-context feature set
adaboost,numeric__offered_downlink_mbps,feature_importance,0.121342183907343,full_context,Full operating-context feature set
adaboost,numeric__signal_strength_unclipped_dbm,feature_importance,0.0526374967371861,full_context,Full operating-context feature set
adaboost,numeric__hour,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__is_weekend,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__signal_strength_dbm,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__los_probability,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__distance_2d_m,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__distance_3d_m,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__breakpoint_distance_m,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__path_loss_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__deterministic_path_loss_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__shadow_fading_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__fast_fading_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__obstruction_penalty_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__weather_penalty_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__mobility_penalty_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__indoor_penalty_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__contextual_penalty_db,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__rsrp_clipped,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__offered_upload_mbps,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__battery_level_percent,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__temperature_c,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__connected_duration_min,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__interval_handover_count,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__cumulative_handover_count,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__activity_factor,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__data_usage_mb,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__distance_to_tower_km,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,numeric__carrier_frequency_ghz,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Friday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Monday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Saturday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Sunday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Thursday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Tuesday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__day_of_week_Wednesday,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__time_of_day_bin_afternoon,feature_importance,0.0,full_context,Full operating-context feature set
adaboost,categorical__time_of_day_bin_evening,feature_importance,0.0,full_context,Full operating-context feature set
xgboost,numeric__link_capacity_downlink_mbps,feature_importance,0.2981780469417572,full_context,Full operating-context feature set
xgboost,numeric__link_capacity_upload_mbps,feature_importance,0.11165201663970947,full_context,Full operating-context feature set
xgboost,categorical__network_type_5G NSA,feature_importance,0.08661701530218124,full_context,Full operating-context feature set
xgboost,numeric__offered_downlink_mbps,feature_importance,0.07603736221790314,full_context,Full operating-context feature set
xgboost,categorical__congestion_level_High,feature_importance,0.06925641745328903,full_context,Full operating-context feature set
xgboost,categorical__congestion_level_Low,feature_importance,0.036935850977897644,full_context,Full operating-context feature set
xgboost,numeric__signal_strength_unclipped_dbm,feature_importance,0.03361270949244499,full_context,Full operating-context feature set
xgboost,categorical__app_type_Call,feature_importance,0.0328659750521183,full_context,Full operating-context feature set
xgboost,numeric__signal_strength_dbm,feature_importance,0.031836170703172684,full_context,Full operating-context feature set
xgboost,categorical__network_type_5G SA,feature_importance,0.029981257393956184,full_context,Full operating-context feature set
xgboost,categorical__network_type_4G,feature_importance,0.029755717143416405,full_context,Full operating-context feature set
xgboost,categorical__movement_speed_Static,feature_importance,0.02966022677719593,full_context,Full operating-context feature set
xgboost,categorical__app_type_Streaming,feature_importance,0.021320005878806114,full_context,Full operating-context feature set
xgboost,numeric__offered_upload_mbps,feature_importance,0.02067725919187069,full_context,Full operating-context feature set
xgboost,numeric__mobility_penalty_db,feature_importance,0.017265109345316887,full_context,Full operating-context feature set
xgboost,categorical__movement_speed_Driving,feature_importance,0.015099730342626572,full_context,Full operating-context feature set
xgboost,categorical__congestion_level_Medium,feature_importance,0.014743553474545479,full_context,Full operating-context feature set
xgboost,numeric__data_usage_mb,feature_importance,0.00841673742979765,full_context,Full operating-context feature set
xgboost,categorical__app_type_Gaming,feature_importance,0.005907318089157343,full_context,Full operating-context feature set
xgboost,categorical__ue_profile_UE-Basic,feature_importance,0.005062051583081484,full_context,Full operating-context feature set
xgboost,numeric__breakpoint_distance_m,feature_importance,0.0045301346108317375,full_context,Full operating-context feature set
xgboost,numeric__interval_handover_count,feature_importance,0.0038304575718939304,full_context,Full operating-context feature set
xgboost,categorical__operator_profile_Operator_F,feature_importance,0.0015960905002430081,full_context,Full operating-context feature set
xgboost,numeric__obstruction_penalty_db,feature_importance,0.0015795606886968017,full_context,Full operating-context feature set
xgboost,numeric__cumulative_handover_count,feature_importance,0.0015697609633207321,full_context,Full operating-context feature set
xgboost,categorical__tower_load_Moderate,feature_importance,0.001448528841137886,full_context,Full operating-context feature set
xgboost,categorical__day_of_week_Thursday,feature_importance,0.0013087574625387788,full_context,Full operating-context feature set
xgboost,numeric__deterministic_path_loss_db,feature_importance,0.0010886871023103595,full_context,Full operating-context feature set
xgboost,numeric__path_loss_db,feature_importance,0.0010127945570275187,full_context,Full operating-context feature set
xgboost,numeric__activity_factor,feature_importance,0.0010099789360538125,full_context,Full operating-context feature set
xgboost,numeric__battery_level_percent,feature_importance,0.0009780448162928224,full_context,Full operating-context feature set
xgboost,numeric__connected_duration_min,feature_importance,0.0009669239516369998,full_context,Full operating-context feature set
xgboost,numeric__shadow_fading_db,feature_importance,0.0008915580692701042,full_context,Full operating-context feature set
xgboost,categorical__deployment_area_Area_F,feature_importance,0.0008882642723619938,full_context,Full operating-context feature set
xgboost,numeric__fast_fading_db,feature_importance,0.000811868638265878,full_context,Full operating-context feature set
xgboost,numeric__contextual_penalty_db,feature_importance,0.0004243148723617196,full_context,Full operating-context feature set
xgboost,numeric__temperature_c,feature_importance,0.00037714841892011464,full_context,Full operating-context feature set
xgboost,categorical__operator_profile_Operator_L,feature_importance,0.0003370664198882878,full_context,Full operating-context feature set
xgboost,numeric__los_probability,feature_importance,0.0003360567498020828,full_context,Full operating-context feature set
xgboost,categorical__operator_profile_Operator_K,feature_importance,7.586843275930732e-05,full_context,Full operating-context feature set
