dataset_id,dataset_name,file_path,column_name,dtype_in_sample,sample_size,sample_missing_count,sample_missing_fraction,example_values,sample_row_limit
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Deterministic_Path_Loss_dB,float64,1000,0,0.0,"[""136.03"", ""136.03"", ""136.03""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Shadow_Fading_dB,float64,1000,0,0.0,"[""11.91"", ""-5.81"", ""-4.97""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Fast_Fading_dB,float64,1000,0,0.0,"[""0.56"", ""-1.41"", ""-2.04""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Obstruction_Penalty_dB,float64,1000,0,0.0,"[""8.0"", ""8.0"", ""8.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Weather_Penalty_dB,float64,1000,0,0.0,"[""0.0"", ""0.0"", ""0.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Mobility_Penalty_dB,float64,1000,0,0.0,"[""0.0"", ""0.0"", ""0.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Indoor_Penalty_dB,float64,1000,0,0.0,"[""10.0"", ""10.0"", ""10.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Contextual_Penalty_dB,float64,1000,0,0.0,"[""18.0"", ""18.0"", ""18.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Effective_TX_Power_dBm,float64,1000,0,0.0,"[""44.0"", ""44.0"", ""44.0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Signal_Strength_Unclipped_dBm,float64,1000,0,0.0,"[""-121.38"", ""-105.63"", ""-107.1""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,RSRP_Clipped,bool,1000,0,0.0,"[""False"", ""False"", ""False""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Link_Capacity_Downlink_Mbps,float64,1000,0,0.0,"[""0.0"", ""3.03"", ""8.91""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Offered_Downlink_Mbps,float64,1000,0,0.0,"[""14.95"", ""250.24"", ""97.61""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Download_Speed_Mbps,float64,1000,0,0.0,"[""0.0"", ""2.75"", ""8.9""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Link_Capacity_Upload_Mbps,float64,1000,0,0.0,"[""0.0"", ""0.45"", ""1.34""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Offered_Upload_Mbps,float64,1000,0,0.0,"[""0.44"", ""1.43"", ""28.39""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Upload_Speed_Mbps,float64,1000,0,0.0,"[""0.0"", ""0.45"", ""1.27""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Latency_ms,float64,1000,0,0.0,"[""249.06"", ""277.65"", ""141.62""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Jitter_ms,float64,1000,0,0.0,"[""0.32"", ""0.5"", ""0.14""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Ping_ms,float64,1000,0,0.0,"[""247.3"", ""278.8"", ""144.6""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Network_Type,object,1000,0,0.0,"[""4G"", ""4G"", ""4G""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,UE_Profile,object,1000,0,0.0,"[""UE-Advanced"", ""UE-Advanced"", ""UE-Advanced""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,UE_Capability_Class,object,1000,0,0.0,"[""Advanced"", ""Advanced"", ""Advanced""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Operator_Profile,object,1000,0,0.0,"[""Operator_E"", ""Operator_E"", ""Operator_E""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Infrastructure_Profile,object,1000,0,0.0,"[""Nominal"", ""Nominal"", ""Nominal""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Band,object,1000,0,0.0,"[""LTE_Anchor"", ""LTE_Anchor"", ""LTE_Anchor""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Battery_Level_percent,float64,1000,0,0.0,"[""91.71"", ""91.64"", ""91.55""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Temperature_C,float64,1000,0,0.0,"[""27.2"", ""30.9"", ""31.3""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Connected_Duration_min,int64,1000,0,0.0,"[""1"", ""2"", ""3""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Interval_Handover_Count,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Cumulative_Handover_Count,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Activity_Factor,float64,1000,0,0.0,"[""0.12"", ""0.085"", ""0.169""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Data_Usage_MB,float64,1000,0,0.0,"[""0.0"", ""1.75"", ""11.31""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Congestion_Level,object,1000,0,0.0,"[""Medium"", ""High"", ""Low""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Movement_Speed,object,1000,0,0.0,"[""Static"", ""Static"", ""Static""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,App_Type,object,1000,0,0.0,"[""Browse"", ""Browse"", ""Streaming""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Weather,object,1000,0,0.0,"[""Clear"", ""Clear"", ""Clear""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Obstruction_Level,object,1000,0,0.0,"[""Medium"", ""Medium"", ""Medium""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Is_Indoor,bool,1000,0,0.0,"[""True"", ""True"", ""True""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Tower_ID,object,1000,0,0.0,"[""TWR-9279"", ""TWR-9279"", ""TWR-9279""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Distance_to_Tower_km,float64,1000,0,0.0,"[""0.93"", ""0.93"", ""0.93""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Tower_Load,object,1000,0,0.0,"[""Moderate"", ""Heavy"", ""Light""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Video_Quality,float64,1000,744,0.744,"[""2.42"", ""2.04"", ""1.37""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Video_Quality_Label,object,1000,744,0.744,"[""Poor"", ""Poor"", ""Bad""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,VoNR_Enabled,bool,1000,0,0.0,"[""False"", ""False"", ""False""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Anomalous,bool,1000,0,0.0,"[""False"", ""False"", ""False""]",1000
D0,SynNetQoS dataset,data/raw/synnetqos/synnetqos-dataset.csv,Dropped_Connection,bool,1000,0,0.0,"[""False"", ""False"", ""False""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,operator,object,35,0,0.0,"[""A"", ""A"", ""A""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,technology,object,35,0,0.0,"[""5GNR"", ""5GNR"", ""5GNR""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,gnb_id_dummy,int64,35,0,0.0,"[""1"", ""16"", ""11""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,cell_id_dummy,int64,35,0,0.0,"[""1"", ""25"", ""19""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,pci,int64,35,0,0.0,"[""114"", ""370"", ""286""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,channel_number,Int32,35,0,0.0,"[""636000"", ""636000"", ""636000""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,longitude,float64,35,0,0.0,"[""16.370170109982826"", ""16.373664556445775"", ""16.36752007988875""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,latitude,float64,35,0,0.0,"[""48.185331736227425"", ""48.18746986362317"", ""48.19003310326909""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,height_m,float64,35,0,0.0,"[""29.0"", ""27.0"", ""58.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_5g.parquet,azimuth_deg,float64,35,0,0.0,"[""35.0"", ""230.0"", ""155.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,operator,object,1000,0,0.0,"[""A"", ""A"", ""A""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,technology,object,1000,0,0.0,"[""LTE"", ""LTE"", ""LTE""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,enb_id,int64,1000,0,0.0,"[""624"", ""3534"", ""3534""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,sector_id,int64,1000,0,0.0,"[""12"", ""21"", ""11""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,cell_id,int32,1000,0,0.0,"[""159756"", ""904725"", ""904715""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,pci,int32,1000,0,0.0,"[""37"", ""285"", ""285""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,channel_number,int32,1000,0,0.0,"[""1700"", ""1871"", ""1700""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,longitude,float64,1000,0,0.0,"[""16.36875975498344"", ""16.36752007988875"", ""16.36752007988875""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,latitude,float64,1000,0,0.0,"[""48.20203310870481"", ""48.19003310326909"", ""48.19003310326909""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,height_m,int32,1000,0,0.0,"[""32"", ""58"", ""58""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/estimated_cell_info/cell_info_final_lte.parquet,azimuth_deg,float64,1000,29,0.029,"[""195.0"", ""20.0"", ""20.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,measurement_id,Int32,1000,0,0.0,"[""0"", ""1"", ""1""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,time,datetime64[ns],1000,0,0.0,"[""2024-10-13 15:00:41.418"", ""2024-10-13 15:22:42.371"", ""2024-10-13 15:22:42.371""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,latitude,Float64,1000,0,0.0,"[""48.19783"", ""48.201199"", ""48.201199""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,longitude,Float64,1000,0,0.0,"[""16.370186"", ""16.343235"", ""16.343235""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,beam_index,Int8,1000,0,0.0,"[""0"", ""0"", ""1""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,beam_type,object,1000,0,0.0,"[""Serving beam"", ""Detected beam"", ""Detected beam""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,rsrp_dbm,Float64,1000,0,0.0,"[""-72.5"", ""-120.1"", ""-121.3""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,rsrq_db,Float64,1000,0,0.0,"[""-10.4"", ""-14.6"", ""-17.1""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,rssi_dbm,Float64,1000,638,0.638,"[""-40.8"", ""-72.6"", ""-69.9""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,sinr_db,Float64,1000,638,0.638,"[""25.1"", ""6.9"", ""8.9""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,pathloss_db,Float64,1000,0,0.0,"[""91.0"", ""134.0"", ""134.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,dl_throughput_mbps,Float64,1000,0,0.0,"[""186.39999389648438"", ""92.4000015258789"", ""92.4000015258789""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,ul_throughput_mbps,Float64,1000,0,0.0,"[""0.10000000149011612"", ""0.0"", ""0.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,timing_advance,Int32,1000,859,0.859,"[""448"", ""448"", ""448""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,operator,object,1000,0,0.0,"[""A"", ""A"", ""A""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,frequency_khz,Float64,1000,0,0.0,"[""2125450.0"", ""3540000.0"", ""3540000.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,channel_number,Int32,1000,0,0.0,"[""425090"", ""636000"", ""636000""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,pci,Int16,1000,0,0.0,"[""354"", ""288"", ""288""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,cell_id_dummy,float64,1000,1000,1.0,[],1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_5g.parquet,gnb_id_dummy,float64,1000,1000,1.0,[],1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,measurement_id,Int32,1000,0,0.0,"[""0"", ""1"", ""3""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,time,datetime64[ns],1000,0,0.0,"[""2024-10-13 15:12:30.716"", ""2024-10-13 15:12:31.217"", ""2024-10-13 15:12:31.720""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,latitude,Float64,1000,0,0.0,"[""48.206005"", ""48.206009"", ""48.206009""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,longitude,Float64,1000,0,0.0,"[""16.340046"", ""16.339991"", ""16.339991""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,rsrp_dbm,Float32,1000,0,0.0,"[""-104.4"", ""-103.5"", ""-103.6""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,rsrq_db,Float32,1000,0,0.0,"[""-16.2"", ""-15.1"", ""-14.2""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,rssi_dbm,Float32,1000,0,0.0,"[""-68.3"", ""-68.3"", ""-68.8""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,sinr_db,Float32,1000,1,0.001,"[""-1.4"", ""0.2"", ""-1.3""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,pathloss_db,Float32,1000,0,0.0,"[""120.0"", ""119.0"", ""119.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,dl_throughput_mbps,Float32,1000,0,0.0,"[""16.1"", ""13.5"", ""12.9""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,ul_throughput_mbps,Float32,1000,0,0.0,"[""0.1"", ""0.1"", ""0.1""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,operator,object,1000,0,0.0,"[""A"", ""A"", ""A""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,timing_advance,Int32,1000,76,0.076,"[""8"", ""7"", ""8""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,frequency_khz,float64,1000,0,0.0,"[""2630000.0"", ""2630000.0"", ""2630000.0""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,channel_number,Int32,1000,0,0.0,"[""2850"", ""2850"", ""2850""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,pci,Int16,1000,0,0.0,"[""410"", ""410"", ""410""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,cell_id,Int64,1000,0,0.0,"[""107011"", ""107011"", ""107011""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,enb_id,Int32,1000,0,0.0,"[""418"", ""418"", ""418""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/phone/phone_data_lte.parquet,sector_id,Int8,1000,0,0.0,"[""3"", ""3"", ""3""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/scanner/scanner_data_5g.parquet,measurement_id,int64,1000,0,0.0,"[""0"", ""1"", ""2""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/scanner/scanner_data_5g.parquet,time,datetime64[ns],1000,0,0.0,"[""2024-06-27 11:27:11.473"", ""2024-06-27 11:27:11.491"", ""2024-06-27 11:27:11.763""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/scanner/scanner_data_5g.parquet,longitude,float64,1000,0,0.0,"[""16.37162"", ""16.37162"", ""16.37162""]",1000
D1,Vienna 4G/5G Drive-Test Dataset,data/raw/vienna_4g5g/Vienna-full-4G-5G-dataset-v1.0.3/scanner/scanner_data_5g.parquet,latitude,float64,1000,0,0.0,"[""48.197479"", ""48.197479"", ""48.197479""]",1000
