edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,measurement_id,session_id,source_column,source_value,context_family,source_measurement_id,target_measurement_id,source_service_degraded,target_service_degraded,row_count,support_fraction,degraded_count,degradation_rate,baseline_degradation_rate,degradation_lift,source_context_family,target_context_family,source_dataset,metric,non_missing_count,non_missing_fraction,comparison_status,recommended_use,claim_scope,reference_dataset,comparison_context,median_difference,wasserstein_distance,ks_statistic,comparison_scope,source_label,target_label
edge_6c59ea17b91671c0f2,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,4784.0,,,,,,,,,,4784.0,0.09568,3911.0,0.8175167224080268,0.50716,1.611950316286826,application,congestion,,,,,,,,,,,,,,application=Streaming,congestion=High
edge_6b5eac911e37ec6f83,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_n258:4f5199340e56,context_cooccurs,context_cooccurrence,False,1282.0,,,,,,,,,,1282.0,0.02564,1048.0,0.8174726989079563,0.50716,1.611863512319497,congestion,radio_band,,,,,,,,,,,,,,congestion=High,radio_band=n258
edge_4a3f821049b68df286,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:weather_rainy:2c23bce4260d,context_cooccurs,context_cooccurrence,False,1510.0,,,,,,,,,,1510.0,0.0302,1232.0,0.8158940397350993,0.50716,1.6087507684657687,obstruction,weather,,,,,,,,,,,,,,obstruction=High,weather=Rainy
edge_eeb12c7579fdfe9fdc,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2541.0,,,,,,,,,,2541.0,0.05082,2067.0,0.8134592680047226,0.50716,1.603949972404611,application,tower_load,,,,,,,,,,,,,,application=Streaming,tower_load=Heavy
edge_4eea93d05d1b7fbf5f,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,2008.0,,,,,,,,,,2008.0,0.04016,1631.0,0.8122509960159362,0.50716,1.6015675447904727,application,obstruction,,,,,,,,,,,,,,application=Gaming,obstruction=High
edge_7bb8b1a8a38cb00337,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,4096.0,,,,,,,,,,4096.0,0.08192,3312.0,0.80859375,0.50716,1.5943563175329285,mobility,obstruction,,,,,,,,,,,,,,mobility=Walking,obstruction=High
edge_346e8db8e0bd131364,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,3104.0,,,,,,,,,,3104.0,0.06208,2475.0,0.7973582474226805,0.50716,1.5722025542682396,application,network_type,,,,,,,,,,,,,,application=Streaming,network_type=4G
edge_0e0db799d3836dd245,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,3104.0,,,,,,,,,,3104.0,0.06208,2475.0,0.7973582474226805,0.50716,1.5722025542682396,application,radio_band,,,,,,,,,,,,,,application=Streaming,radio_band=LTE_Anchor
edge_7cb11b37248ca6d628,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:weather_foggy:086f7369c216,context_cooccurs,context_cooccurrence,False,1240.0,,,,,,,,,,1240.0,0.0248,979.0,0.7895161290322581,0.50716,1.5567397449173004,network_type,weather,,,,,,,,,,,,,,network_type=4G,weather=Foggy
edge_f48f9a7573e5b6a6b7,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:weather_foggy:086f7369c216,context_cooccurs,context_cooccurrence,False,1240.0,,,,,,,,,,1240.0,0.0248,979.0,0.7895161290322581,0.50716,1.5567397449173004,radio_band,weather,,,,,,,,,,,,,,radio_band=LTE_Anchor,weather=Foggy
edge_049cd0a16ad8d84e98,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,2203.0,,,,,,,,,,2203.0,0.04406,1739.0,0.7893781207444394,0.50716,1.5564676250974825,obstruction,time_bin,,,,,,,,,,,,,,obstruction=High,time_bin=morning
edge_9dec57603f5827cd47,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:radio_band_n260:c860a51b140e,context_cooccurs,context_cooccurrence,False,1063.0,,,,,,,,,,1063.0,0.02126,839.0,0.7892756349952963,0.50716,1.5562655473525044,application,radio_band,,,,,,,,,,,,,,application=Streaming,radio_band=n260
edge_5bc3c5985911065fe9,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,6220.0,,,,,,,,,,6220.0,0.1244,4895.0,0.7869774919614148,0.50716,1.5517341508821962,infrastructure,obstruction,,,,,,,,,,,,,,infrastructure=Nominal,obstruction=High
edge_c83c05871101ba467d,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,2399.0,,,,,,,,,,2399.0,0.04798,1883.0,0.7849103793247186,0.50716,1.547658291909296,obstruction,tower_load,,,,,,,,,,,,,,obstruction=High,tower_load=Moderate
edge_0a1cb840e38fca6450,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_n260:c860a51b140e,context_cooccurs,context_cooccurrence,False,1547.0,,,,,,,,,,1547.0,0.03094,1214.0,0.7847446670976083,0.50716,1.5473315464500517,congestion,radio_band,,,,,,,,,,,,,,congestion=High,radio_band=n260
edge_7272b94ea40d768c9e,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3150.0,,,,,,,,,,3150.0,0.063,2468.0,0.7834920634920635,0.50716,1.5448617073350883,network_type,obstruction,,,,,,,,,,,,,,network_type=5G NSA,obstruction=High
edge_aa0017440cfd47bdd3,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:time_bin_afternoon:e0d493798a7a,context_cooccurs,context_cooccurrence,False,1912.0,,,,,,,,,,1912.0,0.03824,1496.0,0.7824267782426778,0.50716,1.5427612158740391,obstruction,time_bin,,,,,,,,,,,,,,obstruction=High,time_bin=afternoon
edge_11132266a32fe9e2e5,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,8030.0,,,,,,,,,,8030.0,0.1606,6279.0,0.7819427148194271,0.50716,1.5418067568803278,area_type,obstruction,,,,,,,,,,,,,,area_type=Urban,obstruction=High
edge_6dc0c90444e4c6c136,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurrence:context_value:weather_foggy:086f7369c216,context_cooccurs,context_cooccurrence,False,1015.0,,,,,,,,,,1015.0,0.0203,791.0,0.7793103448275862,0.50716,1.536616343614611,tower_load,weather,,,,,,,,,,,,,,tower_load=Heavy,weather=Foggy
edge_f5081dd618eb079b10,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,1400.0,,,,,,,,,,1400.0,0.028,1087.0,0.7764285714285715,0.50716,1.5309341656056696,infrastructure,obstruction,,,,,,,,,,,,,,infrastructure=Moderately_Degraded,obstruction=High
edge_4a43ede09d7bd722f3,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,2003.0,,,,,,,,,,2003.0,0.04006,1552.0,0.7748377433849226,0.50716,1.5277974276065196,application,obstruction,,,,,,,,,,,,,,application=Browse,obstruction=High
edge_9d86c3c4b31d6e9bc6,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:weather_foggy:086f7369c216,context_cooccurs,context_cooccurrence,False,2004.0,,,,,,,,,,2004.0,0.04008,1545.0,0.7709580838323353,0.50716,1.5201476532698464,congestion,weather,,,,,,,,,,,,,,congestion=High,weather=Foggy
edge_40f9873bd9cc373607,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,2630.0,,,,,,,,,,2630.0,0.0526,2027.0,0.7707224334600761,0.50716,1.5196830062703603,obstruction,radio_band,,,,,,,,,,,,,,obstruction=High,radio_band=n78
edge_c9cf6d11c84c514303,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:weather_foggy:086f7369c216,context_cooccurs,context_cooccurrence,False,1327.0,,,,,,,,,,1327.0,0.02654,1021.0,0.7694046721929163,0.50716,1.5170846916020906,application,weather,,,,,,,,,,,,,,application=Streaming,weather=Foggy
edge_679f0b36b0af171b89,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,5690.0,,,,,,,,,,5690.0,0.1138,4360.0,0.7662565905096661,0.50716,1.5108774164162513,obstruction,weather,,,,,,,,,,,,,,obstruction=High,weather=Clear
edge_858f154df99db08055,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3934.0,,,,,,,,,,3934.0,0.07868,2967.0,0.7541942043721404,0.50716,1.487093233638576,mobility,obstruction,,,,,,,,,,,,,,mobility=Static,obstruction=High
edge_998d9c1134796f7fbe,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3389.0,,,,,,,,,,3389.0,0.06778,2545.0,0.7509589849513131,0.50716,1.4807141433695736,congestion,obstruction,,,,,,,,,,,,,,congestion=Medium,obstruction=High
edge_bdf09b7bc4e309bab7,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,2036.0,,,,,,,,,,2036.0,0.04072,1504.0,0.7387033398821218,0.50716,1.456548899523073,obstruction,time_bin,,,,,,,,,,,,,,obstruction=High,time_bin=night
edge_29db0e73e705c0a9fd,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,4064.0,,,,,,,,,,4064.0,0.08128,2989.0,0.7354822834645669,0.50716,1.4501977353587956,obstruction,tower_load,,,,,,,,,,,,,,obstruction=High,tower_load=Light
edge_2a898739e4144421b9,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,5727.0,,,,,,,,,,5727.0,0.11454,4194.0,0.7323205866946045,0.50716,1.4439636144305632,mobility,network_type,,,,,,,,,,,,,,mobility=Walking,network_type=4G
edge_02d6841b518eb94b6c,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,5727.0,,,,,,,,,,5727.0,0.11454,4194.0,0.7323205866946045,0.50716,1.4439636144305632,mobility,radio_band,,,,,,,,,,,,,,mobility=Walking,radio_band=LTE_Anchor
edge_eb4f82a45492af4344,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:weather_rainy:2c23bce4260d,context_cooccurs,context_cooccurrence,False,2250.0,,,,,,,,,,2250.0,0.045,1643.0,0.7302222222222222,0.50716,1.439826134202662,network_type,weather,,,,,,,,,,,,,,network_type=4G,weather=Rainy
edge_151a50cd9ccdde43bd,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:weather_rainy:2c23bce4260d,context_cooccurs,context_cooccurrence,False,2250.0,,,,,,,,,,2250.0,0.045,1643.0,0.7302222222222222,0.50716,1.439826134202662,radio_band,weather,,,,,,,,,,,,,,radio_band=LTE_Anchor,weather=Rainy
edge_a1427d3ff99ef92e54,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:time_bin_evening:e2cb1b063e48,context_cooccurs,context_cooccurrence,False,2929.0,,,,,,,,,,2929.0,0.05858,2138.0,0.7299419597132127,0.50716,1.4392735225830362,network_type,time_bin,,,,,,,,,,,,,,network_type=4G,time_bin=evening
edge_0aec7e76fdb923d17b,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:time_bin_evening:e2cb1b063e48,context_cooccurs,context_cooccurrence,False,2929.0,,,,,,,,,,2929.0,0.05858,2138.0,0.7299419597132127,0.50716,1.4392735225830362,radio_band,time_bin,,,,,,,,,,,,,,radio_band=LTE_Anchor,time_bin=evening
edge_6af6ae6507b8b9b039,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurrence:context_value:weather_rainy:2c23bce4260d,context_cooccurs,context_cooccurrence,False,1952.0,,,,,,,,,,1952.0,0.03904,1409.0,0.7218237704918032,0.50716,1.4232663666136982,tower_load,weather,,,,,,,,,,,,,,tower_load=Heavy,weather=Rainy
edge_9add0dd0ecb4398ccf,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,8741.0,,,,,,,,,,8741.0,0.17482,6297.0,0.720398123784464,0.50716,1.420455327282246,congestion,mobility,,,,,,,,,,,,,,congestion=High,mobility=Walking
edge_43e1185563e7c8b0e3,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,4524.0,,,,,,,,,,4524.0,0.09048,3244.0,0.7170645446507515,0.50716,1.4138822948394028,mobility,tower_load,,,,,,,,,,,,,,mobility=Walking,tower_load=Heavy
edge_9e0845ea7f211aff06,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:weather_rainy:2c23bce4260d,context_cooccurs,context_cooccurrence,False,3754.0,,,,,,,,,,3754.0,0.07508,2686.0,0.715503462972829,0.50716,1.4108042096632796,congestion,weather,,,,,,,,,,,,,,congestion=High,weather=Rainy
edge_d1736ef1337a9f5368,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,3049.0,,,,,,,,,,3049.0,0.06098,2166.0,0.7103968514266973,0.50716,1.4007351751453134,application,network_type,,,,,,,,,,,,,,application=Gaming,network_type=4G
edge_2211a66577a1e057ca,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,3049.0,,,,,,,,,,3049.0,0.06098,2166.0,0.7103968514266973,0.50716,1.4007351751453134,application,radio_band,,,,,,,,,,,,,,application=Gaming,radio_band=LTE_Anchor
edge_a3feb69e1c6b1eb6ba,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,7647.0,,,,,,,,,,7647.0,0.15294,5386.0,0.7043284948345756,0.50716,1.3887698060465643,congestion,network_type,,,,,,,,,,,,,,congestion=High,network_type=5G NSA
edge_b889cfebeaf6e88eb9,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,5470.0,,,,,,,,,,5470.0,0.1094,3826.0,0.6994515539305302,0.50716,1.3791536279093977,network_type,obstruction,,,,,,,,,,,,,,network_type=4G,obstruction=Medium
edge_99d3a4905e733f896e,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,5470.0,,,,,,,,,,5470.0,0.1094,3826.0,0.6994515539305302,0.50716,1.3791536279093977,obstruction,radio_band,,,,,,,,,,,,,,obstruction=Medium,radio_band=LTE_Anchor
edge_f5f6dfb74807b9fe41,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3252.0,,,,,,,,,,3252.0,0.06504,2269.0,0.6977244772447725,0.50716,1.3757482396970826,network_type,time_bin,,,,,,,,,,,,,,network_type=4G,time_bin=morning
edge_ee75bea1030fa0c83f,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3252.0,,,,,,,,,,3252.0,0.06504,2269.0,0.6977244772447725,0.50716,1.3757482396970826,radio_band,time_bin,,,,,,,,,,,,,,radio_band=LTE_Anchor,time_bin=morning
edge_3cbadac2bfdff7b465,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,9530.0,,,,,,,,,,9530.0,0.1906,6614.0,0.69401888772298,0.50716,1.3684416904388752,infrastructure,network_type,,,,,,,,,,,,,,infrastructure=Nominal,network_type=4G
edge_fcf6d771413aacfbea,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,9530.0,,,,,,,,,,9530.0,0.1906,6614.0,0.69401888772298,0.50716,1.3684416904388752,infrastructure,radio_band,,,,,,,,,,,,,,infrastructure=Nominal,radio_band=LTE_Anchor
edge_47aeed774aebdcbe66,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,3903.0,,,,,,,,,,3903.0,0.07806,2707.0,0.6935690494491417,0.50716,1.3675547153741257,network_type,tower_load,,,,,,,,,,,,,,network_type=5G NSA,tower_load=Heavy
edge_73c21417c642e44fe7,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,5623.0,,,,,,,,,,5623.0,0.11246,3899.0,0.6934020985239197,0.50716,1.3672255274941234,congestion,time_bin,,,,,,,,,,,,,,congestion=High,time_bin=morning
edge_7a00708c6686dd8b60,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,5709.0,,,,,,,,,,5709.0,0.11418,3958.0,0.6932912944473638,0.50716,1.3670070479678282,application,mobility,,,,,,,,,,,,,,application=Streaming,mobility=Walking
edge_98221adb309ef4df3f,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:time_bin_evening:e2cb1b063e48,context_cooccurs,context_cooccurrence,False,3059.0,,,,,,,,,,3059.0,0.06118,2117.0,0.692056227525335,0.50716,1.3645717870599712,application,time_bin,,,,,,,,,,,,,,application=Streaming,time_bin=evening
edge_5ce9ddfdd4c8445881,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,2240.0,,,,,,,,,,2240.0,0.0448,1548.0,0.6910714285714286,0.50716,1.362629995605782,infrastructure,network_type,,,,,,,,,,,,,,infrastructure=Moderately_Degraded,network_type=4G
edge_cc27931321a95db5b7,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,2240.0,,,,,,,,,,2240.0,0.0448,1548.0,0.6910714285714286,0.50716,1.362629995605782,infrastructure,radio_band,,,,,,,,,,,,,,infrastructure=Moderately_Degraded,radio_band=LTE_Anchor
edge_91525a95f48f004dcb,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,12390.0,,,,,,,,,,12390.0,0.2478,8558.0,0.6907183212267958,0.50716,1.361933751137305,area_type,network_type,,,,,,,,,,,,,,area_type=Urban,network_type=4G
edge_5176e4a05cb6e1f038,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,12390.0,,,,,,,,,,12390.0,0.2478,8558.0,0.6907183212267958,0.50716,1.361933751137305,area_type,radio_band,,,,,,,,,,,,,,area_type=Urban,radio_band=LTE_Anchor
edge_c9d467a1515e743caa,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,12390.0,,,,,,,,,,12390.0,0.2478,8558.0,0.6907183212267958,0.50716,1.361933751137305,network_type,radio_band,,,,,,,,,,,,,,network_type=4G,radio_band=LTE_Anchor
edge_e013519d93a77dea02,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3238.0,,,,,,,,,,3238.0,0.06476,2232.0,0.6893143915997529,0.50716,1.359165532770236,application,time_bin,,,,,,,,,,,,,,application=Streaming,time_bin=morning
edge_00f33d7ae80937ae57,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,1581.0,,,,,,,,,,1581.0,0.03162,1089.0,0.6888045540796964,0.50716,1.358160253331683,congestion,radio_band,,,,,,,,,,,,,,congestion=High,radio_band=n77
edge_1c64da48cbe4f0b34d,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2563.0,,,,,,,,,,2563.0,0.05126,1764.0,0.6882559500585251,0.50716,1.3570785354888495,time_bin,tower_load,,,,,,,,,,,,,,time_bin=morning,tower_load=Heavy
edge_00953b093589df8f0f,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,4800.0,,,,,,,,,,4800.0,0.096,3286.0,0.6845833333333333,0.50716,1.3498370008149958,application,congestion,,,,,,,,,,,,,,application=Gaming,congestion=High
edge_d50a44987b6333decf,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:time_bin_afternoon:e0d493798a7a,context_cooccurs,context_cooccurrence,False,3134.0,,,,,,,,,,3134.0,0.06268,2145.0,0.6844288449266114,0.50716,1.3495323860844928,network_type,time_bin,,,,,,,,,,,,,,network_type=4G,time_bin=afternoon
