node_id,node_type,graph_view,node_label,source_dataset,source_column,source_value,measurement_id,session_id,timestamp,service_degraded,high_latency,high_jitter,downlink_service_shortfall,poor_video_quality,dropped_connection,anomalous
warehouse_measurement:measurement:synnetqos_m_00000011:ea185f57817c,measurement,warehouse_measurement,synnetqos_m_00000011,synnetqos,measurement_id,synnetqos_m_00000011,synnetqos_m_00000011,S042_00001,2025-08-21 01:12:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000012:efe6e9cd4dfc,measurement,warehouse_measurement,synnetqos_m_00000012,synnetqos,measurement_id,synnetqos_m_00000012,synnetqos_m_00000012,S042_00001,2025-08-21 01:13:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000013:c832812de3a3,measurement,warehouse_measurement,synnetqos_m_00000013,synnetqos,measurement_id,synnetqos_m_00000013,synnetqos_m_00000013,S042_00001,2025-08-21 01:14:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000014:70d96f76e42e,measurement,warehouse_measurement,synnetqos_m_00000014,synnetqos,measurement_id,synnetqos_m_00000014,synnetqos_m_00000014,S042_00001,2025-08-21 01:15:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000015:61b6b62c4791,measurement,warehouse_measurement,synnetqos_m_00000015,synnetqos,measurement_id,synnetqos_m_00000015,synnetqos_m_00000015,S042_00001,2025-08-21 01:16:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000016:447752bbea29,measurement,warehouse_measurement,synnetqos_m_00000016,synnetqos,measurement_id,synnetqos_m_00000016,synnetqos_m_00000016,S042_00001,2025-08-21 01:17:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000017:648dbb7ea578,measurement,warehouse_measurement,synnetqos_m_00000017,synnetqos,measurement_id,synnetqos_m_00000017,synnetqos_m_00000017,S042_00001,2025-08-21 01:18:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000018:56335fc2263a,measurement,warehouse_measurement,synnetqos_m_00000018,synnetqos,measurement_id,synnetqos_m_00000018,synnetqos_m_00000018,S042_00001,2025-08-21 01:19:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000019:4d4fe77933b8,measurement,warehouse_measurement,synnetqos_m_00000019,synnetqos,measurement_id,synnetqos_m_00000019,synnetqos_m_00000019,S042_00001,2025-08-21 01:20:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000020:d28776f7e8ab,measurement,warehouse_measurement,synnetqos_m_00000020,synnetqos,measurement_id,synnetqos_m_00000020,synnetqos_m_00000020,S042_00001,2025-08-21 01:21:38.741856,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000021:5680331cc5b5,measurement,warehouse_measurement,synnetqos_m_00000021,synnetqos,measurement_id,synnetqos_m_00000021,synnetqos_m_00000021,S042_00002,2025-08-15 06:33:03.286742,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000022:025f7734f31a,measurement,warehouse_measurement,synnetqos_m_00000022,synnetqos,measurement_id,synnetqos_m_00000022,synnetqos_m_00000022,S042_00002,2025-08-15 06:34:03.286742,1,True,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000023:0be46e4f83ab,measurement,warehouse_measurement,synnetqos_m_00000023,synnetqos,measurement_id,synnetqos_m_00000023,synnetqos_m_00000023,S042_00002,2025-08-15 06:35:03.286742,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000024:7d8b6c22fe7a,measurement,warehouse_measurement,synnetqos_m_00000024,synnetqos,measurement_id,synnetqos_m_00000024,synnetqos_m_00000024,S042_00002,2025-08-15 06:36:03.286742,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000025:f501de565e53,measurement,warehouse_measurement,synnetqos_m_00000025,synnetqos,measurement_id,synnetqos_m_00000025,synnetqos_m_00000025,S042_00002,2025-08-15 06:37:03.286742,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000026:9c392b112f78,measurement,warehouse_measurement,synnetqos_m_00000026,synnetqos,measurement_id,synnetqos_m_00000026,synnetqos_m_00000026,S042_00002,2025-08-15 06:38:03.286742,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000027:4e1a5aee8e2e,measurement,warehouse_measurement,synnetqos_m_00000027,synnetqos,measurement_id,synnetqos_m_00000027,synnetqos_m_00000027,S042_00002,2025-08-15 06:39:03.286742,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000028:3eef474bc93d,measurement,warehouse_measurement,synnetqos_m_00000028,synnetqos,measurement_id,synnetqos_m_00000028,synnetqos_m_00000028,S042_00002,2025-08-15 06:40:03.286742,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000029:94650e8fad22,measurement,warehouse_measurement,synnetqos_m_00000029,synnetqos,measurement_id,synnetqos_m_00000029,synnetqos_m_00000029,S042_00002,2025-08-15 06:41:03.286742,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000030:32363ee92082,measurement,warehouse_measurement,synnetqos_m_00000030,synnetqos,measurement_id,synnetqos_m_00000030,synnetqos_m_00000030,S042_00002,2025-08-15 06:42:03.286742,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000031:5d3441563af8,measurement,warehouse_measurement,synnetqos_m_00000031,synnetqos,measurement_id,synnetqos_m_00000031,synnetqos_m_00000031,S042_00003,2025-08-16 23:24:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000032:044bddde6f1c,measurement,warehouse_measurement,synnetqos_m_00000032,synnetqos,measurement_id,synnetqos_m_00000032,synnetqos_m_00000032,S042_00003,2025-08-16 23:25:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000033:a31930a243c8,measurement,warehouse_measurement,synnetqos_m_00000033,synnetqos,measurement_id,synnetqos_m_00000033,synnetqos_m_00000033,S042_00003,2025-08-16 23:26:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000034:9dae1a8b2be1,measurement,warehouse_measurement,synnetqos_m_00000034,synnetqos,measurement_id,synnetqos_m_00000034,synnetqos_m_00000034,S042_00003,2025-08-16 23:27:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000035:2b029e220ec1,measurement,warehouse_measurement,synnetqos_m_00000035,synnetqos,measurement_id,synnetqos_m_00000035,synnetqos_m_00000035,S042_00003,2025-08-16 23:28:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000036:d5d26c31bc42,measurement,warehouse_measurement,synnetqos_m_00000036,synnetqos,measurement_id,synnetqos_m_00000036,synnetqos_m_00000036,S042_00003,2025-08-16 23:29:55.485826,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000037:203feb98bef4,measurement,warehouse_measurement,synnetqos_m_00000037,synnetqos,measurement_id,synnetqos_m_00000037,synnetqos_m_00000037,S042_00003,2025-08-16 23:30:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000038:845f0fc684d7,measurement,warehouse_measurement,synnetqos_m_00000038,synnetqos,measurement_id,synnetqos_m_00000038,synnetqos_m_00000038,S042_00003,2025-08-16 23:31:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000039:e012fb0f88e0,measurement,warehouse_measurement,synnetqos_m_00000039,synnetqos,measurement_id,synnetqos_m_00000039,synnetqos_m_00000039,S042_00003,2025-08-16 23:32:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000040:7593367f89b0,measurement,warehouse_measurement,synnetqos_m_00000040,synnetqos,measurement_id,synnetqos_m_00000040,synnetqos_m_00000040,S042_00003,2025-08-16 23:33:55.485826,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000041:b02752a91677,measurement,warehouse_measurement,synnetqos_m_00000041,synnetqos,measurement_id,synnetqos_m_00000041,synnetqos_m_00000041,S042_00004,2025-08-04 23:21:40.458412,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000042:fb694259e988,measurement,warehouse_measurement,synnetqos_m_00000042,synnetqos,measurement_id,synnetqos_m_00000042,synnetqos_m_00000042,S042_00004,2025-08-04 23:22:40.458412,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000043:9da13d6f7389,measurement,warehouse_measurement,synnetqos_m_00000043,synnetqos,measurement_id,synnetqos_m_00000043,synnetqos_m_00000043,S042_00004,2025-08-04 23:23:40.458412,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000044:30209f676b50,measurement,warehouse_measurement,synnetqos_m_00000044,synnetqos,measurement_id,synnetqos_m_00000044,synnetqos_m_00000044,S042_00004,2025-08-04 23:24:40.458412,1,True,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000045:077e9d281012,measurement,warehouse_measurement,synnetqos_m_00000045,synnetqos,measurement_id,synnetqos_m_00000045,synnetqos_m_00000045,S042_00004,2025-08-04 23:25:40.458412,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000046:a9554b55d5e7,measurement,warehouse_measurement,synnetqos_m_00000046,synnetqos,measurement_id,synnetqos_m_00000046,synnetqos_m_00000046,S042_00004,2025-08-04 23:26:40.458412,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000047:fd74dafb6d50,measurement,warehouse_measurement,synnetqos_m_00000047,synnetqos,measurement_id,synnetqos_m_00000047,synnetqos_m_00000047,S042_00004,2025-08-04 23:27:40.458412,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000048:4eef0102d965,measurement,warehouse_measurement,synnetqos_m_00000048,synnetqos,measurement_id,synnetqos_m_00000048,synnetqos_m_00000048,S042_00004,2025-08-04 23:28:40.458412,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000049:5db711eb11e0,measurement,warehouse_measurement,synnetqos_m_00000049,synnetqos,measurement_id,synnetqos_m_00000049,synnetqos_m_00000049,S042_00004,2025-08-04 23:29:40.458412,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000050:e3f8f72a4c72,measurement,warehouse_measurement,synnetqos_m_00000050,synnetqos,measurement_id,synnetqos_m_00000050,synnetqos_m_00000050,S042_00004,2025-08-04 23:30:40.458412,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000051:4b90130f0652,measurement,warehouse_measurement,synnetqos_m_00000051,synnetqos,measurement_id,synnetqos_m_00000051,synnetqos_m_00000051,S042_00005,2025-08-18 06:52:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000052:6a0473d3be7e,measurement,warehouse_measurement,synnetqos_m_00000052,synnetqos,measurement_id,synnetqos_m_00000052,synnetqos_m_00000052,S042_00005,2025-08-18 06:53:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000053:0189c74fea7d,measurement,warehouse_measurement,synnetqos_m_00000053,synnetqos,measurement_id,synnetqos_m_00000053,synnetqos_m_00000053,S042_00005,2025-08-18 06:54:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000054:530cbb2d874e,measurement,warehouse_measurement,synnetqos_m_00000054,synnetqos,measurement_id,synnetqos_m_00000054,synnetqos_m_00000054,S042_00005,2025-08-18 06:55:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000055:53f5f611ccc3,measurement,warehouse_measurement,synnetqos_m_00000055,synnetqos,measurement_id,synnetqos_m_00000055,synnetqos_m_00000055,S042_00005,2025-08-18 06:56:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000056:442371949fab,measurement,warehouse_measurement,synnetqos_m_00000056,synnetqos,measurement_id,synnetqos_m_00000056,synnetqos_m_00000056,S042_00005,2025-08-18 06:57:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000057:2f4e8ef3bc2c,measurement,warehouse_measurement,synnetqos_m_00000057,synnetqos,measurement_id,synnetqos_m_00000057,synnetqos_m_00000057,S042_00005,2025-08-18 06:58:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000058:f348e7110fdf,measurement,warehouse_measurement,synnetqos_m_00000058,synnetqos,measurement_id,synnetqos_m_00000058,synnetqos_m_00000058,S042_00005,2025-08-18 06:59:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000059:d759459a300c,measurement,warehouse_measurement,synnetqos_m_00000059,synnetqos,measurement_id,synnetqos_m_00000059,synnetqos_m_00000059,S042_00005,2025-08-18 07:00:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000060:b5ec943518a1,measurement,warehouse_measurement,synnetqos_m_00000060,synnetqos,measurement_id,synnetqos_m_00000060,synnetqos_m_00000060,S042_00005,2025-08-18 07:01:48.035137,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000061:75858077f345,measurement,warehouse_measurement,synnetqos_m_00000061,synnetqos,measurement_id,synnetqos_m_00000061,synnetqos_m_00000061,S042_00006,2025-07-29 17:47:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000062:54ec832e303d,measurement,warehouse_measurement,synnetqos_m_00000062,synnetqos,measurement_id,synnetqos_m_00000062,synnetqos_m_00000062,S042_00006,2025-07-29 17:48:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000063:0cd199997d67,measurement,warehouse_measurement,synnetqos_m_00000063,synnetqos,measurement_id,synnetqos_m_00000063,synnetqos_m_00000063,S042_00006,2025-07-29 17:49:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000064:44f055540f72,measurement,warehouse_measurement,synnetqos_m_00000064,synnetqos,measurement_id,synnetqos_m_00000064,synnetqos_m_00000064,S042_00006,2025-07-29 17:50:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000065:b267db19dd9b,measurement,warehouse_measurement,synnetqos_m_00000065,synnetqos,measurement_id,synnetqos_m_00000065,synnetqos_m_00000065,S042_00006,2025-07-29 17:51:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000066:9f2a3595458d,measurement,warehouse_measurement,synnetqos_m_00000066,synnetqos,measurement_id,synnetqos_m_00000066,synnetqos_m_00000066,S042_00006,2025-07-29 17:52:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000067:7ff5b764371b,measurement,warehouse_measurement,synnetqos_m_00000067,synnetqos,measurement_id,synnetqos_m_00000067,synnetqos_m_00000067,S042_00006,2025-07-29 17:53:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000068:222c7871286a,measurement,warehouse_measurement,synnetqos_m_00000068,synnetqos,measurement_id,synnetqos_m_00000068,synnetqos_m_00000068,S042_00006,2025-07-29 17:54:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000069:90ae5fa66614,measurement,warehouse_measurement,synnetqos_m_00000069,synnetqos,measurement_id,synnetqos_m_00000069,synnetqos_m_00000069,S042_00006,2025-07-29 17:55:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000070:cab874e6eaf5,measurement,warehouse_measurement,synnetqos_m_00000070,synnetqos,measurement_id,synnetqos_m_00000070,synnetqos_m_00000070,S042_00006,2025-07-29 17:56:37.444315,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000071:45e865c1121e,measurement,warehouse_measurement,synnetqos_m_00000071,synnetqos,measurement_id,synnetqos_m_00000071,synnetqos_m_00000071,S042_00007,2025-08-15 23:27:03.932332,1,True,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000072:7a849e61708b,measurement,warehouse_measurement,synnetqos_m_00000072,synnetqos,measurement_id,synnetqos_m_00000072,synnetqos_m_00000072,S042_00007,2025-08-15 23:28:03.932332,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000073:b1f2cbc8f2b2,measurement,warehouse_measurement,synnetqos_m_00000073,synnetqos,measurement_id,synnetqos_m_00000073,synnetqos_m_00000073,S042_00007,2025-08-15 23:29:03.932332,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000074:9a70a9f2fc60,measurement,warehouse_measurement,synnetqos_m_00000074,synnetqos,measurement_id,synnetqos_m_00000074,synnetqos_m_00000074,S042_00007,2025-08-15 23:30:03.932332,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000075:3ba2bb975261,measurement,warehouse_measurement,synnetqos_m_00000075,synnetqos,measurement_id,synnetqos_m_00000075,synnetqos_m_00000075,S042_00007,2025-08-15 23:31:03.932332,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000076:1cb4f42c521c,measurement,warehouse_measurement,synnetqos_m_00000076,synnetqos,measurement_id,synnetqos_m_00000076,synnetqos_m_00000076,S042_00007,2025-08-15 23:32:03.932332,1,True,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000077:f9435e50ce35,measurement,warehouse_measurement,synnetqos_m_00000077,synnetqos,measurement_id,synnetqos_m_00000077,synnetqos_m_00000077,S042_00007,2025-08-15 23:33:03.932332,1,True,False,True,True,False,False
warehouse_measurement:measurement:synnetqos_m_00000078:957485fe94e0,measurement,warehouse_measurement,synnetqos_m_00000078,synnetqos,measurement_id,synnetqos_m_00000078,synnetqos_m_00000078,S042_00007,2025-08-15 23:34:03.932332,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000079:95f017a2b268,measurement,warehouse_measurement,synnetqos_m_00000079,synnetqos,measurement_id,synnetqos_m_00000079,synnetqos_m_00000079,S042_00007,2025-08-15 23:35:03.932332,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000080:c590002447e3,measurement,warehouse_measurement,synnetqos_m_00000080,synnetqos,measurement_id,synnetqos_m_00000080,synnetqos_m_00000080,S042_00007,2025-08-15 23:36:03.932332,1,True,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000081:2dccc50cf516,measurement,warehouse_measurement,synnetqos_m_00000081,synnetqos,measurement_id,synnetqos_m_00000081,synnetqos_m_00000081,S042_00008,2025-08-03 22:26:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000082:613638408eca,measurement,warehouse_measurement,synnetqos_m_00000082,synnetqos,measurement_id,synnetqos_m_00000082,synnetqos_m_00000082,S042_00008,2025-08-03 22:27:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000083:69a59d063266,measurement,warehouse_measurement,synnetqos_m_00000083,synnetqos,measurement_id,synnetqos_m_00000083,synnetqos_m_00000083,S042_00008,2025-08-03 22:28:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000084:d7ee71dd00e2,measurement,warehouse_measurement,synnetqos_m_00000084,synnetqos,measurement_id,synnetqos_m_00000084,synnetqos_m_00000084,S042_00008,2025-08-03 22:29:02.132630,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000085:140850c14d4e,measurement,warehouse_measurement,synnetqos_m_00000085,synnetqos,measurement_id,synnetqos_m_00000085,synnetqos_m_00000085,S042_00008,2025-08-03 22:30:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000086:5060bb98d309,measurement,warehouse_measurement,synnetqos_m_00000086,synnetqos,measurement_id,synnetqos_m_00000086,synnetqos_m_00000086,S042_00008,2025-08-03 22:31:02.132630,1,False,False,False,False,False,True
warehouse_measurement:measurement:synnetqos_m_00000087:81609b32540b,measurement,warehouse_measurement,synnetqos_m_00000087,synnetqos,measurement_id,synnetqos_m_00000087,synnetqos_m_00000087,S042_00008,2025-08-03 22:32:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000088:b646befe49dd,measurement,warehouse_measurement,synnetqos_m_00000088,synnetqos,measurement_id,synnetqos_m_00000088,synnetqos_m_00000088,S042_00008,2025-08-03 22:33:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000089:cdda623b9cf7,measurement,warehouse_measurement,synnetqos_m_00000089,synnetqos,measurement_id,synnetqos_m_00000089,synnetqos_m_00000089,S042_00008,2025-08-03 22:34:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000090:bdaa12a77131,measurement,warehouse_measurement,synnetqos_m_00000090,synnetqos,measurement_id,synnetqos_m_00000090,synnetqos_m_00000090,S042_00008,2025-08-03 22:35:02.132630,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000091:19756dd427ff,measurement,warehouse_measurement,synnetqos_m_00000091,synnetqos,measurement_id,synnetqos_m_00000091,synnetqos_m_00000091,S042_00009,2025-08-17 13:58:50.277916,1,False,False,False,False,False,True
warehouse_measurement:measurement:synnetqos_m_00000092:769d7db4ba2a,measurement,warehouse_measurement,synnetqos_m_00000092,synnetqos,measurement_id,synnetqos_m_00000092,synnetqos_m_00000092,S042_00009,2025-08-17 13:59:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000093:77761ca84e46,measurement,warehouse_measurement,synnetqos_m_00000093,synnetqos,measurement_id,synnetqos_m_00000093,synnetqos_m_00000093,S042_00009,2025-08-17 14:00:50.277916,1,False,False,True,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000094:b2d8d85c0e46,measurement,warehouse_measurement,synnetqos_m_00000094,synnetqos,measurement_id,synnetqos_m_00000094,synnetqos_m_00000094,S042_00009,2025-08-17 14:01:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000095:05fa64afea4f,measurement,warehouse_measurement,synnetqos_m_00000095,synnetqos,measurement_id,synnetqos_m_00000095,synnetqos_m_00000095,S042_00009,2025-08-17 14:02:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000096:61b1cac176b6,measurement,warehouse_measurement,synnetqos_m_00000096,synnetqos,measurement_id,synnetqos_m_00000096,synnetqos_m_00000096,S042_00009,2025-08-17 14:03:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000097:efc41c878bae,measurement,warehouse_measurement,synnetqos_m_00000097,synnetqos,measurement_id,synnetqos_m_00000097,synnetqos_m_00000097,S042_00009,2025-08-17 14:04:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000098:74e2b8569b96,measurement,warehouse_measurement,synnetqos_m_00000098,synnetqos,measurement_id,synnetqos_m_00000098,synnetqos_m_00000098,S042_00009,2025-08-17 14:05:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000099:fd7a1cbcc3bf,measurement,warehouse_measurement,synnetqos_m_00000099,synnetqos,measurement_id,synnetqos_m_00000099,synnetqos_m_00000099,S042_00009,2025-08-17 14:06:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000100:5002f8b16f2e,measurement,warehouse_measurement,synnetqos_m_00000100,synnetqos,measurement_id,synnetqos_m_00000100,synnetqos_m_00000100,S042_00009,2025-08-17 14:07:50.277916,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000101:8f03c2f23d37,measurement,warehouse_measurement,synnetqos_m_00000101,synnetqos,measurement_id,synnetqos_m_00000101,synnetqos_m_00000101,S042_00010,2025-08-10 18:13:13.518138,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000102:9a8f76128ac1,measurement,warehouse_measurement,synnetqos_m_00000102,synnetqos,measurement_id,synnetqos_m_00000102,synnetqos_m_00000102,S042_00010,2025-08-10 18:14:13.518138,1,True,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000103:b9e8bd4ef5bd,measurement,warehouse_measurement,synnetqos_m_00000103,synnetqos,measurement_id,synnetqos_m_00000103,synnetqos_m_00000103,S042_00010,2025-08-10 18:15:13.518138,1,True,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000104:2294ee82f6aa,measurement,warehouse_measurement,synnetqos_m_00000104,synnetqos,measurement_id,synnetqos_m_00000104,synnetqos_m_00000104,S042_00010,2025-08-10 18:16:13.518138,0,False,False,False,False,False,False
warehouse_measurement:measurement:synnetqos_m_00000105:d96a83081b8c,measurement,warehouse_measurement,synnetqos_m_00000105,synnetqos,measurement_id,synnetqos_m_00000105,synnetqos_m_00000105,S042_00010,2025-08-10 18:17:13.518138,1,True,False,True,False,False,False
