measurement_id,session_id,service_degraded,items
synnetqos_m_00000025,S042_00002,1,app_type=Streaming;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000026,S042_00002,1,app_type=Call;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_moderate;service_degraded=1;signal_strength_dbm=signal_very_weak;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000027,S042_00002,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_very_weak;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000028,S042_00002,1,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_very_weak;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000029,S042_00002,1,app_type=Gaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_very_weak;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000030,S042_00002,1,app_type=Streaming;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=High;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_very_weak;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000031,S042_00003,0,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Foggy
synnetqos_m_00000032,S042_00003,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Foggy
synnetqos_m_00000033,S042_00003,0,app_type=Call;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Foggy
synnetqos_m_00000034,S042_00003,0,app_type=Gaming;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Light;weather=Foggy
synnetqos_m_00000035,S042_00003,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Foggy
synnetqos_m_00000036,S042_00003,1,app_type=Streaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Heavy;weather=Foggy
synnetqos_m_00000037,S042_00003,0,app_type=Call;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Heavy;weather=Foggy
synnetqos_m_00000038,S042_00003,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Foggy
synnetqos_m_00000039,S042_00003,0,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Heavy;weather=Foggy
synnetqos_m_00000040,S042_00003,0,app_type=Call;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Foggy
synnetqos_m_00000041,S042_00004,0,app_type=Gaming;band=n258;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00000042,S042_00004,1,app_type=Streaming;band=n258;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00000043,S042_00004,0,app_type=Browse;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00000044,S042_00004,1,app_type=Gaming;band=n258;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00000045,S042_00004,0,app_type=Browse;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00000046,S042_00004,1,app_type=Gaming;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00000047,S042_00004,1,app_type=Browse;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00000048,S042_00004,1,app_type=Gaming;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00000049,S042_00004,0,app_type=Call;band=n258;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00000050,S042_00004,1,app_type=Streaming;band=n258;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00000051,S042_00005,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000052,S042_00005,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000053,S042_00005,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000054,S042_00005,0,app_type=Call;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000055,S042_00005,0,app_type=Call;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Heavy;weather=Clear
synnetqos_m_00000056,S042_00005,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000057,S042_00005,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000058,S042_00005,0,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Clear
synnetqos_m_00000059,S042_00005,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000060,S042_00005,0,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Light;weather=Clear
synnetqos_m_00000061,S042_00006,0,app_type=Browse;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Moderate;weather=Clear
synnetqos_m_00000062,S042_00006,0,app_type=Gaming;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Moderate;weather=Clear
synnetqos_m_00000063,S042_00006,0,app_type=Browse;band=n28;congestion_level=High;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Heavy;weather=Clear
synnetqos_m_00000064,S042_00006,0,app_type=Gaming;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=afternoon;tower_load=Moderate;weather=Clear
synnetqos_m_00000065,S042_00006,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Light;weather=Clear
synnetqos_m_00000066,S042_00006,0,app_type=Call;band=n28;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Light;weather=Clear
synnetqos_m_00000067,S042_00006,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=afternoon;tower_load=Light;weather=Clear
synnetqos_m_00000068,S042_00006,0,app_type=Gaming;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Moderate;weather=Clear
synnetqos_m_00000069,S042_00006,0,app_type=Browse;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Driving;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=afternoon;tower_load=Light;weather=Clear
