edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,source_dataset,metric,non_missing_count,non_missing_fraction,comparison_status,recommended_use,claim_scope,source_column,source_value,row_count,reference_dataset,comparison_context,median_difference,wasserstein_distance,ks_statistic,comparison_scope
edge_b67b848240880a40e1,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:metric:upload_throughput_mbps:599874e4d7f5,source_provides_metric,external_reference_evidence,True,302.0,campus_qos,upload_throughput_mbps,302.0,1.0,pairwise_comparable,supplementary_or_table,selected upload-throughput plausibility comparison,,,,,,,,,
edge_b73216ba2b4a387a09,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:metric:jitter_ms:5629abf68229,source_provides_metric,external_reference_evidence,True,302.0,campus_qos,jitter_ms,302.0,1.0,pairwise_comparable,supplementary_or_table,selected jitter plausibility comparison,,,,,,,,,
edge_7c50c699ba3ba7319c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:metric:packet_loss_fraction:2384704366df,source_provides_metric,external_reference_evidence,True,302.0,campus_qos,packet_loss_fraction,302.0,1.0,reference_only,coverage_or_limitations_only,reference-only availability summary; SynNetQoS does not expose a direct packet-loss field in this comparison table,,,,,,,,,
edge_0a5c4b2c4d256d1892,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:metric:offered_downlink_mbps:4a86974694c8,source_provides_metric,external_reference_evidence,True,302.0,campus_qos,offered_downlink_mbps,302.0,1.0,pairwise_comparable,supplementary_or_table,selected traffic-demand plausibility comparison,,,,,,,,,
edge_c06f37b16b411ee63e,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:signal_dbm:3a4d672c419a,source_provides_metric,external_reference_evidence,True,188711.0,ucc_5g_context,signal_dbm,188711.0,1.0,pairwise_comparable,main_text_candidate,selected radio-strength plausibility comparison,,,,,,,,,
edge_94783747102abee833,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:download_throughput_mbps:ae2d9e2813b2,source_provides_metric,external_reference_evidence,True,188711.0,ucc_5g_context,download_throughput_mbps,188711.0,1.0,pairwise_comparable,main_text_candidate,selected throughput plausibility comparison,,,,,,,,,
edge_b2b6ff10b956b47730,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:upload_throughput_mbps:599874e4d7f5,source_provides_metric,external_reference_evidence,True,188711.0,ucc_5g_context,upload_throughput_mbps,188711.0,1.0,pairwise_comparable,supplementary_or_table,selected upload-throughput plausibility comparison,,,,,,,,,
edge_7e93f7225550bf7946,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:latency_ms:d96181fbcbbb,source_provides_metric,external_reference_evidence,True,3208.0,ucc_5g_context,latency_ms,3208.0,0.01699953897759,pairwise_comparable,supplementary_or_table,selected latency plausibility comparison,,,,,,,,,
edge_ac5c8a1a52aa2f3773,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:jitter_ms:5629abf68229,source_provides_metric,external_reference_evidence,True,3208.0,ucc_5g_context,jitter_ms,3208.0,0.01699953897759,pairwise_comparable,supplementary_or_table,selected jitter plausibility comparison,,,,,,,,,
edge_d7eaf5f2451fa9e7b8,external_reference_evidence:source:ucc_5g_context:3bfe5e5f2660,external_reference_evidence:metric:packet_loss_fraction:2384704366df,source_provides_metric,external_reference_evidence,True,3272.0,ucc_5g_context,packet_loss_fraction,3272.0,0.0173386818998362,reference_only,coverage_or_limitations_only,reference-only availability summary; SynNetQoS does not expose a direct packet-loss field in this comparison table,,,,,,,,,
edge_319fa89ec5f6f711e7,external_reference_evidence:source:ns3_lena:159e140fa99f,external_reference_evidence:metric:download_throughput_mbps:ae2d9e2813b2,source_provides_metric,external_reference_evidence,True,12.0,ns3_lena,download_throughput_mbps,12.0,1.0,insufficient_or_unavailable,not_reported,selected throughput plausibility comparison,,,,,,,,,
edge_3dec795332a2686a2e,external_reference_evidence:source:ns3_lena:159e140fa99f,external_reference_evidence:metric:latency_ms:d96181fbcbbb,source_provides_metric,external_reference_evidence,True,12.0,ns3_lena,latency_ms,12.0,1.0,insufficient_or_unavailable,not_reported,selected latency plausibility comparison,,,,,,,,,
edge_ea8e39e60e86a975a6,external_reference_evidence:source:ns3_lena:159e140fa99f,external_reference_evidence:metric:jitter_ms:5629abf68229,source_provides_metric,external_reference_evidence,True,12.0,ns3_lena,jitter_ms,12.0,1.0,insufficient_or_unavailable,not_reported,selected jitter plausibility comparison,,,,,,,,,
edge_cfbaf8bfffcd062aff,external_reference_evidence:source:ns3_lena:159e140fa99f,external_reference_evidence:metric:packet_loss_fraction:2384704366df,source_provides_metric,external_reference_evidence,True,12.0,ns3_lena,packet_loss_fraction,12.0,1.0,insufficient_or_unavailable,not_reported,reference-only availability summary; SynNetQoS does not expose a direct packet-loss field in this comparison table,,,,,,,,,
edge_df09420e9c78ef66b8,external_reference_evidence:source:ns3_lena:159e140fa99f,external_reference_evidence:metric:offered_downlink_mbps:4a86974694c8,source_provides_metric,external_reference_evidence,True,12.0,ns3_lena,offered_downlink_mbps,12.0,1.0,insufficient_or_unavailable,not_reported,selected traffic-demand plausibility comparison,,,,,,,,,
edge_076658446a1d70cedd,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:technology_5g:6acd031cdcc0,source_has_reference_context,external_reference_evidence,True,2181738.0,vienna_4g5g,,,,,,,technology,5g,2181738.0,,,,,,
edge_eec7922bee01f8024c,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:technology_lte:94765a3201a2,source_has_reference_context,external_reference_evidence,True,1713407.0,vienna_4g5g,,,,,,,technology,lte,1713407.0,,,,,,
edge_10d21ce83eab25143e,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:measurement_source_scanner:538e7762eadc,source_has_reference_context,external_reference_evidence,True,2027244.0,vienna_4g5g,,,,,,,measurement_source,scanner,2027244.0,,,,,,
edge_5005dab5167a5a33f1,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:measurement_source_phone:73d2dc1bfc3e,source_has_reference_context,external_reference_evidence,True,1867901.0,vienna_4g5g,,,,,,,measurement_source,phone,1867901.0,,,,,,
edge_b503de84e63b8c9e96,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:measurement_context_drive_test:4800083e5dc3,source_has_reference_context,external_reference_evidence,True,3895145.0,vienna_4g5g,,,,,,,measurement_context,drive_test,3895145.0,,,,,,
edge_2d51f869c26ec28b84,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:mobility_context_mobile_measurement:d7c0836ae1e9,source_has_reference_context,external_reference_evidence,True,3895145.0,vienna_4g5g,,,,,,,mobility_context,mobile_measurement,3895145.0,,,,,,
edge_9add6e3557cf2eb91d,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:network_mode_5g:5aa16e26bbd4,source_has_reference_context,external_reference_evidence,True,2181738.0,vienna_4g5g,,,,,,,network_mode,5g,2181738.0,,,,,,
edge_e444af45c5f67850f3,external_reference_evidence:source:vienna_4g5g:9718c68f019b,external_reference_evidence:reference_context:network_mode_lte:c978042b2768,source_has_reference_context,external_reference_evidence,True,1713407.0,vienna_4g5g,,,,,,,network_mode,lte,1713407.0,,,,,,
edge_ab8c1563846800fc1c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:technology_5g:6acd031cdcc0,source_has_reference_context,external_reference_evidence,True,302.0,campus_qos,,,,,,,technology,5g,302.0,,,,,,
edge_b2aa43e18c45680d52,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:measurement_source_wue:9be4922f57e4,source_has_reference_context,external_reference_evidence,True,160.0,campus_qos,,,,,,,measurement_source,wue,160.0,,,,,,
edge_fac8c9c0432a63aa3d,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:measurement_source_ntnu:6d4048c2bd4e,source_has_reference_context,external_reference_evidence,True,142.0,campus_qos,,,,,,,measurement_source,ntnu,142.0,,,,,,
edge_fb387a0b59934a0a9e,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:measurement_context_controlled_testbed:cb0d3c8f605e,source_has_reference_context,external_reference_evidence,True,302.0,campus_qos,,,,,,,measurement_context,controlled_testbed,302.0,,,,,,
edge_8e883c1a0a34561513,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:mobility_context_controlled:c08c59309de8,source_has_reference_context,external_reference_evidence,True,302.0,campus_qos,,,,,,,mobility_context,controlled,302.0,,,,,,
edge_27e4f559aef9557981,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:network_mode_5g:5aa16e26bbd4,source_has_reference_context,external_reference_evidence,True,302.0,campus_qos,,,,,,,network_mode,5g,302.0,,,,,,
edge_63565efb579550b4d3,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio2_25up_75down_rep1:34987be25af4,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_066ec1a242dac04c7c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio1_50up_150down_rep1:5f1f0eeca140,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio1_50up_150down_rep1,2.0,,,,,,
edge_44e040636992159c0b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio2_25up_75down_rep4:85201d183989,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_428af88d343baed9d6,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio4_25up_75down_rep1:e249d1742ead,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio4_25up_75down_rep1,2.0,,,,,,
edge_3e6868f9a93e49128d,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio4_25up_75down_rep2:b86d4a8d30e0,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio4_25up_75down_rep2,2.0,,,,,,
edge_c0c5225c5f69a010af,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio4_25up_75down_rep3:8808b226deaa,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio4_25up_75down_rep3,2.0,,,,,,
edge_e65af3136f9168577c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio4_25up_75down_rep4:b4076e2d3caa,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio4_25up_75down_rep4,2.0,,,,,,
edge_821d11b70459629f35,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio4_25up_75down_rep5:3a58bc88a23a,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio4_25up_75down_rep5,2.0,,,,,,
edge_12c008840628a555ad,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio1_50up_150down_rep2:4115845c1784,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio1_50up_150down_rep2,2.0,,,,,,
edge_0f54eb67e00a315fab,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio2_25up_75down_rep2:006487567f15,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_beb4cd8febf5c9d80f,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio1_50up_150down_rep3:01a2ca57458b,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio1_50up_150down_rep3,2.0,,,,,,
edge_825bcc19de1eadee74,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio1_50up_150down_rep4:68314813ffde,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio1_50up_150down_rep4,2.0,,,,,,
edge_1ce3f3393c13f41e47,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio1_50up_150down_rep5:897d229d0695,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio1_50up_150down_rep5,2.0,,,,,,
edge_2e64984e5d72302c44,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio2_50up_150down_rep1:f1757ad9a3ba,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio2_50up_150down_rep1,2.0,,,,,,
edge_832e4c0402e4648b1a,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio2_50up_150down_rep2:d805bd6c490e,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio2_50up_150down_rep2,2.0,,,,,,
edge_76bcef41a42bbff8fc,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio2_50up_150down_rep3:3c20883eae5d,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio2_50up_150down_rep3,2.0,,,,,,
edge_521400390cc6c65be2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio2_25up_75down_rep3:bd8be120e9c2,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio2_25up_75down_rep3,2.0,,,,,,
edge_5a124765801bee3228,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio2_25up_75down_rep1:407e3173d856,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_0eb5e5c78ddd0f0c43,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio2_50up_150down_rep5:943ed56d1680,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio2_50up_150down_rep5,2.0,,,,,,
edge_71994035fd207f0022,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio2_25up_75down_rep2:6ebbd008a9c8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_5e2547cacefe966c55,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio1_25up_75down_rep5:d684a31d4dca,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio1_25up_75down_rep5,2.0,,,,,,
edge_9ceb24d31e5b81822b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio2_25up_75down_rep1:855b5ea0f2f0,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_fe95b22c7fab1cb92c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio2_25up_75down_rep2:7ab5cad9050e,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_610ba06f8373476253,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio2_25up_75down_rep3:e7b29df6d7b3,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio2_25up_75down_rep3,2.0,,,,,,
edge_e43f719034fda4a2a7,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio2_25up_75down_rep4:39ae63db4aa5,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_3858d57a422628e2b3,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio4_25up_75down_rep1:38a06377c8d9,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio4_25up_75down_rep1,2.0,,,,,,
edge_6e1271a479722055b3,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio4_25up_75down_rep3:737f61492059,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio4_25up_75down_rep3,2.0,,,,,,
edge_8cb24c496079a63bbf,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio1_25up_75down_rep5:82c49d582bc2,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio1_25up_75down_rep5,2.0,,,,,,
edge_c636c935f7e18070c5,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio4_25up_75down_rep4:9cb08ac70fc9,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio4_25up_75down_rep4,2.0,,,,,,
edge_fc74a4b0a69f9a54f2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio4_25up_75down_rep5:c1b4166f2ce2,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio4_25up_75down_rep5,2.0,,,,,,
edge_4a502e5cf33fefc55b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio1_25up_75down_rep1:888c1a7e5a29,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio1_25up_75down_rep1,2.0,,,,,,
edge_4b44b602cc04f2c54f,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio1_25up_75down_rep2:40d0b7cf275a,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio1_25up_75down_rep2,2.0,,,,,,
edge_13f88db19f6cd97b15,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio1_25up_75down_rep3:9ff4e4a9656d,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio1_25up_75down_rep3,2.0,,,,,,
edge_d5f4e5ac701d5f2388,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_5slots_ratio1_25up_75down_rep4:cd4dd7a35347,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_5slots_ratio1_25up_75down_rep4,2.0,,,,,,
edge_62f47826f613e55ef7,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio2_50up_150down_rep4:ffd1576a0f9f,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio2_50up_150down_rep4,2.0,,,,,,
edge_90a0a146ee5f19c20a,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio4_50up_150down_rep1:65dcb4512206,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio4_50up_150down_rep1,2.0,,,,,,
edge_5805c07905d170185d,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio1_25up_75down_rep3:e2482e6b6fcf,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio1_25up_75down_rep3,2.0,,,,,,
edge_a80d2188fad34d27c4,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio2_50up_150down_rep3:b613241da016,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio2_50up_150down_rep3,2.0,,,,,,
edge_59f7c130e6931fc98e,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio1_50up_150down_rep1:a69b802e043f,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio1_50up_150down_rep1,2.0,,,,,,
edge_0e2a7f8a7632a63605,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio1_50up_150down_rep2:54d9591a7030,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio1_50up_150down_rep2,2.0,,,,,,
edge_5db7267aa1708eb879,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio1_50up_150down_rep3:186947d17e49,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio1_50up_150down_rep3,2.0,,,,,,
edge_ff443493214930469d,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio1_50up_150down_rep4:aabfc2f647c7,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio1_50up_150down_rep4,2.0,,,,,,
edge_42ae8cb0ef284d7557,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio2_50up_150down_rep1:577bb91653db,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio2_50up_150down_rep1,2.0,,,,,,
