edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,session_id,source_measurement_id,target_measurement_id,source_service_degraded,target_service_degraded
edge_6c719a7700810dd61a,warehouse_measurement:measurement:synnetqos_m_00000012:efe6e9cd4dfc,warehouse_measurement:measurement:synnetqos_m_00000013:c832812de3a3,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000012,synnetqos_m_00000013,0,0
edge_1f421b40f05f4241e7,warehouse_measurement:measurement:synnetqos_m_00000013:c832812de3a3,warehouse_measurement:measurement:synnetqos_m_00000014:70d96f76e42e,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000013,synnetqos_m_00000014,0,0
edge_bd108d05826f2dbaa4,warehouse_measurement:measurement:synnetqos_m_00000014:70d96f76e42e,warehouse_measurement:measurement:synnetqos_m_00000015:61b6b62c4791,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000014,synnetqos_m_00000015,0,0
edge_a32538a3aed777b57b,warehouse_measurement:measurement:synnetqos_m_00000015:61b6b62c4791,warehouse_measurement:measurement:synnetqos_m_00000016:447752bbea29,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000015,synnetqos_m_00000016,0,0
edge_df67c2cd843dcea100,warehouse_measurement:measurement:synnetqos_m_00000016:447752bbea29,warehouse_measurement:measurement:synnetqos_m_00000017:648dbb7ea578,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000016,synnetqos_m_00000017,0,0
edge_91e94f8fe24fce4f49,warehouse_measurement:measurement:synnetqos_m_00000017:648dbb7ea578,warehouse_measurement:measurement:synnetqos_m_00000018:56335fc2263a,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000017,synnetqos_m_00000018,0,0
edge_4f3581af32e97f59fc,warehouse_measurement:measurement:synnetqos_m_00000018:56335fc2263a,warehouse_measurement:measurement:synnetqos_m_00000019:4d4fe77933b8,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000018,synnetqos_m_00000019,0,0
edge_fe9052db3adcc5e452,warehouse_measurement:measurement:synnetqos_m_00000019:4d4fe77933b8,warehouse_measurement:measurement:synnetqos_m_00000020:d28776f7e8ab,next_measurement,warehouse_measurement,True,1.0,S042_00001,synnetqos_m_00000019,synnetqos_m_00000020,0,0
edge_4d40aee2768bdaf43e,warehouse_measurement:measurement:synnetqos_m_00000021:5680331cc5b5,warehouse_measurement:measurement:synnetqos_m_00000022:025f7734f31a,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000021,synnetqos_m_00000022,1,1
edge_85c90b83cc8a504785,warehouse_measurement:measurement:synnetqos_m_00000022:025f7734f31a,warehouse_measurement:measurement:synnetqos_m_00000023:0be46e4f83ab,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000022,synnetqos_m_00000023,1,1
edge_e934d1334c1dbe62da,warehouse_measurement:measurement:synnetqos_m_00000023:0be46e4f83ab,warehouse_measurement:measurement:synnetqos_m_00000024:7d8b6c22fe7a,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000023,synnetqos_m_00000024,1,1
edge_61a6e8f96e7c340548,warehouse_measurement:measurement:synnetqos_m_00000024:7d8b6c22fe7a,warehouse_measurement:measurement:synnetqos_m_00000025:f501de565e53,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000024,synnetqos_m_00000025,1,1
edge_55876c6de79e80e83e,warehouse_measurement:measurement:synnetqos_m_00000025:f501de565e53,warehouse_measurement:measurement:synnetqos_m_00000026:9c392b112f78,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000025,synnetqos_m_00000026,1,1
edge_6f82eb1190d9644d29,warehouse_measurement:measurement:synnetqos_m_00000026:9c392b112f78,warehouse_measurement:measurement:synnetqos_m_00000027:4e1a5aee8e2e,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000026,synnetqos_m_00000027,1,0
edge_4002e6a3624395ad83,warehouse_measurement:measurement:synnetqos_m_00000027:4e1a5aee8e2e,warehouse_measurement:measurement:synnetqos_m_00000028:3eef474bc93d,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000027,synnetqos_m_00000028,0,1
edge_f2d5cd49f48da5fef8,warehouse_measurement:measurement:synnetqos_m_00000028:3eef474bc93d,warehouse_measurement:measurement:synnetqos_m_00000029:94650e8fad22,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000028,synnetqos_m_00000029,1,1
edge_0f9c0b63fbee0cc0db,warehouse_measurement:measurement:synnetqos_m_00000029:94650e8fad22,warehouse_measurement:measurement:synnetqos_m_00000030:32363ee92082,next_measurement,warehouse_measurement,True,1.0,S042_00002,synnetqos_m_00000029,synnetqos_m_00000030,1,1
edge_70a2bf61921c46a287,warehouse_measurement:measurement:synnetqos_m_00000031:5d3441563af8,warehouse_measurement:measurement:synnetqos_m_00000032:044bddde6f1c,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000031,synnetqos_m_00000032,0,0
edge_2192a7abe9e2019346,warehouse_measurement:measurement:synnetqos_m_00000032:044bddde6f1c,warehouse_measurement:measurement:synnetqos_m_00000033:a31930a243c8,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000032,synnetqos_m_00000033,0,0
edge_ec7dd90c0692bf1623,warehouse_measurement:measurement:synnetqos_m_00000033:a31930a243c8,warehouse_measurement:measurement:synnetqos_m_00000034:9dae1a8b2be1,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000033,synnetqos_m_00000034,0,0
edge_b8aa9bcea105edd7a9,warehouse_measurement:measurement:synnetqos_m_00000034:9dae1a8b2be1,warehouse_measurement:measurement:synnetqos_m_00000035:2b029e220ec1,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000034,synnetqos_m_00000035,0,0
edge_ee972d77daed712f8b,warehouse_measurement:measurement:synnetqos_m_00000035:2b029e220ec1,warehouse_measurement:measurement:synnetqos_m_00000036:d5d26c31bc42,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000035,synnetqos_m_00000036,0,1
edge_067f9a915350e1a148,warehouse_measurement:measurement:synnetqos_m_00000036:d5d26c31bc42,warehouse_measurement:measurement:synnetqos_m_00000037:203feb98bef4,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000036,synnetqos_m_00000037,1,0
edge_832f445a54b6ada4ce,warehouse_measurement:measurement:synnetqos_m_00000037:203feb98bef4,warehouse_measurement:measurement:synnetqos_m_00000038:845f0fc684d7,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000037,synnetqos_m_00000038,0,0
edge_ea29c47bbba15f597e,warehouse_measurement:measurement:synnetqos_m_00000038:845f0fc684d7,warehouse_measurement:measurement:synnetqos_m_00000039:e012fb0f88e0,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000038,synnetqos_m_00000039,0,0
edge_e1544614a158069fdd,warehouse_measurement:measurement:synnetqos_m_00000039:e012fb0f88e0,warehouse_measurement:measurement:synnetqos_m_00000040:7593367f89b0,next_measurement,warehouse_measurement,True,1.0,S042_00003,synnetqos_m_00000039,synnetqos_m_00000040,0,0
edge_2736135ef057b9f016,warehouse_measurement:measurement:synnetqos_m_00000041:b02752a91677,warehouse_measurement:measurement:synnetqos_m_00000042:fb694259e988,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000041,synnetqos_m_00000042,0,1
edge_f3af5a56b390cc18e1,warehouse_measurement:measurement:synnetqos_m_00000042:fb694259e988,warehouse_measurement:measurement:synnetqos_m_00000043:9da13d6f7389,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000042,synnetqos_m_00000043,1,0
edge_bad4ac50e77b03460c,warehouse_measurement:measurement:synnetqos_m_00000043:9da13d6f7389,warehouse_measurement:measurement:synnetqos_m_00000044:30209f676b50,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000043,synnetqos_m_00000044,0,1
edge_3d8fc11811cdb5f77a,warehouse_measurement:measurement:synnetqos_m_00000044:30209f676b50,warehouse_measurement:measurement:synnetqos_m_00000045:077e9d281012,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000044,synnetqos_m_00000045,1,0
edge_08ea1a9ea0e6f8328b,warehouse_measurement:measurement:synnetqos_m_00000045:077e9d281012,warehouse_measurement:measurement:synnetqos_m_00000046:a9554b55d5e7,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000045,synnetqos_m_00000046,0,1
edge_24d7fa75703681037b,warehouse_measurement:measurement:synnetqos_m_00000046:a9554b55d5e7,warehouse_measurement:measurement:synnetqos_m_00000047:fd74dafb6d50,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000046,synnetqos_m_00000047,1,1
edge_4547b9ab8b909320b1,warehouse_measurement:measurement:synnetqos_m_00000047:fd74dafb6d50,warehouse_measurement:measurement:synnetqos_m_00000048:4eef0102d965,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000047,synnetqos_m_00000048,1,1
edge_7e2a9adadac12d1225,warehouse_measurement:measurement:synnetqos_m_00000048:4eef0102d965,warehouse_measurement:measurement:synnetqos_m_00000049:5db711eb11e0,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000048,synnetqos_m_00000049,1,0
edge_5970e9e9b8238df693,warehouse_measurement:measurement:synnetqos_m_00000049:5db711eb11e0,warehouse_measurement:measurement:synnetqos_m_00000050:e3f8f72a4c72,next_measurement,warehouse_measurement,True,1.0,S042_00004,synnetqos_m_00000049,synnetqos_m_00000050,0,1
edge_8c35e9ea7492e99e41,warehouse_measurement:measurement:synnetqos_m_00000051:4b90130f0652,warehouse_measurement:measurement:synnetqos_m_00000052:6a0473d3be7e,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000051,synnetqos_m_00000052,0,0
edge_e036a99194bd9e1615,warehouse_measurement:measurement:synnetqos_m_00000052:6a0473d3be7e,warehouse_measurement:measurement:synnetqos_m_00000053:0189c74fea7d,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000052,synnetqos_m_00000053,0,0
edge_489a72995cfc6240df,warehouse_measurement:measurement:synnetqos_m_00000053:0189c74fea7d,warehouse_measurement:measurement:synnetqos_m_00000054:530cbb2d874e,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000053,synnetqos_m_00000054,0,0
edge_e1534eb33a96a24927,warehouse_measurement:measurement:synnetqos_m_00000054:530cbb2d874e,warehouse_measurement:measurement:synnetqos_m_00000055:53f5f611ccc3,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000054,synnetqos_m_00000055,0,0
edge_121c552aea7b4688d2,warehouse_measurement:measurement:synnetqos_m_00000055:53f5f611ccc3,warehouse_measurement:measurement:synnetqos_m_00000056:442371949fab,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000055,synnetqos_m_00000056,0,0
edge_5a3fea907d7bb4f782,warehouse_measurement:measurement:synnetqos_m_00000056:442371949fab,warehouse_measurement:measurement:synnetqos_m_00000057:2f4e8ef3bc2c,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000056,synnetqos_m_00000057,0,0
edge_c528ec4374798f1eab,warehouse_measurement:measurement:synnetqos_m_00000057:2f4e8ef3bc2c,warehouse_measurement:measurement:synnetqos_m_00000058:f348e7110fdf,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000057,synnetqos_m_00000058,0,0
edge_615a5e996d48a38298,warehouse_measurement:measurement:synnetqos_m_00000058:f348e7110fdf,warehouse_measurement:measurement:synnetqos_m_00000059:d759459a300c,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000058,synnetqos_m_00000059,0,0
edge_bdc30e113f86f78911,warehouse_measurement:measurement:synnetqos_m_00000059:d759459a300c,warehouse_measurement:measurement:synnetqos_m_00000060:b5ec943518a1,next_measurement,warehouse_measurement,True,1.0,S042_00005,synnetqos_m_00000059,synnetqos_m_00000060,0,0
edge_89e8dabf09103b461b,warehouse_measurement:measurement:synnetqos_m_00000061:75858077f345,warehouse_measurement:measurement:synnetqos_m_00000062:54ec832e303d,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000061,synnetqos_m_00000062,0,0
edge_b93a79f4d5fc064f30,warehouse_measurement:measurement:synnetqos_m_00000062:54ec832e303d,warehouse_measurement:measurement:synnetqos_m_00000063:0cd199997d67,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000062,synnetqos_m_00000063,0,0
edge_4d9b19a113e0af00c0,warehouse_measurement:measurement:synnetqos_m_00000063:0cd199997d67,warehouse_measurement:measurement:synnetqos_m_00000064:44f055540f72,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000063,synnetqos_m_00000064,0,0
edge_57520be06e18576cab,warehouse_measurement:measurement:synnetqos_m_00000064:44f055540f72,warehouse_measurement:measurement:synnetqos_m_00000065:b267db19dd9b,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000064,synnetqos_m_00000065,0,0
edge_0933ef771ed54859bb,warehouse_measurement:measurement:synnetqos_m_00000065:b267db19dd9b,warehouse_measurement:measurement:synnetqos_m_00000066:9f2a3595458d,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000065,synnetqos_m_00000066,0,0
edge_0c560977c7df8fc16d,warehouse_measurement:measurement:synnetqos_m_00000066:9f2a3595458d,warehouse_measurement:measurement:synnetqos_m_00000067:7ff5b764371b,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000066,synnetqos_m_00000067,0,0
edge_d747396df0cbb641c1,warehouse_measurement:measurement:synnetqos_m_00000067:7ff5b764371b,warehouse_measurement:measurement:synnetqos_m_00000068:222c7871286a,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000067,synnetqos_m_00000068,0,0
edge_43c084bc7814718728,warehouse_measurement:measurement:synnetqos_m_00000068:222c7871286a,warehouse_measurement:measurement:synnetqos_m_00000069:90ae5fa66614,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000068,synnetqos_m_00000069,0,0
edge_2191328075d2bc9abc,warehouse_measurement:measurement:synnetqos_m_00000069:90ae5fa66614,warehouse_measurement:measurement:synnetqos_m_00000070:cab874e6eaf5,next_measurement,warehouse_measurement,True,1.0,S042_00006,synnetqos_m_00000069,synnetqos_m_00000070,0,0
edge_b5ecbe637e6a48b341,warehouse_measurement:measurement:synnetqos_m_00000071:45e865c1121e,warehouse_measurement:measurement:synnetqos_m_00000072:7a849e61708b,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000071,synnetqos_m_00000072,1,1
edge_2d3206b64856fb98ab,warehouse_measurement:measurement:synnetqos_m_00000072:7a849e61708b,warehouse_measurement:measurement:synnetqos_m_00000073:b1f2cbc8f2b2,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000072,synnetqos_m_00000073,1,1
edge_bb23aefca18528c0d6,warehouse_measurement:measurement:synnetqos_m_00000073:b1f2cbc8f2b2,warehouse_measurement:measurement:synnetqos_m_00000074:9a70a9f2fc60,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000073,synnetqos_m_00000074,1,1
edge_ed6469868656bc34c4,warehouse_measurement:measurement:synnetqos_m_00000074:9a70a9f2fc60,warehouse_measurement:measurement:synnetqos_m_00000075:3ba2bb975261,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000074,synnetqos_m_00000075,1,1
edge_dcfc726ccc8af3f5e8,warehouse_measurement:measurement:synnetqos_m_00000075:3ba2bb975261,warehouse_measurement:measurement:synnetqos_m_00000076:1cb4f42c521c,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000075,synnetqos_m_00000076,1,1
edge_f7f202ea3fdaa1adf4,warehouse_measurement:measurement:synnetqos_m_00000076:1cb4f42c521c,warehouse_measurement:measurement:synnetqos_m_00000077:f9435e50ce35,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000076,synnetqos_m_00000077,1,1
edge_872a7053df5cd5426b,warehouse_measurement:measurement:synnetqos_m_00000077:f9435e50ce35,warehouse_measurement:measurement:synnetqos_m_00000078:957485fe94e0,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000077,synnetqos_m_00000078,1,0
edge_1ffa678363eac85926,warehouse_measurement:measurement:synnetqos_m_00000078:957485fe94e0,warehouse_measurement:measurement:synnetqos_m_00000079:95f017a2b268,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000078,synnetqos_m_00000079,0,0
edge_7c70f7cadc6ccba651,warehouse_measurement:measurement:synnetqos_m_00000079:95f017a2b268,warehouse_measurement:measurement:synnetqos_m_00000080:c590002447e3,next_measurement,warehouse_measurement,True,1.0,S042_00007,synnetqos_m_00000079,synnetqos_m_00000080,0,1
edge_7dd6c65b6c2eaaa742,warehouse_measurement:measurement:synnetqos_m_00000081:2dccc50cf516,warehouse_measurement:measurement:synnetqos_m_00000082:613638408eca,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000081,synnetqos_m_00000082,0,0
edge_eeadba571cf9f42865,warehouse_measurement:measurement:synnetqos_m_00000082:613638408eca,warehouse_measurement:measurement:synnetqos_m_00000083:69a59d063266,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000082,synnetqos_m_00000083,0,0
edge_a021e19d44a8f3f349,warehouse_measurement:measurement:synnetqos_m_00000083:69a59d063266,warehouse_measurement:measurement:synnetqos_m_00000084:d7ee71dd00e2,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000083,synnetqos_m_00000084,0,1
edge_556897f1a9d156eb39,warehouse_measurement:measurement:synnetqos_m_00000084:d7ee71dd00e2,warehouse_measurement:measurement:synnetqos_m_00000085:140850c14d4e,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000084,synnetqos_m_00000085,1,0
edge_501c98b10953e0cdb4,warehouse_measurement:measurement:synnetqos_m_00000085:140850c14d4e,warehouse_measurement:measurement:synnetqos_m_00000086:5060bb98d309,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000085,synnetqos_m_00000086,0,1
edge_9db840a0af87ca20f8,warehouse_measurement:measurement:synnetqos_m_00000086:5060bb98d309,warehouse_measurement:measurement:synnetqos_m_00000087:81609b32540b,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000086,synnetqos_m_00000087,1,0
edge_1793f110478135c61c,warehouse_measurement:measurement:synnetqos_m_00000087:81609b32540b,warehouse_measurement:measurement:synnetqos_m_00000088:b646befe49dd,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000087,synnetqos_m_00000088,0,0
edge_607b5ac862c7516b83,warehouse_measurement:measurement:synnetqos_m_00000088:b646befe49dd,warehouse_measurement:measurement:synnetqos_m_00000089:cdda623b9cf7,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000088,synnetqos_m_00000089,0,0
edge_1f5ca991a19e39eed1,warehouse_measurement:measurement:synnetqos_m_00000089:cdda623b9cf7,warehouse_measurement:measurement:synnetqos_m_00000090:bdaa12a77131,next_measurement,warehouse_measurement,True,1.0,S042_00008,synnetqos_m_00000089,synnetqos_m_00000090,0,0
edge_fa5fb9c0f689cb78c8,warehouse_measurement:measurement:synnetqos_m_00000091:19756dd427ff,warehouse_measurement:measurement:synnetqos_m_00000092:769d7db4ba2a,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000091,synnetqos_m_00000092,1,0
edge_e91b4dcbcafe0991f5,warehouse_measurement:measurement:synnetqos_m_00000092:769d7db4ba2a,warehouse_measurement:measurement:synnetqos_m_00000093:77761ca84e46,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000092,synnetqos_m_00000093,0,1
edge_db292c3efb1dc303ad,warehouse_measurement:measurement:synnetqos_m_00000093:77761ca84e46,warehouse_measurement:measurement:synnetqos_m_00000094:b2d8d85c0e46,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000093,synnetqos_m_00000094,1,0
edge_710d63be582c5c198c,warehouse_measurement:measurement:synnetqos_m_00000094:b2d8d85c0e46,warehouse_measurement:measurement:synnetqos_m_00000095:05fa64afea4f,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000094,synnetqos_m_00000095,0,0
edge_708417c7e8163976b5,warehouse_measurement:measurement:synnetqos_m_00000095:05fa64afea4f,warehouse_measurement:measurement:synnetqos_m_00000096:61b1cac176b6,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000095,synnetqos_m_00000096,0,0
edge_8539de47e37c50459f,warehouse_measurement:measurement:synnetqos_m_00000096:61b1cac176b6,warehouse_measurement:measurement:synnetqos_m_00000097:efc41c878bae,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000096,synnetqos_m_00000097,0,0
edge_fb60b5dfe50ed6e4b9,warehouse_measurement:measurement:synnetqos_m_00000097:efc41c878bae,warehouse_measurement:measurement:synnetqos_m_00000098:74e2b8569b96,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000097,synnetqos_m_00000098,0,0
edge_32a3d5ece891ec2f34,warehouse_measurement:measurement:synnetqos_m_00000098:74e2b8569b96,warehouse_measurement:measurement:synnetqos_m_00000099:fd7a1cbcc3bf,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000098,synnetqos_m_00000099,0,0
edge_3cf71b5f611cca0fa0,warehouse_measurement:measurement:synnetqos_m_00000099:fd7a1cbcc3bf,warehouse_measurement:measurement:synnetqos_m_00000100:5002f8b16f2e,next_measurement,warehouse_measurement,True,1.0,S042_00009,synnetqos_m_00000099,synnetqos_m_00000100,0,0
edge_7581711fea18da46e8,warehouse_measurement:measurement:synnetqos_m_00000101:8f03c2f23d37,warehouse_measurement:measurement:synnetqos_m_00000102:9a8f76128ac1,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000101,synnetqos_m_00000102,0,1
edge_e0902211f77c9c6439,warehouse_measurement:measurement:synnetqos_m_00000102:9a8f76128ac1,warehouse_measurement:measurement:synnetqos_m_00000103:b9e8bd4ef5bd,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000102,synnetqos_m_00000103,1,1
edge_1a563f25e052c7c0aa,warehouse_measurement:measurement:synnetqos_m_00000103:b9e8bd4ef5bd,warehouse_measurement:measurement:synnetqos_m_00000104:2294ee82f6aa,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000103,synnetqos_m_00000104,1,0
edge_6dc1205a6cd956d8e9,warehouse_measurement:measurement:synnetqos_m_00000104:2294ee82f6aa,warehouse_measurement:measurement:synnetqos_m_00000105:d96a83081b8c,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000104,synnetqos_m_00000105,0,1
edge_3df0970534d997121d,warehouse_measurement:measurement:synnetqos_m_00000105:d96a83081b8c,warehouse_measurement:measurement:synnetqos_m_00000106:1ea176f208fd,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000105,synnetqos_m_00000106,1,1
edge_5d555c5c38c8402a33,warehouse_measurement:measurement:synnetqos_m_00000106:1ea176f208fd,warehouse_measurement:measurement:synnetqos_m_00000107:5176c73fe266,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000106,synnetqos_m_00000107,1,1
edge_2b5f28b63997cc13d2,warehouse_measurement:measurement:synnetqos_m_00000107:5176c73fe266,warehouse_measurement:measurement:synnetqos_m_00000108:9c125020463e,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000107,synnetqos_m_00000108,1,1
edge_4d111fe61c132831bf,warehouse_measurement:measurement:synnetqos_m_00000108:9c125020463e,warehouse_measurement:measurement:synnetqos_m_00000109:da25eae9ba49,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000108,synnetqos_m_00000109,1,1
edge_48623e7ea11512e333,warehouse_measurement:measurement:synnetqos_m_00000109:da25eae9ba49,warehouse_measurement:measurement:synnetqos_m_00000110:929225cfa5c9,next_measurement,warehouse_measurement,True,1.0,S042_00010,synnetqos_m_00000109,synnetqos_m_00000110,1,1
