edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,row_count,support_fraction,degraded_count,degradation_rate,baseline_degradation_rate,degradation_lift,source_context_family,target_context_family
edge_0cd44a3e2f796f4cca,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurs,context_cooccurrence,False,21674.0,21674,0.43348,9439,0.4354987542677863,0.50716,0.858700911483134,area_type,congestion
edge_761c943e3fb6e11a55,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurs,context_cooccurrence,False,37600.0,37600,0.752,19263,0.512313829787234,0.50716,1.0101621377617203,area_type,infrastructure
edge_cfb440fc52f91216d0,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,25236.0,25236,0.50472,11657,0.46191948010778255,0.50716,0.9107963563920312,area_type,mobility
edge_91525a95f48f004dcb,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,12390.0,12390,0.2478,8558,0.6907183212267958,0.50716,1.361933751137305,area_type,network_type
edge_15fd569406635fefc0,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,20620.0,20620,0.4124,10510,0.5096993210475267,0.50716,1.0050069426759338,area_type,obstruction
edge_5176e4a05cb6e1f038,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,12390.0,12390,0.2478,8558,0.6907183212267958,0.50716,1.361933751137305,area_type,radio_band
edge_2e3e1cac8067914fac,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,12616.0,12616,0.25232,5568,0.4413443246670894,0.50716,0.8702269987126141,area_type,time_bin
edge_b034c3d577a575d2fc,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,14903.0,14903,0.29806,7316,0.4909078708984768,0.50716,0.9679546314742423,area_type,tower_load
edge_4c5ef2713b25a32a7e,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,35160.0,35160,0.7032,16865,0.47966439135381117,0.50716,0.9457851395098413,area_type,weather
edge_ad2c5fd13cc4bed4ee,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurs,context_cooccurrence,False,16310.0,16310,0.3262,7180,0.44022072348252606,0.50716,0.8680115219704354,congestion,infrastructure
edge_50a5a6818c0d8840ce,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,10788.0,10788,0.21576,4209,0.39015572858731923,0.50716,0.7692951506177916,congestion,mobility
edge_380c98502f5d62c377,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,5391.0,5391,0.10782,3408,0.6321647189760712,0.50716,1.2464798465495526,congestion,network_type
edge_0c266d0c46d437cc87,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,8992.0,8992,0.17984,3938,0.43794483985765126,0.50716,0.8635240158089187,congestion,obstruction
edge_bac7f86ae1bc02550d,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,5391.0,5391,0.10782,3408,0.6321647189760712,0.50716,1.2464798465495526,congestion,radio_band
edge_4e2fe5d4f8f1c9c12c,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,5265.0,5265,0.1053,2213,0.42032288698955367,0.50716,0.8287776776353688,congestion,time_bin
edge_6d7736a781012ae305,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,11433.0,11433,0.22866,4958,0.4336569579288026,0.50716,0.8550693231500958,congestion,tower_load
edge_bff5d9cb0cadd5d69e,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,15282.0,15282,0.30564,6252,0.40910875539850805,0.50716,0.8066660529192129,congestion,weather
edge_586014abacb83aa91e,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,18928.0,18928,0.37856,8867,0.4684594251901944,0.50716,0.9236915868566021,infrastructure,mobility
edge_3cbadac2bfdff7b465,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,9530.0,9530,0.1906,6614,0.69401888772298,0.50716,1.3684416904388752,infrastructure,network_type
edge_70104ccb69b91f20d7,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,15440.0,15440,0.3088,7924,0.5132124352331606,0.50716,1.0119339759309893,infrastructure,obstruction
edge_fcf6d771413aacfbea,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,9530.0,9530,0.1906,6614,0.69401888772298,0.50716,1.3684416904388752,infrastructure,radio_band
edge_1b112700ebeead2c58,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,9566.0,9566,0.19132,4286,0.4480451599414593,0.50716,0.8834394667194954,infrastructure,time_bin
edge_9eb629126c31eb3713,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,11285.0,11285,0.2257,5583,0.4947275143996456,0.50716,0.9754860683012176,infrastructure,tower_load
edge_23b5f8bb6fe4277cf5,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,26220.0,26220,0.5244,12715,0.4849351639969489,0.50716,0.9561778610240336,infrastructure,weather
edge_2b663152de94402915,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,6201.0,6201,0.12402,4003,0.6455410417674569,0.50716,1.2728548027593989,mobility,network_type
edge_42ef7d58551131b04b,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,10703.0,10703,0.21406,5024,0.4694011024946277,0.50716,0.9255483525803053,mobility,obstruction
edge_13f81215195c203665,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,6201.0,6201,0.12402,4003,0.6455410417674569,0.50716,1.2728548027593989,mobility,radio_band
edge_7fa386568658c32102,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,6250.0,6250,0.125,2482,0.39712,0.50716,0.7830270526066723,mobility,time_bin
edge_c0e79bb19335a78304,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,7550.0,7550,0.151,3351,0.443841059602649,0.50716,0.8751499716118167,mobility,tower_load
edge_1d6c4f21d5162aa1f7,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,17760.0,17760,0.3552,7657,0.4311373873873874,0.50716,0.8501013238177051,mobility,weather
edge_b889cfebeaf6e88eb9,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,5470.0,5470,0.1094,3826,0.6994515539305302,0.50716,1.3791536279093977,network_type,obstruction
edge_c9d467a1515e743caa,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,12390.0,12390,0.2478,8558,0.6907183212267958,0.50716,1.361933751137305,network_type,radio_band
edge_bfebd3cbd5275c7302,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,3075.0,3075,0.0615,2006,0.6523577235772358,0.50716,1.2862956928331013,network_type,time_bin
edge_2c9dbe5ee071cf0b6b,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,3745.0,3745,0.0749,2546,0.6798397863818425,0.50716,1.3404838441159446,network_type,tower_load
edge_b9735f9dfb372ca761,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,8900.0,8900,0.178,5936,0.6669662921348315,0.50716,1.3151003472963787,network_type,weather
edge_99d3a4905e733f896e,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,5470.0,5470,0.1094,3826,0.6994515539305302,0.50716,1.3791536279093977,obstruction,radio_band
edge_0d69fc6e2b42054459,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,5157.0,5157,0.10314,2299,0.44580182276517355,0.50716,0.8790161344845285,obstruction,time_bin
edge_88b29f3c5be3631023,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,6124.0,6124,0.12248,3022,0.49346832135858915,0.50716,0.9730032363723264,obstruction,tower_load
edge_3fb085dda062abb238,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,14440.0,14440,0.2888,6935,0.48026315789473684,0.50716,0.9469657660200662,obstruction,weather
edge_3b7f636768ee16c7fe,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,3075.0,3075,0.0615,2006,0.6523577235772358,0.50716,1.2862956928331013,radio_band,time_bin
edge_4c0753f120dd9973ce,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,3745.0,3745,0.0749,2546,0.6798397863818425,0.50716,1.3404838441159446,radio_band,tower_load
edge_08fab2308891868718,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,8900.0,8900,0.178,5936,0.6669662921348315,0.50716,1.3151003472963787,radio_band,weather
edge_d84f8709ac92a29c26,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,3711.0,3711,0.07422,1598,0.430611694960927,0.50716,0.8490647822401746,time_bin,tower_load
edge_6dcecdcd501f9d9c7d,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,8729.0,8729,0.17458,3585,0.41069996563180206,0.50716,0.8098035445062741,time_bin,weather
edge_1d39305f43a28caabc,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,10463.0,10463,0.20926,4836,0.4622001338048361,0.50716,0.9113497393422905,tower_load,weather
edge_fdfc158616232230a6,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,4832.0,4832,0.09664,3015,0.6239652317880795,0.50716,1.2303123901492221,application,congestion
edge_35b3cc4ed9ea6ca8f1,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2526.0,2526,0.05052,1574,0.6231195566112431,0.50716,1.2286449179967722,application,tower_load
edge_337a4325e8ef695dbc,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,19204.0,19204,0.38408,12968,0.6752759841699646,0.50716,1.3314851016838167,area_type,congestion
edge_1bfe4ca96ad69d77b2,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,10000.0,10000,0.2,6725,0.6725,0.50716,1.3260115151037146,area_type,tower_load
edge_a586b4e49b1b7a62e8,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurs,context_cooccurrence,False,14429.0,14429,0.28858,9834,0.6815441125511124,0.50716,1.3438443736712522,congestion,infrastructure
edge_b9c66c65b3d9884a6d,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,9681.0,9681,0.19362,6097,0.6297903109182935,0.50716,1.2417980734251388,congestion,mobility
edge_90e26e62d37209bf0c,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,4711.0,4711,0.09422,4083,0.8666949692209722,0.50716,1.7089182293969796,congestion,network_type
edge_1eb615138abedec337,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,8018.0,8018,0.16036,5444,0.678972312297331,0.50716,1.338773389654805,congestion,obstruction
edge_88009ee83984e1da0f,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,4711.0,4711,0.09422,4083,0.8666949692209722,0.50716,1.7089182293969796,congestion,radio_band
edge_3f2dfcdda1c106e4e0,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,3068.0,3068,0.06136,1996,0.6505867014341591,0.50716,1.2828036545353716,congestion,time_bin
edge_3efb326288bafd6e45,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,10000.0,10000,0.2,6725,0.6725,0.50716,1.3260115151037146,congestion,tower_load
edge_702964b7b87e577946,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,13446.0,13446,0.26892,8737,0.6497843224750856,0.50716,1.2812215523209352,congestion,weather
edge_49d8f2f3d9983f6282,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,7501.0,7501,0.15002,5083,0.6776429809358753,0.50716,1.336152261487253,infrastructure,tower_load
edge_deedbf223b7b280e39,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,5080.0,5080,0.1016,3195,0.6289370078740157,0.50716,1.2401155609157182,mobility,tower_load
edge_cad26106d9d2a3c17a,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2480.0,2480,0.0496,2168,0.8741935483870967,0.50716,1.7237036603578686,network_type,tower_load
edge_7e92ee60abe75d23c5,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,4252.0,4252,0.08504,2864,0.6735653809971778,0.50716,1.3281121953568453,obstruction,tower_load
edge_883d0a38f3bae7b922,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2480.0,2480,0.0496,2168,0.8741935483870967,0.50716,1.7237036603578686,radio_band,tower_load
edge_e8c80ca812fe88790f,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2521.0,2521,0.05042,1653,0.6556921856406188,0.50716,1.2928704662051793,time_bin,tower_load
edge_c1b54cb760c84f81f7,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,7033.0,7033,0.14066,4525,0.6433954215839613,0.50716,1.2686241454057128,tower_load,weather
edge_e44a0f3e0725d4fa6f,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurs,context_cooccurrence,False,12626.0,12626,0.25252,8301,0.6574528750198004,0.50716,1.2963421307275818,application,area_type
edge_61e617670bcf3420e1,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurs,context_cooccurrence,False,2365.0,2365,0.0473,1137,0.4807610993657505,0.50716,0.9479475892533923,application,congestion
edge_7198407623d36d0935,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurs,context_cooccurrence,False,9524.0,9524,0.19048,6270,0.6583368332633347,0.50716,1.2980850880655703,application,infrastructure
edge_da5b32108833cac400,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,6421.0,6421,0.12842,3973,0.6187509733686342,0.50716,1.2200311013657112,application,mobility
edge_346e8db8e0bd131364,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,3104.0,3104,0.06208,2475,0.7973582474226805,0.50716,1.5722025542682396,application,network_type
edge_5f0dc7b53750567067,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,5266.0,5266,0.10532,3487,0.6621724268894796,0.50716,1.305647974780108,application,obstruction
edge_0e0db799d3836dd245,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,3104.0,3104,0.06208,2475,0.7973582474226805,0.50716,1.5722025542682396,application,radio_band
edge_f45a1852cf926448ab,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,3135.0,3135,0.0627,1853,0.5910685805422647,0.50716,1.1654479464907814,application,time_bin
edge_85de6f687700cb1ef1,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,6400.0,6400,0.128,3863,0.60359375,0.50716,1.1901446289139521,application,tower_load
edge_92b74f4a31feae995c,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,8847.0,8847,0.17694,5624,0.6356957160619419,0.50716,1.2534421406694964,application,weather
edge_6911c211e78b757430,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurs,context_cooccurrence,False,9122.0,9122,0.18244,2951,0.32350361762771324,0.50716,0.637872895393393,area_type,congestion
edge_efb90fa8b2ff8942c3,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,25097.0,25097,0.50194,11317,0.4509303900864645,0.50716,0.889128460616895,area_type,tower_load
edge_2d994ff1b2b3c27501,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurs,context_cooccurrence,False,6861.0,6861,0.13722,2249,0.32779478210173446,0.50716,0.6463340604577144,congestion,infrastructure
edge_b8c5563fd135a555a5,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurs,context_cooccurrence,False,4767.0,4767,0.09534,1351,0.2834067547723935,0.50716,0.5588113312808453,congestion,mobility
edge_484734f2ed78968c89,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurs,context_cooccurrence,False,2288.0,2288,0.04576,1067,0.46634615384615385,0.50716,0.919524713790823,congestion,network_type
edge_bac1f7bf799ac859f3,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:obstruction_medium:3ea6ce2a44a8,context_cooccurs,context_cooccurrence,False,3610.0,3610,0.0722,1128,0.3124653739612188,0.50716,0.6161080802137763,congestion,obstruction
edge_e4c6cc67f60e74ccc2,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:radio_band_lte_anchor:34e50eb9270d,context_cooccurs,context_cooccurrence,False,2288.0,2288,0.04576,1067,0.46634615384615385,0.50716,0.919524713790823,congestion,radio_band
edge_2e9626e3f2cec68f5b,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,4283.0,4283,0.08566,1359,0.31730095727293955,0.50716,0.6256427109254269,congestion,time_bin
edge_6613828720bdacbc87,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,9122.0,9122,0.18244,2951,0.32350361762771324,0.50716,0.637872895393393,congestion,tower_load
edge_4d500f6310b9f68e7e,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,6432.0,6432,0.12864,1876,0.2916666666666667,0.50716,0.575097930961958,congestion,weather
edge_b83ca312aba7a7c2e3,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,18814.0,18814,0.37628,8597,0.4569469543956628,0.50716,0.9009917075393619,infrastructure,tower_load
edge_643c1fec42f35b1330,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,12606.0,12606,0.25212,5111,0.40544185308583214,0.50716,0.7994357857201516,mobility,tower_load
edge_d3669a5f94ff51aef7,context_cooccurrence:context_value:network_type_4g:3830d9ef62b5,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,6165.0,6165,0.1233,3844,0.6235198702351987,0.50716,1.2294342421231932,network_type,tower_load
