edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,measurement_id,session_id
edge_f75922ef68548e3829,warehouse_measurement:measurement:synnetqos_m_00000016:447752bbea29,warehouse_measurement:session:s042_00001:745b99c241d0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000016,S042_00001
edge_e4ae7441edfb07d20e,warehouse_measurement:measurement:synnetqos_m_00000017:648dbb7ea578,warehouse_measurement:session:s042_00001:745b99c241d0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000017,S042_00001
edge_9cab2cfb2b41a6fd78,warehouse_measurement:measurement:synnetqos_m_00000018:56335fc2263a,warehouse_measurement:session:s042_00001:745b99c241d0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000018,S042_00001
edge_f81b519fe0e60f7108,warehouse_measurement:measurement:synnetqos_m_00000019:4d4fe77933b8,warehouse_measurement:session:s042_00001:745b99c241d0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000019,S042_00001
edge_e45578c8eaacf0e962,warehouse_measurement:measurement:synnetqos_m_00000020:d28776f7e8ab,warehouse_measurement:session:s042_00001:745b99c241d0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000020,S042_00001
edge_69d7a752dd710d286b,warehouse_measurement:measurement:synnetqos_m_00000021:5680331cc5b5,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000021,S042_00002
edge_6331af79548feb08ec,warehouse_measurement:measurement:synnetqos_m_00000022:025f7734f31a,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000022,S042_00002
edge_55cea151eecad0f18c,warehouse_measurement:measurement:synnetqos_m_00000023:0be46e4f83ab,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000023,S042_00002
edge_4f3b18b99802679061,warehouse_measurement:measurement:synnetqos_m_00000024:7d8b6c22fe7a,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000024,S042_00002
edge_8f90229c127545e459,warehouse_measurement:measurement:synnetqos_m_00000025:f501de565e53,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000025,S042_00002
edge_15c4f01cd070725dc3,warehouse_measurement:measurement:synnetqos_m_00000026:9c392b112f78,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000026,S042_00002
edge_85c1e9a185be394342,warehouse_measurement:measurement:synnetqos_m_00000027:4e1a5aee8e2e,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000027,S042_00002
edge_2540e44c453db3ef90,warehouse_measurement:measurement:synnetqos_m_00000028:3eef474bc93d,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000028,S042_00002
edge_36eb53f15a410aeac0,warehouse_measurement:measurement:synnetqos_m_00000029:94650e8fad22,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000029,S042_00002
edge_d7b695872e47291de7,warehouse_measurement:measurement:synnetqos_m_00000030:32363ee92082,warehouse_measurement:session:s042_00002:e5de734fa18c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000030,S042_00002
edge_3f7fabcaf5079200be,warehouse_measurement:measurement:synnetqos_m_00000031:5d3441563af8,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000031,S042_00003
edge_96e5e3f66688e3d80d,warehouse_measurement:measurement:synnetqos_m_00000032:044bddde6f1c,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000032,S042_00003
edge_af24281e4f46ea7ae6,warehouse_measurement:measurement:synnetqos_m_00000033:a31930a243c8,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000033,S042_00003
edge_48925f89fe4d4b3bdc,warehouse_measurement:measurement:synnetqos_m_00000034:9dae1a8b2be1,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000034,S042_00003
edge_e2030a1c67da5c337c,warehouse_measurement:measurement:synnetqos_m_00000035:2b029e220ec1,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000035,S042_00003
edge_63e86ff5e20b02cffe,warehouse_measurement:measurement:synnetqos_m_00000036:d5d26c31bc42,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000036,S042_00003
edge_e4a199cb425cd944a5,warehouse_measurement:measurement:synnetqos_m_00000037:203feb98bef4,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000037,S042_00003
edge_d77f4a1ed6afd11c28,warehouse_measurement:measurement:synnetqos_m_00000038:845f0fc684d7,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000038,S042_00003
edge_41efc9227df74e4cb6,warehouse_measurement:measurement:synnetqos_m_00000039:e012fb0f88e0,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000039,S042_00003
edge_fd3ae0f264884c5814,warehouse_measurement:measurement:synnetqos_m_00000040:7593367f89b0,warehouse_measurement:session:s042_00003:b7e46b69fb4e,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000040,S042_00003
edge_f047bc22984fcf43ae,warehouse_measurement:measurement:synnetqos_m_00000041:b02752a91677,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000041,S042_00004
edge_e0a06f195ec0f52d40,warehouse_measurement:measurement:synnetqos_m_00000042:fb694259e988,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000042,S042_00004
edge_bbebdb1691da774bc7,warehouse_measurement:measurement:synnetqos_m_00000043:9da13d6f7389,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000043,S042_00004
edge_86a277c070518ccfd5,warehouse_measurement:measurement:synnetqos_m_00000044:30209f676b50,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000044,S042_00004
edge_7d2e7f46bb9e3ec782,warehouse_measurement:measurement:synnetqos_m_00000045:077e9d281012,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000045,S042_00004
edge_7a2e5160a40ea09852,warehouse_measurement:measurement:synnetqos_m_00000046:a9554b55d5e7,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000046,S042_00004
edge_9455d1b56bd4118922,warehouse_measurement:measurement:synnetqos_m_00000047:fd74dafb6d50,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000047,S042_00004
edge_ce5c04f38adf674838,warehouse_measurement:measurement:synnetqos_m_00000048:4eef0102d965,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000048,S042_00004
edge_910570f89f2f5f3814,warehouse_measurement:measurement:synnetqos_m_00000049:5db711eb11e0,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000049,S042_00004
edge_7ea134cb701a796734,warehouse_measurement:measurement:synnetqos_m_00000050:e3f8f72a4c72,warehouse_measurement:session:s042_00004:96072cfdfba0,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000050,S042_00004
edge_6e2361065cf58bb5d4,warehouse_measurement:measurement:synnetqos_m_00000051:4b90130f0652,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000051,S042_00005
edge_f98cde01fb2e377a7b,warehouse_measurement:measurement:synnetqos_m_00000052:6a0473d3be7e,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000052,S042_00005
edge_d1f613e644cba2a9fe,warehouse_measurement:measurement:synnetqos_m_00000053:0189c74fea7d,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000053,S042_00005
edge_47e00c775e696db93c,warehouse_measurement:measurement:synnetqos_m_00000054:530cbb2d874e,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000054,S042_00005
edge_8e9b424e1312e0e5c7,warehouse_measurement:measurement:synnetqos_m_00000055:53f5f611ccc3,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000055,S042_00005
edge_7d529fed2939924584,warehouse_measurement:measurement:synnetqos_m_00000056:442371949fab,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000056,S042_00005
edge_619d469cd3179684de,warehouse_measurement:measurement:synnetqos_m_00000057:2f4e8ef3bc2c,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000057,S042_00005
edge_be6189859dc728b9dc,warehouse_measurement:measurement:synnetqos_m_00000058:f348e7110fdf,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000058,S042_00005
edge_725a75680c4b0de091,warehouse_measurement:measurement:synnetqos_m_00000059:d759459a300c,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000059,S042_00005
edge_cd0d2f4b86b9c8eafd,warehouse_measurement:measurement:synnetqos_m_00000060:b5ec943518a1,warehouse_measurement:session:s042_00005:b2117d4f4e2c,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000060,S042_00005
edge_4dd2161551c6363cff,warehouse_measurement:measurement:synnetqos_m_00000061:75858077f345,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000061,S042_00006
edge_855ed1d6d73baed7c5,warehouse_measurement:measurement:synnetqos_m_00000062:54ec832e303d,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000062,S042_00006
edge_edd80fc817b20178ed,warehouse_measurement:measurement:synnetqos_m_00000063:0cd199997d67,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000063,S042_00006
edge_d0c6143a323b573211,warehouse_measurement:measurement:synnetqos_m_00000064:44f055540f72,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000064,S042_00006
edge_3acf4fd79c812be803,warehouse_measurement:measurement:synnetqos_m_00000065:b267db19dd9b,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000065,S042_00006
edge_ce7de58828e22863d4,warehouse_measurement:measurement:synnetqos_m_00000066:9f2a3595458d,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000066,S042_00006
edge_8651da16cd8b04ab5e,warehouse_measurement:measurement:synnetqos_m_00000067:7ff5b764371b,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000067,S042_00006
edge_640ea8134780d742d0,warehouse_measurement:measurement:synnetqos_m_00000068:222c7871286a,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000068,S042_00006
edge_54376f7c8acc1f7b60,warehouse_measurement:measurement:synnetqos_m_00000069:90ae5fa66614,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000069,S042_00006
edge_29ba5c7a65f5989590,warehouse_measurement:measurement:synnetqos_m_00000070:cab874e6eaf5,warehouse_measurement:session:s042_00006:d3f0f58d8966,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000070,S042_00006
edge_6e2888cc44305c9595,warehouse_measurement:measurement:synnetqos_m_00000071:45e865c1121e,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000071,S042_00007
edge_e1d4f1dea4d6fc390d,warehouse_measurement:measurement:synnetqos_m_00000072:7a849e61708b,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000072,S042_00007
edge_f995ae200926ff985d,warehouse_measurement:measurement:synnetqos_m_00000073:b1f2cbc8f2b2,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000073,S042_00007
edge_4e7b664bc687bdea25,warehouse_measurement:measurement:synnetqos_m_00000074:9a70a9f2fc60,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000074,S042_00007
edge_b7441a95c30b097e90,warehouse_measurement:measurement:synnetqos_m_00000075:3ba2bb975261,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000075,S042_00007
edge_b491cb1d82c6d6a401,warehouse_measurement:measurement:synnetqos_m_00000076:1cb4f42c521c,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000076,S042_00007
edge_4135f1d04b60ea9f48,warehouse_measurement:measurement:synnetqos_m_00000077:f9435e50ce35,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000077,S042_00007
edge_e8498ddb8772a548a2,warehouse_measurement:measurement:synnetqos_m_00000078:957485fe94e0,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000078,S042_00007
edge_89a20c30652e65e472,warehouse_measurement:measurement:synnetqos_m_00000079:95f017a2b268,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000079,S042_00007
edge_606311abe904c685b0,warehouse_measurement:measurement:synnetqos_m_00000080:c590002447e3,warehouse_measurement:session:s042_00007:7f2b7ffcc2dd,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000080,S042_00007
edge_f56b368aa42fec2475,warehouse_measurement:measurement:synnetqos_m_00000081:2dccc50cf516,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000081,S042_00008
edge_a711e7ba4cc24ae2f8,warehouse_measurement:measurement:synnetqos_m_00000082:613638408eca,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000082,S042_00008
edge_699677438d36d8a607,warehouse_measurement:measurement:synnetqos_m_00000083:69a59d063266,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000083,S042_00008
edge_17eb5860999ffc9bdb,warehouse_measurement:measurement:synnetqos_m_00000084:d7ee71dd00e2,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000084,S042_00008
edge_820d204b51c67dc011,warehouse_measurement:measurement:synnetqos_m_00000085:140850c14d4e,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000085,S042_00008
edge_b5a896555b24011d5f,warehouse_measurement:measurement:synnetqos_m_00000086:5060bb98d309,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000086,S042_00008
edge_aeb12a6bc41c6a054f,warehouse_measurement:measurement:synnetqos_m_00000087:81609b32540b,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000087,S042_00008
edge_370b5190ad1fa652fd,warehouse_measurement:measurement:synnetqos_m_00000088:b646befe49dd,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000088,S042_00008
edge_a6e1b79a5c943b7c9c,warehouse_measurement:measurement:synnetqos_m_00000089:cdda623b9cf7,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000089,S042_00008
edge_209c9ef0ca46bd728d,warehouse_measurement:measurement:synnetqos_m_00000090:bdaa12a77131,warehouse_measurement:session:s042_00008:54f9cf83c52f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000090,S042_00008
edge_046b4cabffd0e97a65,warehouse_measurement:measurement:synnetqos_m_00000091:19756dd427ff,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000091,S042_00009
edge_339ea1c366921c7f37,warehouse_measurement:measurement:synnetqos_m_00000092:769d7db4ba2a,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000092,S042_00009
edge_1f13529da634c8fbcc,warehouse_measurement:measurement:synnetqos_m_00000093:77761ca84e46,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000093,S042_00009
edge_768d14091bbabb917e,warehouse_measurement:measurement:synnetqos_m_00000094:b2d8d85c0e46,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000094,S042_00009
edge_749540f735aaf8105c,warehouse_measurement:measurement:synnetqos_m_00000095:05fa64afea4f,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000095,S042_00009
edge_5c6796e16a4cc5ec23,warehouse_measurement:measurement:synnetqos_m_00000096:61b1cac176b6,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000096,S042_00009
edge_cdd3fa0ab18bb40570,warehouse_measurement:measurement:synnetqos_m_00000097:efc41c878bae,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000097,S042_00009
edge_34f511ea06099d452e,warehouse_measurement:measurement:synnetqos_m_00000098:74e2b8569b96,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000098,S042_00009
edge_fcf7d6fdb6343a1b17,warehouse_measurement:measurement:synnetqos_m_00000099:fd7a1cbcc3bf,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000099,S042_00009
edge_0964d0b8d46c2f1e88,warehouse_measurement:measurement:synnetqos_m_00000100:5002f8b16f2e,warehouse_measurement:session:s042_00009:19d72a43c43f,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000100,S042_00009
edge_4293499d9ebea8d9aa,warehouse_measurement:measurement:synnetqos_m_00000101:8f03c2f23d37,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000101,S042_00010
edge_5ad06ea2ad922c73fd,warehouse_measurement:measurement:synnetqos_m_00000102:9a8f76128ac1,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000102,S042_00010
edge_7d287bbe1533b9e457,warehouse_measurement:measurement:synnetqos_m_00000103:b9e8bd4ef5bd,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000103,S042_00010
edge_5c4d3517249200a985,warehouse_measurement:measurement:synnetqos_m_00000104:2294ee82f6aa,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000104,S042_00010
edge_11577bf763f9151491,warehouse_measurement:measurement:synnetqos_m_00000105:d96a83081b8c,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000105,S042_00010
edge_5fb1412c7b9300a028,warehouse_measurement:measurement:synnetqos_m_00000106:1ea176f208fd,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000106,S042_00010
edge_e604b904f58bc37a56,warehouse_measurement:measurement:synnetqos_m_00000107:5176c73fe266,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000107,S042_00010
edge_81f8413a08fb73e64d,warehouse_measurement:measurement:synnetqos_m_00000108:9c125020463e,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000108,S042_00010
edge_1b9e754319ee01d8fa,warehouse_measurement:measurement:synnetqos_m_00000109:da25eae9ba49,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000109,S042_00010
edge_ebd28e57a183f0d72c,warehouse_measurement:measurement:synnetqos_m_00000110:929225cfa5c9,warehouse_measurement:session:s042_00010:519275f5f2c4,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000110,S042_00010
edge_428787c3f754d96f62,warehouse_measurement:measurement:synnetqos_m_00000111:7d6817d6eac3,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000111,S042_00011
edge_d2874d7faf593deb20,warehouse_measurement:measurement:synnetqos_m_00000112:ae021088089d,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000112,S042_00011
edge_52ea53b50e22ab8d00,warehouse_measurement:measurement:synnetqos_m_00000113:338ebade8379,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000113,S042_00011
edge_ced0129e740bb5051b,warehouse_measurement:measurement:synnetqos_m_00000114:6f1399e95dd5,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000114,S042_00011
edge_1cb6623caa969b0ab8,warehouse_measurement:measurement:synnetqos_m_00000115:0cbdb4e5ddf6,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000115,S042_00011
edge_95d011b06f8ee40b27,warehouse_measurement:measurement:synnetqos_m_00000116:d42ce2f199e7,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000116,S042_00011
edge_e2f8c8c1fda61d5e61,warehouse_measurement:measurement:synnetqos_m_00000117:fa487ed1c69f,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000117,S042_00011
edge_557e9db43449a50ba1,warehouse_measurement:measurement:synnetqos_m_00000118:a5b3e9346e6b,warehouse_measurement:session:s042_00011:59744b77071a,belongs_to_session,warehouse_measurement,False,1.0,synnetqos_m_00000118,S042_00011
