feature_context,criterion,rule_id,tree_depth,leaf_node,weighted_sample_count,node_sample_count,predicted_class,degraded_rate_in_leaf,condition_count,rule_text,rule_text_interpretable,split_feature_names,threshold_units_note
full_context,entropy,full_context_entropy_leaf_8,4,8,248.9688878690668,246,0,0.1461503136623724,4,Downlink Capacity (Mbps) ≤ -0.5848 AND Offered Downlink (Mbps) ≤ -0.4381 AND Uplink Capacity (Mbps) > -0.6156 AND Congestion Level Low > 0.5,Downlink Capacity (Mbps) ≤ 24.47 AND Offered Downlink (Mbps) ≤ 57 AND Uplink Capacity (Mbps) > 2.595 AND Congestion Level = Low,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_upload_mbps|congestion_level,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,entropy,full_context_entropy_leaf_15,4,15,4193.9474060321145,4137,0,0.09707792127645135,4,Downlink Capacity (Mbps) > -0.5848 AND Downlink Capacity (Mbps) ≤ -0.1903 AND Offered Downlink (Mbps) ≤ -0.09152 AND Congestion Level High ≤ 0.5,Downlink Capacity (Mbps) > 24.47 AND Downlink Capacity (Mbps) ≤ 99.78 AND Offered Downlink (Mbps) ≤ 154 AND Congestion Level ≠ High,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|congestion_level,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,entropy,full_context_entropy_leaf_23,4,23,579.3367367346365,571,0,0.07299287906145328,4,Downlink Capacity (Mbps) > -0.5848 AND Downlink Capacity (Mbps) > -0.1903 AND Offered Downlink (Mbps) ≤ 0.6456 AND Offered Downlink (Mbps) > 0.428,Downlink Capacity (Mbps) > 24.47 AND Downlink Capacity (Mbps) > 99.78 AND Offered Downlink (Mbps) ≤ 360.3 AND Offered Downlink (Mbps) > 299.4,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,entropy,full_context_entropy_leaf_22,4,22,11986.143735893365,11786,0,0.004512594556207512,4,Downlink Capacity (Mbps) > -0.5848 AND Downlink Capacity (Mbps) > -0.1903 AND Offered Downlink (Mbps) ≤ 0.6456 AND Offered Downlink (Mbps) ≤ 0.428,Downlink Capacity (Mbps) > 24.47 AND Downlink Capacity (Mbps) > 99.78 AND Offered Downlink (Mbps) ≤ 360.3 AND Offered Downlink (Mbps) ≤ 299.4,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_5,4,5,8111.425316153838,8248,1,0.9996238125549051,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) ≤ -0.6077 AND App Type Call ≤ 0.5 AND Offered Downlink (Mbps) > -0.4713,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) ≤ 20.08 AND Application Type ≠ Call AND Offered Downlink (Mbps) > 47.71,link_capacity_downlink_mbps|link_capacity_downlink_mbps|app_type|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_15,4,15,1632.7621779194353,1660,1,0.9950163530128616,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) > -0.6077 AND Offered Downlink (Mbps) > -0.3418 AND Offered Downlink (Mbps) > -0.2635,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) > 20.08 AND Offered Downlink (Mbps) > 83.98 AND Offered Downlink (Mbps) > 105.9,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_26,4,26,1376.6206535775084,1398,1,0.9608400791786371,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) > 0.6342 AND Downlink Capacity (Mbps) ≤ 0.4681 AND Downlink Capacity (Mbps) ≤ 0.1993,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) > 357.1 AND Downlink Capacity (Mbps) ≤ 225.5 AND Downlink Capacity (Mbps) ≤ 174.2,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|link_capacity_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_4,4,4,3076.8173776817875,3124,1,0.9550409210987517,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) ≤ -0.6077 AND App Type Call ≤ 0.5 AND Offered Downlink (Mbps) ≤ -0.4713,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) ≤ 20.08 AND Application Type ≠ Call AND Offered Downlink (Mbps) ≤ 47.71,link_capacity_downlink_mbps|link_capacity_downlink_mbps|app_type|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_7,4,7,2903.2223401447563,2947,1,0.9474477665115556,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) ≤ -0.6077 AND App Type Call > 0.5 AND Uplink Capacity (Mbps) ≤ -0.6156,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) ≤ 20.08 AND Application Type = Call AND Uplink Capacity (Mbps) ≤ 2.595,link_capacity_downlink_mbps|link_capacity_downlink_mbps|app_type|link_capacity_upload_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_20,4,20,640.638941809956,649,1,0.8872737055513712,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) ≤ 0.6342 AND Downlink Capacity (Mbps) ≤ -0.2447 AND Offered Downlink (Mbps) > -0.02911,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) ≤ 357.1 AND Downlink Capacity (Mbps) ≤ 89.42 AND Offered Downlink (Mbps) > 171.5,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_14,4,14,217.19131550127472,219,1,0.7471100791623805,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) > -0.6077 AND Offered Downlink (Mbps) > -0.3418 AND Offered Downlink (Mbps) ≤ -0.2635,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) > 20.08 AND Offered Downlink (Mbps) > 83.98 AND Offered Downlink (Mbps) ≤ 105.9,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_27,4,27,395.3767063429057,397,1,0.6218305238429598,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) > 0.6342 AND Downlink Capacity (Mbps) ≤ 0.4681 AND Downlink Capacity (Mbps) > 0.1993,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) > 357.1 AND Downlink Capacity (Mbps) ≤ 225.5 AND Downlink Capacity (Mbps) > 174.2,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|link_capacity_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_12,4,12,730.0563294181914,733,1,0.6196473092620965,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) > -0.6077 AND Offered Downlink (Mbps) ≤ -0.3418 AND Network Type 5G Nsa > 0.5,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) > 20.08 AND Offered Downlink (Mbps) ≤ 83.98 AND Network Type = 5G NSA,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_8,4,8,778.3337864744908,780,1,0.5635235662490026,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) ≤ -0.6077 AND App Type Call > 0.5 AND Uplink Capacity (Mbps) > -0.6156,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) ≤ 20.08 AND Application Type = Call AND Uplink Capacity (Mbps) > 2.595,link_capacity_downlink_mbps|link_capacity_downlink_mbps|app_type|link_capacity_upload_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_30,4,30,425.2108269210057,426,1,0.5550729127777831,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) > 0.6342 AND Downlink Capacity (Mbps) > 0.4681 AND Offered Downlink (Mbps) > 2.581,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) > 357.1 AND Downlink Capacity (Mbps) > 225.5 AND Offered Downlink (Mbps) > 902,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_11,4,11,1862.3003489708515,1846,0,0.24027289383939185,4,Downlink Capacity (Mbps) ≤ -0.4828 AND Downlink Capacity (Mbps) > -0.6077 AND Offered Downlink (Mbps) ≤ -0.3418 AND Network Type 5G Nsa ≤ 0.5,Downlink Capacity (Mbps) ≤ 43.94 AND Downlink Capacity (Mbps) > 20.08 AND Offered Downlink (Mbps) ≤ 83.98 AND Network Type ≠ 5G NSA,link_capacity_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_19,4,19,3540.456215179579,3498,0,0.14416214548527734,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) ≤ 0.6342 AND Downlink Capacity (Mbps) ≤ -0.2447 AND Offered Downlink (Mbps) ≤ -0.02911,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) ≤ 357.1 AND Downlink Capacity (Mbps) ≤ 89.42 AND Offered Downlink (Mbps) ≤ 171.5,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_22,4,22,840.4101613540297,829,0,0.09712474791606628,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) ≤ 0.6342 AND Downlink Capacity (Mbps) > -0.2447 AND Downlink Capacity (Mbps) ≤ -0.1676,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) ≤ 357.1 AND Downlink Capacity (Mbps) > 89.42 AND Downlink Capacity (Mbps) ≤ 104.1,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|link_capacity_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_29,4,29,1166.4280751751664,1148,0,0.03119513481255319,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) > 0.6342 AND Downlink Capacity (Mbps) > 0.4681 AND Offered Downlink (Mbps) ≤ 2.581,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) > 357.1 AND Downlink Capacity (Mbps) > 225.5 AND Offered Downlink (Mbps) ≤ 902,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|offered_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
full_context,gini,full_context_gini_leaf_23,4,23,12302.749427372755,12098,0,0.006155050967147044,4,Downlink Capacity (Mbps) > -0.4828 AND Offered Downlink (Mbps) ≤ 0.6342 AND Downlink Capacity (Mbps) > -0.2447 AND Downlink Capacity (Mbps) > -0.1676,Downlink Capacity (Mbps) > 43.94 AND Offered Downlink (Mbps) ≤ 357.1 AND Downlink Capacity (Mbps) > 89.42 AND Downlink Capacity (Mbps) > 104.1,link_capacity_downlink_mbps|offered_downlink_mbps|link_capacity_downlink_mbps|link_capacity_downlink_mbps,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_14,4,14,1903.918965432418,1936,1,1.0,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.627 AND Congestion Level High > 0.5 AND Network Type 5G Sa ≤ 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -109.1 AND Congestion Level = High AND Network Type ≠ 5G SA,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_7,4,7,1161.56474436614,1181,1,0.9964973496534874,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.627 AND App Type Call > 0.5 AND Data Usage (MB) ≤ -0.5513,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -109.1 AND Application Type = Call AND Data Usage (MB) ≤ 0.615,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_4,4,4,6989.4952749718,7106,1,0.9946156147622696,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.627 AND App Type Call ≤ 0.5 AND Data Usage (MB) ≤ -0.4285,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -109.1 AND Application Type ≠ Call AND Data Usage (MB) ≤ 9.835,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_26,4,26,1980.6646052463384,2009,1,0.9245104892941751,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) ≤ 0.3394 AND Network Type 5G Sa ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) ≤ -90.58 AND Network Type ≠ 5G SA,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_12,4,12,1136.073306773451,1151,1,0.8898767621328906,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.627 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -109.1 AND Congestion Level ≠ High AND Network Type = 4G,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_5,4,5,1118.1297621974159,1132,1,0.8680965936767755,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.627 AND App Type Call ≤ 0.5 AND Data Usage (MB) > -0.4285,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -109.1 AND Application Type ≠ Call AND Data Usage (MB) > 9.835,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_15,4,15,1032.1713566720223,1040,1,0.7250633626077807,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.627 AND Congestion Level High > 0.5 AND Network Type 5G Sa > 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -109.1 AND Congestion Level = High AND Network Type = 5G SA,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_8,4,8,1479.9614943673755,1488,1,0.6611740071061231,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.627 AND App Type Call > 0.5 AND Data Usage (MB) > -0.5513,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -109.1 AND Application Type = Call AND Data Usage (MB) > 0.615,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_22,4,22,1087.5570819255968,1092,1,0.6212233672841786,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5 AND Signal Strength (dBm) ≤ 0.2806,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type = 4G AND Signal Strength (dBm) ≤ -91.92,signal_strength_unclipped_dbm|congestion_level|network_type|signal_strength_dbm,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_30,4,30,1280.2579440361153,1285,1,0.609910528168944,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) > 0.3394 AND Network Type 4G > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) > -90.58 AND Network Type = 4G,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_11,4,11,3398.3496179192416,3385,0,0.3834342724944478,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.627 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -109.1 AND Congestion Level ≠ High AND Network Type ≠ 4G,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_27,4,27,1084.7051221900485,1077,0,0.2892158560173275,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) ≤ 0.3394 AND Network Type 5G Sa > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) ≤ -90.58 AND Network Type = 5G SA,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_20,4,20,2505.2214887481045,2476,0,0.15388030761463498,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5 AND App Type Streaming > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type ≠ 4G AND Application Type = Streaming,signal_strength_unclipped_dbm|congestion_level|network_type|app_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_29,4,29,3973.7353328698064,3926,0,0.14353974245276374,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) > 0.3394 AND Network Type 4G ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) > -90.58 AND Network Type ≠ 4G,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,entropy,reduced_context_entropy_leaf_23,4,23,2407.592319630355,2377,0,0.12294946785996476,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5 AND Signal Strength (dBm) > 0.2806,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type = 4G AND Signal Strength (dBm) > -91.92,signal_strength_unclipped_dbm|congestion_level|network_type|signal_strength_dbm,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
