algorithm,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_text,consequent_text,antecedent_count,consequent_count
apriori,latency_ms=latency_low,downlink_shortfall_fraction=shortfall_low;signal_strength_dbm=signal_strong,0.14888,0.18972,0.11716,0.7869425040300912,4.147915370177584,1.0,0.08891448639999999,3.8031048675914234,0.8916663251676396,0.5290823699421965,0.7370569482525685,0.702242072171065,latency_ms=latency_low,downlink_shortfall_fraction=shortfall_low;signal_strength_dbm=signal_strong,1,2
apriori,congestion_level=High;time_of_day=night,tower_load=Heavy,0.06136,0.2,0.05042,0.8217079530638853,4.108539765319426,1.0,0.038148,4.487020109689216,0.8060646488697194,0.23902531525552284,0.7771349413298567,0.5369039765319427,congestion_level=High;time_of_day=night,tower_load=Heavy,2,1
apriori,latency_ms=latency_low;network_type=5G_NSA,signal_strength_dbm=signal_strong,0.0543,0.24386,0.0541,0.996316758747698,4.085609606937169,1.0,0.040858402,205.29201000000054,0.7986026057823358,0.2216668032451037,0.9951288898189462,0.6090826802021931,latency_ms=latency_low;network_type=5G_NSA,signal_strength_dbm=signal_strong,2,1
apriori,service_degraded=0;signal_strength_dbm=signal_strong,latency_ms=latency_low,0.21704,0.14888,0.13098,0.6034832288978991,4.053487566482396,1.0,0.0986670848,2.146491805716942,0.9621166609977433,0.5575040435855964,0.5341235418012725,0.741626085163619,service_degraded=0;signal_strength_dbm=signal_strong,latency_ms=latency_low,2,1
apriori,latency_ms=latency_low,service_degraded=0;signal_strength_dbm=signal_strong,0.14888,0.21704,0.13098,0.879768941429339,4.053487566482395,1.0,0.0986670848,6.512127642458099,0.8850677470800745,0.5575040435855964,0.8464403563775149,0.741626085163619,latency_ms=latency_low,service_degraded=0;signal_strength_dbm=signal_strong,1,2
apriori,network_type=4G,band=LTE_Anchor,0.2478,0.2478,0.2478,1.0,4.035512510088782,1.0,0.18639516,inf,1.0000000000000002,1.0,1.0,1.0,network_type=4G,band=LTE_Anchor,1,1
apriori,band=LTE_Anchor,network_type=4G,0.2478,0.2478,0.2478,1.0,4.035512510088782,1.0,0.18639516,inf,1.0000000000000002,1.0,1.0,1.0,band=LTE_Anchor,network_type=4G,1,1
apriori,infrastructure_profile=Nominal;network_type=4G,band=LTE_Anchor,0.1906,0.2478,0.1906,1.0,4.035512510088782,1.0,0.14336932,inf,0.9293303681739561,0.7691686844229216,1.0,0.8845843422114609,infrastructure_profile=Nominal;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;infrastructure_profile=Nominal,network_type=4G,0.1906,0.2478,0.1906,1.0,4.035512510088782,1.0,0.14336932,inf,0.9293303681739561,0.7691686844229216,1.0,0.8845843422114609,band=LTE_Anchor;infrastructure_profile=Nominal,network_type=4G,2,1
apriori,network_type=4G;weather=Clear,band=LTE_Anchor,0.178,0.2478,0.178,1.0,4.035512510088782,1.0,0.1338916,inf,0.9150851581508516,0.7183212267958031,1.0,0.8591606133979015,network_type=4G;weather=Clear,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;weather=Clear,network_type=4G,0.178,0.2478,0.178,1.0,4.035512510088782,1.0,0.1338916,inf,0.9150851581508516,0.7183212267958031,1.0,0.8591606133979015,band=LTE_Anchor;weather=Clear,network_type=4G,2,1
apriori,network_type=4G;service_degraded=1,band=LTE_Anchor,0.17116,0.2478,0.17116,1.0,4.035512510088782,1.0,0.12874655200000001,inf,0.9075334202017278,0.6907183212267959,1.0,0.8453591606133979,network_type=4G;service_degraded=1,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;service_degraded=1,network_type=4G,0.17116,0.2478,0.17116,1.0,4.035512510088782,1.0,0.12874655200000001,inf,0.9075334202017278,0.6907183212267959,1.0,0.8453591606133979,band=LTE_Anchor;service_degraded=1,network_type=4G,2,1
apriori,jitter_ms=jitter_moderate;network_type=4G,band=LTE_Anchor,0.13232,0.2478,0.13232,1.0,4.035512510088782,1.0,0.099531104,inf,0.8669094597086484,0.5339790153349475,1.0,0.7669895076674738,jitter_ms=jitter_moderate;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;jitter_ms=jitter_moderate,network_type=4G,0.13232,0.2478,0.13232,1.0,4.035512510088782,1.0,0.099531104,inf,0.8669094597086484,0.5339790153349475,1.0,0.7669895076674738,band=LTE_Anchor;jitter_ms=jitter_moderate,network_type=4G,2,1
apriori,movement_speed=Static;network_type=4G,band=LTE_Anchor,0.12402,0.2478,0.12402,1.0,4.035512510088782,1.0,0.09328784400000001,inf,0.8586954040046577,0.5004842615012107,1.0,0.7502421307506053,movement_speed=Static;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;movement_speed=Static,network_type=4G,0.12402,0.2478,0.12402,1.0,4.035512510088782,1.0,0.09328784400000001,inf,0.8586954040046577,0.5004842615012107,1.0,0.7502421307506053,band=LTE_Anchor;movement_speed=Static,network_type=4G,2,1
apriori,network_type=4G;tower_load=Light,band=LTE_Anchor,0.1233,0.2478,0.1233,1.0,4.035512510088782,1.0,0.09274626000000001,inf,0.8579901904870537,0.4975786924939468,1.0,0.7487893462469734,network_type=4G;tower_load=Light,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;tower_load=Light,network_type=4G,0.1233,0.2478,0.1233,1.0,4.035512510088782,1.0,0.09274626000000001,inf,0.8579901904870537,0.4975786924939468,1.0,0.7487893462469734,band=LTE_Anchor;tower_load=Light,network_type=4G,2,1
apriori,latency_ms=latency_high;network_type=4G,band=LTE_Anchor,0.11802,0.2478,0.11802,1.0,4.035512510088782,1.0,0.088774644,inf,0.8528538062087575,0.476271186440678,1.0,0.7381355932203391,latency_ms=latency_high;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;latency_ms=latency_high,network_type=4G,0.11802,0.2478,0.11802,1.0,4.035512510088782,1.0,0.088774644,inf,0.8528538062087575,0.476271186440678,1.0,0.7381355932203391,band=LTE_Anchor;latency_ms=latency_high,network_type=4G,2,1
apriori,movement_speed=Walking;network_type=4G,band=LTE_Anchor,0.11454,0.2478,0.11454,1.0,4.035512510088782,1.0,0.086156988,inf,0.8495019537867322,0.462227602905569,1.0,0.7311138014527845,movement_speed=Walking;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;movement_speed=Walking,network_type=4G,0.11454,0.2478,0.11454,1.0,4.035512510088782,1.0,0.086156988,inf,0.8495019537867322,0.462227602905569,1.0,0.7311138014527845,band=LTE_Anchor;movement_speed=Walking,network_type=4G,2,1
apriori,network_type=4G;obstruction_level=Medium,band=LTE_Anchor,0.1094,0.2478,0.1094,1.0,4.035512510088782,1.0,0.08229068,inf,0.8445991466427129,0.4414850686037127,1.0,0.7207425343018563,network_type=4G;obstruction_level=Medium,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;obstruction_level=Medium,network_type=4G,0.1094,0.2478,0.1094,1.0,4.035512510088782,1.0,0.08229068,inf,0.8445991466427129,0.4414850686037127,1.0,0.7207425343018563,band=LTE_Anchor;obstruction_level=Medium,network_type=4G,2,1
apriori,congestion_level=Medium;network_type=4G,band=LTE_Anchor,0.10782,0.2478,0.10782,1.0,4.035512510088782,1.0,0.081102204,inf,0.8431034096258603,0.4351089588377724,1.0,0.7175544794188862,congestion_level=Medium;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;congestion_level=Medium,network_type=4G,0.10782,0.2478,0.10782,1.0,4.035512510088782,1.0,0.081102204,inf,0.8431034096258603,0.4351089588377724,1.0,0.7175544794188862,band=LTE_Anchor;congestion_level=Medium,network_type=4G,2,1
apriori,downlink_shortfall_fraction=shortfall_extreme;network_type=4G,band=LTE_Anchor,0.10736,0.2478,0.10736,1.0,4.035512510088782,1.0,0.080756192,inf,0.8426689370854993,0.4332526230831316,1.0,0.7166263115415658,downlink_shortfall_fraction=shortfall_extreme;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme,network_type=4G,0.10736,0.2478,0.10736,1.0,4.035512510088782,1.0,0.080756192,inf,0.8426689370854993,0.4332526230831316,1.0,0.7166263115415658,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme,network_type=4G,2,1
apriori,jitter_ms=jitter_low;network_type=4G,band=LTE_Anchor,0.09802,0.2478,0.09802,1.0,4.035512510088782,1.0,0.073730644,inf,0.8339431029512849,0.3955609362389023,1.0,0.6977804681194512,jitter_ms=jitter_low;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;jitter_ms=jitter_low,network_type=4G,0.09802,0.2478,0.09802,1.0,4.035512510088782,1.0,0.073730644,inf,0.8339431029512849,0.3955609362389023,1.0,0.6977804681194512,band=LTE_Anchor;jitter_ms=jitter_low,network_type=4G,2,1
apriori,network_type=4G;obstruction_level=Low,band=LTE_Anchor,0.0978,0.2478,0.0978,1.0,4.035512510088782,1.0,0.07356516,inf,0.833739747284416,0.39467312348668276,1.0,0.6973365617433414,network_type=4G;obstruction_level=Low,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;obstruction_level=Low,network_type=4G,0.0978,0.2478,0.0978,1.0,4.035512510088782,1.0,0.07356516,inf,0.833739747284416,0.39467312348668276,1.0,0.6973365617433414,band=LTE_Anchor;obstruction_level=Low,network_type=4G,2,1
apriori,congestion_level=High;network_type=4G,band=LTE_Anchor,0.09422,0.2478,0.09422,1.0,4.035512510088782,1.0,0.07087228400000001,inf,0.8304444787917596,0.38022598870056495,1.0,0.6901129943502825,congestion_level=High;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;congestion_level=High,network_type=4G,0.09422,0.2478,0.09422,1.0,4.035512510088782,1.0,0.07087228400000001,inf,0.8304444787917596,0.38022598870056495,1.0,0.6901129943502825,band=LTE_Anchor;congestion_level=High,network_type=4G,2,1
apriori,latency_ms=latency_moderate;network_type=4G,band=LTE_Anchor,0.08646,0.2478,0.08646,1.0,4.035512510088782,1.0,0.065035212,inf,0.8233903277360597,0.348910411622276,1.0,0.674455205811138,latency_ms=latency_moderate;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;latency_ms=latency_moderate,network_type=4G,0.08646,0.2478,0.08646,1.0,4.035512510088782,1.0,0.065035212,inf,0.8233903277360597,0.348910411622276,1.0,0.674455205811138,band=LTE_Anchor;latency_ms=latency_moderate,network_type=4G,2,1
apriori,downlink_shortfall_fraction=shortfall_low;network_type=4G,band=LTE_Anchor,0.08498,0.2478,0.08498,1.0,4.035512510088782,1.0,0.063921956,inf,0.8220585342396888,0.3429378531073447,1.0,0.6714689265536723,downlink_shortfall_fraction=shortfall_low;network_type=4G,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low,network_type=4G,0.08498,0.2478,0.08498,1.0,4.035512510088782,1.0,0.063921956,inf,0.8220585342396888,0.3429378531073447,1.0,0.6714689265536723,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low,network_type=4G,2,1
apriori,network_type=4G;offered_downlink_mbps=offered_moderate,band=LTE_Anchor,0.08216,0.2478,0.08216,1.0,4.035512510088782,1.0,0.061800752,inf,0.8195328161771115,0.3315577078288943,1.0,0.6657788539144471,network_type=4G;offered_downlink_mbps=offered_moderate,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;offered_downlink_mbps=offered_moderate,network_type=4G,0.08216,0.2478,0.08216,1.0,4.035512510088782,1.0,0.061800752,inf,0.8195328161771115,0.3315577078288943,1.0,0.6657788539144471,band=LTE_Anchor;offered_downlink_mbps=offered_moderate,network_type=4G,2,1
apriori,network_type=4G;offered_downlink_mbps=offered_high,band=LTE_Anchor,0.0782,0.2478,0.0782,1.0,4.035512510088782,1.0,0.058822040000000006,inf,0.8160121501410286,0.3155770782889427,1.0,0.6577885391444713,network_type=4G;offered_downlink_mbps=offered_high,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;offered_downlink_mbps=offered_high,network_type=4G,0.0782,0.2478,0.0782,1.0,4.035512510088782,1.0,0.058822040000000006,inf,0.8160121501410286,0.3155770782889427,1.0,0.6577885391444713,band=LTE_Anchor;offered_downlink_mbps=offered_high,network_type=4G,2,1
apriori,network_type=4G;service_degraded=0,band=LTE_Anchor,0.07664,0.2478,0.07664,1.0,4.035512510088782,1.0,0.057648608000000004,inf,0.8146335123895341,0.30928167877320417,1.0,0.6546408393866021,network_type=4G;service_degraded=0,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;service_degraded=0,network_type=4G,0.07664,0.2478,0.07664,1.0,4.035512510088782,1.0,0.057648608000000004,inf,0.8146335123895341,0.30928167877320417,1.0,0.6546408393866021,band=LTE_Anchor;service_degraded=0,network_type=4G,2,1
apriori,network_type=4G;signal_strength_dbm=signal_moderate,band=LTE_Anchor,0.07534,0.2478,0.07534,1.0,4.035512510088782,1.0,0.05667074800000001,inf,0.813488201068501,0.30403551251008887,1.0,0.6520177562550444,network_type=4G;signal_strength_dbm=signal_moderate,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;signal_strength_dbm=signal_moderate,network_type=4G,0.07534,0.2478,0.07534,1.0,4.035512510088782,1.0,0.05667074800000001,inf,0.813488201068501,0.30403551251008887,1.0,0.6520177562550444,band=LTE_Anchor;signal_strength_dbm=signal_moderate,network_type=4G,2,1
apriori,network_type=4G;tower_load=Moderate,band=LTE_Anchor,0.0749,0.2478,0.0749,1.0,4.035512510088782,1.0,0.05633977999999999,inf,0.8131012863474218,0.3022598870056497,1.0,0.6511299435028248,network_type=4G;tower_load=Moderate,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;tower_load=Moderate,network_type=4G,0.0749,0.2478,0.0749,1.0,4.035512510088782,1.0,0.05633977999999999,inf,0.8131012863474218,0.3022598870056497,1.0,0.6511299435028248,band=LTE_Anchor;tower_load=Moderate,network_type=4G,2,1
apriori,network_type=4G;signal_strength_dbm=signal_weak,band=LTE_Anchor,0.07144,0.2478,0.07144,1.0,4.035512510088782,1.0,0.053737168,inf,0.8100715085724132,0.28829701372074257,1.0,0.6441485068603713,network_type=4G;signal_strength_dbm=signal_weak,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;signal_strength_dbm=signal_weak,network_type=4G,0.07144,0.2478,0.07144,1.0,4.035512510088782,1.0,0.053737168,inf,0.8100715085724132,0.28829701372074257,1.0,0.6441485068603713,band=LTE_Anchor;signal_strength_dbm=signal_weak,network_type=4G,2,1
apriori,network_type=4G;time_of_day=morning,band=LTE_Anchor,0.06504,0.2478,0.06504,1.0,4.035512510088782,1.0,0.048923088,inf,0.8045263968512022,0.2624697336561743,1.0,0.6312348668280872,network_type=4G;time_of_day=morning,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;time_of_day=morning,network_type=4G,0.06504,0.2478,0.06504,1.0,4.035512510088782,1.0,0.048923088,inf,0.8045263968512022,0.2624697336561743,1.0,0.6312348668280872,band=LTE_Anchor;time_of_day=morning,network_type=4G,2,1
apriori,network_type=4G;offered_downlink_mbps=offered_low,band=LTE_Anchor,0.06448,0.2478,0.06448,1.0,4.035512510088782,1.0,0.048501855999999996,inf,0.8040448093039165,0.2602098466505246,1.0,0.6301049233252622,network_type=4G;offered_downlink_mbps=offered_low,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;offered_downlink_mbps=offered_low,network_type=4G,0.06448,0.2478,0.06448,1.0,4.035512510088782,1.0,0.048501855999999996,inf,0.8040448093039165,0.2602098466505246,1.0,0.6301049233252622,band=LTE_Anchor;offered_downlink_mbps=offered_low,network_type=4G,2,1
apriori,app_type=Browse;network_type=4G,band=LTE_Anchor,0.06268,0.2478,0.06268,1.0,4.035512510088782,1.0,0.047147896,inf,0.8025007468100542,0.25294592413236483,1.0,0.6264729620661824,app_type=Browse;network_type=4G,band=LTE_Anchor,2,1
apriori,app_type=Browse;band=LTE_Anchor,network_type=4G,0.06268,0.2478,0.06268,1.0,4.035512510088782,1.0,0.047147896,inf,0.8025007468100542,0.25294592413236483,1.0,0.6264729620661824,app_type=Browse;band=LTE_Anchor,network_type=4G,2,1
apriori,network_type=4G;time_of_day=afternoon,band=LTE_Anchor,0.06268,0.2478,0.06268,1.0,4.035512510088782,1.0,0.047147896,inf,0.8025007468100542,0.25294592413236483,1.0,0.6264729620661824,network_type=4G;time_of_day=afternoon,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;time_of_day=afternoon,network_type=4G,0.06268,0.2478,0.06268,1.0,4.035512510088782,1.0,0.047147896,inf,0.8025007468100542,0.25294592413236483,1.0,0.6264729620661824,band=LTE_Anchor;time_of_day=afternoon,network_type=4G,2,1
apriori,app_type=Streaming;network_type=4G,band=LTE_Anchor,0.06208,0.2478,0.06208,1.0,4.035512510088782,1.0,0.046696576000000004,inf,0.8019873763220744,0.25052461662631154,1.0,0.6252623083131558,app_type=Streaming;network_type=4G,band=LTE_Anchor,2,1
apriori,app_type=Streaming;band=LTE_Anchor,network_type=4G,0.06208,0.2478,0.06208,1.0,4.035512510088782,1.0,0.046696576000000004,inf,0.8019873763220744,0.25052461662631154,1.0,0.6252623083131558,app_type=Streaming;band=LTE_Anchor,network_type=4G,2,1
apriori,app_type=Call;network_type=4G,band=LTE_Anchor,0.06206,0.2478,0.06206,1.0,4.035512510088782,1.0,0.046681532,inf,0.8019702752841332,0.2504439063761098,1.0,0.6252219531880548,app_type=Call;network_type=4G,band=LTE_Anchor,2,1
apriori,app_type=Call;band=LTE_Anchor,network_type=4G,0.06206,0.2478,0.06206,1.0,4.035512510088782,1.0,0.046681532,inf,0.8019702752841332,0.2504439063761098,1.0,0.6252219531880548,app_type=Call;band=LTE_Anchor,network_type=4G,2,1
apriori,network_type=4G;signal_strength_dbm=signal_strong,band=LTE_Anchor,0.06198,0.2478,0.06198,1.0,4.035512510088782,1.0,0.046621356,inf,0.8019018784247671,0.25012106537530265,1.0,0.6250605326876513,network_type=4G;signal_strength_dbm=signal_strong,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;signal_strength_dbm=signal_strong,network_type=4G,0.06198,0.2478,0.06198,1.0,4.035512510088782,1.0,0.046621356,inf,0.8019018784247671,0.25012106537530265,1.0,0.6250605326876513,band=LTE_Anchor;signal_strength_dbm=signal_strong,network_type=4G,2,1
apriori,network_type=4G;time_of_day=night,band=LTE_Anchor,0.0615,0.2478,0.0615,1.0,4.035512510088782,1.0,0.0462603,inf,0.8014917421417155,0.24818401937046003,1.0,0.62409200968523,network_type=4G;time_of_day=night,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;time_of_day=night,network_type=4G,0.0615,0.2478,0.0615,1.0,4.035512510088782,1.0,0.0462603,inf,0.8014917421417155,0.24818401937046003,1.0,0.62409200968523,band=LTE_Anchor;time_of_day=night,network_type=4G,2,1
apriori,app_type=Gaming;network_type=4G,band=LTE_Anchor,0.06098,0.2478,0.06098,1.0,4.035512510088782,1.0,0.045869156,inf,0.8010479010031736,0.24608555286521389,1.0,0.623042776432607,app_type=Gaming;network_type=4G,band=LTE_Anchor,2,1
apriori,app_type=Gaming;band=LTE_Anchor,network_type=4G,0.06098,0.2478,0.06098,1.0,4.035512510088782,1.0,0.045869156,inf,0.8010479010031736,0.24608555286521389,1.0,0.623042776432607,app_type=Gaming;band=LTE_Anchor,network_type=4G,2,1
apriori,network_type=4G;time_of_day=evening,band=LTE_Anchor,0.05858,0.2478,0.05858,1.0,4.035512510088782,1.0,0.044063876,inf,0.7990057572603089,0.23640032284100082,1.0,0.6182001614205004,network_type=4G;time_of_day=evening,band=LTE_Anchor,2,1
apriori,band=LTE_Anchor;time_of_day=evening,network_type=4G,0.05858,0.2478,0.05858,1.0,4.035512510088782,1.0,0.044063876,inf,0.7990057572603089,0.23640032284100082,1.0,0.6182001614205004,band=LTE_Anchor;time_of_day=evening,network_type=4G,2,1
apriori,network_type=4G,band=LTE_Anchor;infrastructure_profile=Nominal,0.2478,0.1906,0.1906,0.7691686844229217,4.035512510088782,1.0,0.14336932,3.506456643356644,1.0,0.7691686844229216,0.7148118166826313,0.8845843422114609,network_type=4G,band=LTE_Anchor;infrastructure_profile=Nominal,1,2
apriori,band=LTE_Anchor,infrastructure_profile=Nominal;network_type=4G,0.2478,0.1906,0.1906,0.7691686844229217,4.035512510088782,1.0,0.14336932,3.506456643356644,1.0,0.7691686844229216,0.7148118166826313,0.8845843422114609,band=LTE_Anchor,infrastructure_profile=Nominal;network_type=4G,1,2
apriori,network_type=4G,band=LTE_Anchor;service_degraded=1,0.2478,0.17116,0.17116,0.6907183212267959,4.035512510088782,1.0,0.12874655200000001,2.6798871607515666,1.0,0.6907183212267959,0.6268499604589497,0.8453591606133979,network_type=4G,band=LTE_Anchor;service_degraded=1,1,2
apriori,band=LTE_Anchor,network_type=4G;service_degraded=1,0.2478,0.17116,0.17116,0.6907183212267959,4.035512510088782,1.0,0.12874655200000001,2.6798871607515666,1.0,0.6907183212267959,0.6268499604589497,0.8453591606133979,band=LTE_Anchor,network_type=4G;service_degraded=1,1,2
apriori,network_type=4G,band=LTE_Anchor;weather=Clear,0.2478,0.178,0.178,0.718321226795803,4.035512510088781,1.0,0.1338916,2.9182177650429795,1.0,0.7183212267958031,0.6573250934255511,0.8591606133979015,network_type=4G,band=LTE_Anchor;weather=Clear,1,2
apriori,band=LTE_Anchor,network_type=4G;weather=Clear,0.2478,0.178,0.178,0.718321226795803,4.035512510088781,1.0,0.1338916,2.9182177650429795,1.0,0.7183212267958031,0.6573250934255511,0.8591606133979015,band=LTE_Anchor,network_type=4G;weather=Clear,1,2
apriori,congestion_level=Medium;latency_ms=latency_low,signal_strength_dbm=signal_strong,0.06904,0.24386,0.06688,0.9687137891077635,3.972417736027899,1.0,0.050043905599999994,24.168474814814736,0.803755412430159,0.27184781725063,0.9586237854203765,0.6214847548015648,congestion_level=Medium;latency_ms=latency_low,signal_strength_dbm=signal_strong,2,1
apriori,network_type=5G_SA;offered_downlink_mbps=offered_low,app_type=Call,0.05482,0.24746,0.05322,0.9708135716891646,3.9231131160153745,1.0,0.0396542428,25.783901750000055,0.7883158666397033,0.21368344977113948,0.9612161103584721,0.5929393163545638,network_type=5G_SA;offered_downlink_mbps=offered_low,app_type=Call,2,1
apriori,app_type=Call;latency_ms=latency_high,offered_downlink_mbps=offered_low,0.0749,0.178,0.05204,0.69479305740988,3.903331783201573,1.0,0.0387078,2.6932545931758543,0.8040304926629448,0.2590859304988549,0.6287020163137226,0.49357630398583885,app_type=Call;latency_ms=latency_high,offered_downlink_mbps=offered_low,2,1
apriori,band=n28;latency_ms=latency_low,signal_strength_dbm=signal_strong,0.05674,0.24386,0.05394,0.9506520972858654,3.8983519121047547,1.0,0.0401033836,15.322637000000022,0.7882040394293299,0.21868158598881052,0.9347370821354054,0.5859222923893446,band=n28;latency_ms=latency_low,signal_strength_dbm=signal_strong,2,1
apriori,network_type=5G_NSA;offered_downlink_mbps=offered_low,app_type=Call,0.0587,0.24746,0.05632,0.9594548551959114,3.877211893622854,1.0,0.041794098,18.560545378151275,0.7883594029171455,0.22542427153378164,0.9461222728305624,0.5935235966757865,network_type=5G_NSA;offered_downlink_mbps=offered_low,app_type=Call,2,1
apriori,latency_ms=latency_low;movement_speed=Walking,signal_strength_dbm=signal_strong,0.05744,0.24386,0.05418,0.9432451253481894,3.867978042106903,1.0,0.040172681599999996,13.322908466257662,0.7866522995987334,0.21924571058595013,0.9249413142383546,0.582710892043405,latency_ms=latency_low;movement_speed=Walking,signal_strength_dbm=signal_strong,2,1
apriori,app_type=Call;downlink_shortfall_fraction=shortfall_low,offered_downlink_mbps=offered_low,0.19152,0.178,0.13168,0.6875522138680034,3.8626528868988954,1.0,0.09758944,2.6308395721925137,0.9166714959942233,0.5536495122771612,0.6198932042189821,0.7136637473834399,app_type=Call;downlink_shortfall_fraction=shortfall_low,offered_downlink_mbps=offered_low,2,1
