rule_id,plot_rank,is_labeled_in_bubble_plot,algorithm,antecedent_text,antecedent_display,consequent_text,consequent_display,support,support_count,confidence,lift,leverage,conviction,antecedent_count,consequent_count,bubble_size
R48,48,False,apriori;fp_growth,movement_speed=Walking;network_type=4G,Mobility State: Walking + Network Type: 4G,service_degraded=1,Service Degraded: 1,0.08388,4194,0.7323205866946044,1.443963614430563,0.02578989359999999,1.8411576516634043,2,1,167.67597439209197
R49,49,False,apriori;fp_growth,signal_strength_dbm=signal_weak;time_of_day=afternoon,Signal Strength (dBm): Signal Weak + Time Of Day: Afternoon,service_degraded=1,Service Degraded: 1,0.05408,2704,0.7316017316017317,1.4425462015966,0.0165907328,1.8362264516129037,2,1,166.62238524833964
R50,50,False,apriori;fp_growth,congestion_level=High;movement_speed=Walking,Congestion Level: High + Mobility State: Walking,service_degraded=1,Service Degraded: 1,0.12594,6297,0.720398123784464,1.420455327282246,0.03727828879999999,1.7626491162029456,2,1,150.2018302795197
R51,51,False,apriori;fp_growth,movement_speed=Walking;tower_load=Heavy,Mobility State: Walking + Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.06488,3244,0.7170645446507514,1.4138822948394025,0.018992163199999988,1.741881374999999,2,1,145.31597383926933
R52,52,False,apriori;fp_growth,congestion_level=High;weather=Rainy,Congestion Level: High + Weather: Rainy,service_degraded=1,Service Degraded: 1,0.05372,2686,0.715503462972829,1.4108042096632796,0.015642427199999996,1.7323233707865164,2,1,143.0279762655203
R53,53,False,apriori;fp_growth,obstruction_level=Low;signal_strength_dbm=signal_weak,Obstruction Level: Low + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.08182,4091,0.7125936248040411,1.4050666945422372,0.023587888799999998,1.7147845090909088,2,1,138.76317528531217
R54,54,False,apriori;fp_growth,app_type=Streaming;offered_downlink_mbps=offered_very_high,Application Type: Streaming + Offered Downlink (Mbps): Offered Very High,service_degraded=1,Service Degraded: 1,0.11494,5747,0.7052399067370229,1.3905668955300552,0.03228306319999999,1.6720038134887587,2,1,127.98520682067476
R55,55,False,apriori;fp_growth,congestion_level=High;network_type=5G_NSA,Congestion Level: High + Network Type: 5G NSA,service_degraded=1,Service Degraded: 1,0.10772,5386,0.7043284948345757,1.3887698060465645,0.030154949599999994,1.666849836355595,2,1,126.64939700945455
R56,56,False,apriori;fp_growth,band=LTE_Anchor;obstruction_level=Medium,Radio Band: LTE Anchor + Obstruction Level: Medium,service_degraded=1,Service Degraded: 1,0.07652,3826,0.6994515539305303,1.3791536279093979,0.021036696,1.6398021897810222,2,1,119.50151415772383
R57,57,False,apriori;fp_growth,network_type=4G;obstruction_level=Medium,Network Type: 4G + Obstruction Level: Medium,service_degraded=1,Service Degraded: 1,0.07652,3826,0.6994515539305303,1.3791536279093979,0.021036696,1.6398021897810222,2,1,119.50151415772383
R58,58,False,apriori;fp_growth,movement_speed=Static;signal_strength_dbm=signal_weak,Mobility State: Static + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.10028,5014,0.697745616476482,1.375789921280231,0.027390964799999987,1.6305470718232042,2,1,117.00120888156141
R59,59,False,apriori;fp_growth,band=LTE_Anchor;infrastructure_profile=Nominal,Radio Band: LTE Anchor + Infrastructure Profile: Nominal,service_degraded=1,Service Degraded: 1,0.13228,6614,0.6940188877229801,1.3684416904388754,0.035615304,1.6106876543209878,2,1,111.53913315123809
R60,60,False,apriori;fp_growth,infrastructure_profile=Nominal;network_type=4G,Infrastructure Profile: Nominal + Network Type: 4G,service_degraded=1,Service Degraded: 1,0.13228,6614,0.6940188877229801,1.3684416904388754,0.035615304,1.6106876543209878,2,1,111.53913315123809
R61,61,False,apriori;fp_growth,network_type=5G_NSA;tower_load=Heavy,Network Type: 5G NSA + Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.05414,2707,0.6935690494491417,1.3675547153741257,0.014551090399999994,1.6083231772575248,2,1,110.87982820026869
R62,62,False,apriori;fp_growth,congestion_level=High;time_of_day=morning,Congestion Level: High + Time Of Day: Morning,service_degraded=1,Service Degraded: 1,0.07798,3899,0.6934020985239195,1.3672255274941232,0.020944786399999984,1.6074474013921107,2,1,110.63513676788217
R63,63,False,apriori;fp_growth,app_type=Streaming;movement_speed=Walking,Application Type: Streaming + Mobility State: Walking,service_degraded=1,Service Degraded: 1,0.07916,3958,0.6932912944473637,1.367007047967828,0.021252471199999984,1.6068666818960586,2,1,110.47273689995298
R64,64,False,apriori;fp_growth,movement_speed=Walking;offered_downlink_mbps=offered_very_high,Mobility State: Walking + Offered Downlink (Mbps): Offered Very High,service_degraded=1,Service Degraded: 1,0.0819,4095,0.69265899864682,1.3657603096593185,0.021933401599999992,1.6035608585580625,2,1,109.54601328388894
R65,65,False,apriori;fp_growth,band=LTE_Anchor,Radio Band: LTE Anchor,service_degraded=1,Service Degraded: 1,0.17116,8558,0.6907183212267959,1.3619337511373053,0.04548575199999999,1.5934988517745305,1,1,106.70166164538017
R66,66,False,apriori;fp_growth,network_type=4G,Network Type: 4G,service_degraded=1,Service Degraded: 1,0.17116,8558,0.6907183212267959,1.3619337511373053,0.04548575199999999,1.5934988517745305,1,1,106.70166164538017
R67,67,False,apriori;fp_growth,band=LTE_Anchor;network_type=4G,Radio Band: LTE Anchor + Network Type: 4G,service_degraded=1,Service Degraded: 1,0.17116,8558,0.6907183212267959,1.3619337511373053,0.04548575199999999,1.5934988517745305,2,1,106.70166164538017
R68,68,False,apriori;fp_growth,app_type=Gaming;congestion_level=High,Application Type: Gaming + Congestion Level: High,service_degraded=1,Service Degraded: 1,0.06572,3286,0.6845833333333333,1.3498370008149958,0.017032639999999995,1.5625046235138702,2,1,97.70992366412219
R69,69,False,apriori;fp_growth,congestion_level=High;infrastructure_profile=Nominal,Congestion Level: High + Infrastructure Profile: Nominal,service_degraded=1,Service Degraded: 1,0.19668,9834,0.6815441125511124,1.3438443736712522,0.05032376719999998,1.5475926789989118,2,1,93.25549320468376
R70,70,False,apriori;fp_growth,congestion_level=High;time_of_day=afternoon,Congestion Level: High + Time Of Day: Afternoon,service_degraded=1,Service Degraded: 1,0.06198,3099,0.6810989010989011,1.3429665216083704,0.01582844,1.5454321157822193,2,1,92.6029695495346
R71,71,False,apriori;fp_growth,band=LTE_Anchor;tower_load=Moderate,Radio Band: LTE Anchor + Tower Load: Moderate,service_degraded=1,Service Degraded: 1,0.05092,2546,0.6798397863818425,1.3404838441159446,0.012933715999999998,1.5393542952460384,2,1,90.75754950621197
R72,72,False,apriori;fp_growth,network_type=4G;tower_load=Moderate,Network Type: 4G + Tower Load: Moderate,service_degraded=1,Service Degraded: 1,0.05092,2546,0.6798397863818425,1.3404838441159446,0.012933715999999998,1.5393542952460384,2,1,90.75754950621197
R73,73,False,apriori;fp_growth,congestion_level=High;obstruction_level=Medium,Congestion Level: High + Obstruction Level: Medium,service_degraded=1,Service Degraded: 1,0.10888,5444,0.678972312297331,1.338773389654805,0.027551822399999995,1.5351946853146852,2,1,89.48613710753862
R74,74,False,apriori;fp_growth,infrastructure_profile=Nominal;tower_load=Heavy,Infrastructure Profile: Nominal + Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.10166,5083,0.6776429809358753,1.336152261487253,0.025575856800000005,1.528863870967742,2,1,87.53780411975617
R75,75,False,apriori;fp_growth,congestion_level=High;tower_load=Light,Congestion Level: High + Tower Load: Light,service_degraded=1,Service Degraded: 1,0.0777,3885,0.6775374956400418,1.3359442693430905,0.0195388912,1.5283637425635477,2,1,87.3831997167026
R76,76,False,apriori;fp_growth,network_type=5G_NSA;offered_downlink_mbps=offered_very_high,Network Type: 5G NSA + Offered Downlink (Mbps): Offered Very High,service_degraded=1,Service Degraded: 1,0.07856,3928,0.6768912631397553,1.3346700511470844,0.0196990104,1.525306944,2,1,86.4360497926186
R77,77,False,apriori;fp_growth,congestion_level=Medium;signal_strength_dbm=signal_weak,Congestion Level: Medium + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.08398,4199,0.6755148005148005,1.331955991235114,0.020929868799999987,1.5188366088249874,2,1,84.4186389224557
R78,78,False,apriori;fp_growth,congestion_level=High,Congestion Level: High,service_degraded=1,Service Degraded: 1,0.25936,12968,0.6752759841699646,1.3314851016838167,0.06456998719999996,1.517719589480436,1,1,84.06861802010077
R79,79,False,apriori;fp_growth,obstruction_level=Medium;tower_load=Heavy,Obstruction Level: Medium + Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.05728,2864,0.6735653809971778,1.3281121953568453,0.014151113599999994,1.5097663400576367,2,1,81.5614744386117
R80,80,False,apriori;fp_growth,tower_load=Heavy,Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.1345,6725,0.6725,1.3260115151037146,0.033067999999999986,1.5048549618320608,1,1,80.0
