algorithm,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_text,consequent_text,antecedent_count,consequent_count
fp_growth,signal_strength_dbm=signal_very_weak;weather=Clear,service_degraded=1,0.09988,0.50716,0.0962,0.9631557869443331,1.899116229482477,1.0,0.04554485919999999,13.37632043478258,0.525973520000983,0.18831728134053713,0.9252410253719932,0.5764197579725214,signal_strength_dbm=signal_very_weak;weather=Clear,service_degraded=1,2,1
apriori,signal_strength_dbm=signal_very_weak,service_degraded=1,0.17222,0.50716,0.16584,0.9629543607014283,1.898719064400639,1.0,0.07849690479999998,13.303590094043832,0.5718054813368909,0.3229349223040074,0.924832320228529,0.6449758789862532,signal_strength_dbm=signal_very_weak,service_degraded=1,1,1
fp_growth,signal_strength_dbm=signal_very_weak,service_degraded=1,0.17222,0.50716,0.16584,0.9629543607014283,1.898719064400639,1.0,0.07849690479999998,13.303590094043832,0.5718054813368909,0.3229349223040074,0.924832320228529,0.6449758789862532,signal_strength_dbm=signal_very_weak,service_degraded=1,1,1
apriori,band=n78;signal_strength_dbm=signal_very_weak,service_degraded=1,0.05642,0.50716,0.05428,0.9620701878766396,1.8969756839589862,1.0,0.0256660328,12.99347327102806,0.5011182032499096,0.10657765560573335,0.9230382839798709,0.5345487779828028,band=n78;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
fp_growth,band=n78;signal_strength_dbm=signal_very_weak,service_degraded=1,0.05642,0.50716,0.05428,0.9620701878766396,1.8969756839589862,1.0,0.0256660328,12.99347327102806,0.5011182032499096,0.10657765560573335,0.9230382839798709,0.5345487779828028,band=n78;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
apriori,movement_speed=Static;signal_strength_dbm=signal_very_weak,service_degraded=1,0.07728,0.50716,0.07398,0.9572981366459627,1.887566323538849,1.0,0.0347866752,11.54141672727273,0.5095991104124468,0.144928104063002,0.9133555244013528,0.5515846310645225,movement_speed=Static;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
fp_growth,movement_speed=Static;signal_strength_dbm=signal_very_weak,service_degraded=1,0.07728,0.50716,0.07398,0.9572981366459627,1.887566323538849,1.0,0.0347866752,11.54141672727273,0.5095991104124468,0.144928104063002,0.9133555244013528,0.5515846310645225,movement_speed=Static;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
apriori,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,0.05758,0.50716,0.05512,0.9572768322334144,1.887524316258014,1.0,0.0259177272,11.535661463414645,0.49893412780468305,0.10815902044660729,0.9133122965534746,0.5329802411817754,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
fp_growth,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,0.05758,0.50716,0.05512,0.9572768322334144,1.887524316258014,1.0,0.0259177272,11.535661463414645,0.49893412780468305,0.10815902044660729,0.9133122965534746,0.5329802411817754,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
apriori,congestion_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,0.07536,0.50716,0.07212,0.9570063694267517,1.886991027341966,1.0,0.0339004224,11.46309333333335,0.5083662546617954,0.14130094043887145,0.9127635123503605,0.5496050066236211,congestion_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
fp_growth,congestion_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,0.07536,0.50716,0.07212,0.9570063694267517,1.886991027341966,1.0,0.0339004224,11.46309333333335,0.5083662546617954,0.14130094043887145,0.9127635123503605,0.5496050066236211,congestion_level=Medium;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
apriori,offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,service_degraded=1,0.07666,0.50716,0.07308,0.9533002869814766,1.879683506154816,1.0,0.034201114399999996,10.553383910614517,0.5068507208705871,0.14308650193836397,0.9052436632202675,0.5486984122816524,offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,service_degraded=1,0.07666,0.50716,0.07308,0.9533002869814766,1.879683506154816,1.0,0.034201114399999996,10.553383910614517,0.5068507208705871,0.14308650193836397,0.9052436632202675,0.5486984122816524,offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,band=LTE_Anchor;signal_strength_dbm=signal_weak,service_degraded=1,0.07144,0.50716,0.06804,0.9524076147816349,1.8779233669485662,1.0,0.031808489599999996,10.355438117647058,0.5034644047787455,0.13326543403321842,0.9034323812629553,0.5432832300582202,band=LTE_Anchor;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,network_type=4G;signal_strength_dbm=signal_weak,service_degraded=1,0.07144,0.50716,0.06804,0.9524076147816349,1.8779233669485662,1.0,0.031808489599999996,10.355438117647058,0.5034644047787455,0.13326543403321842,0.9034323812629553,0.5432832300582202,network_type=4G;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,network_type=4G;signal_strength_dbm=signal_weak,service_degraded=1,0.07144,0.50716,0.06804,0.9524076147816349,1.8779233669485662,1.0,0.031808489599999996,10.355438117647058,0.5034644047787455,0.13326543403321842,0.9034323812629553,0.5432832300582202,network_type=4G;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,band=LTE_Anchor;signal_strength_dbm=signal_weak,service_degraded=1,0.07144,0.50716,0.06804,0.9524076147816349,1.8779233669485662,1.0,0.031808489599999996,10.355438117647058,0.5034644047787455,0.13326543403321842,0.9034323812629553,0.5432832300582202,band=LTE_Anchor;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,signal_strength_dbm=signal_very_weak;tower_load=Light,service_degraded=1,0.08614,0.50716,0.08138,0.9447411191084282,1.8628068442078005,1.0,0.03769323759999999,8.918747394957988,0.5068344050057609,0.15897015158618533,0.8878766315810976,0.552601650334244,signal_strength_dbm=signal_very_weak;tower_load=Light,service_degraded=1,2,1
fp_growth,signal_strength_dbm=signal_very_weak;tower_load=Light,service_degraded=1,0.08614,0.50716,0.08138,0.9447411191084282,1.8628068442078005,1.0,0.03769323759999999,8.918747394957988,0.5068344050057609,0.15897015158618533,0.8878766315810976,0.552601650334244,signal_strength_dbm=signal_very_weak;tower_load=Light,service_degraded=1,2,1
apriori,congestion_level=High;signal_strength_dbm=signal_weak,service_degraded=1,0.11282,0.50716,0.10568,0.9367133486970395,1.8469779728232498,1.0,0.04846220879999999,7.787424201680666,0.5168906270374438,0.20548318102274932,0.8715878351940579,0.5725447017954792,congestion_level=High;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,congestion_level=High;signal_strength_dbm=signal_weak,service_degraded=1,0.11282,0.50716,0.10568,0.9367133486970395,1.8469779728232498,1.0,0.04846220879999999,7.787424201680666,0.5168906270374438,0.20548318102274932,0.8715878351940579,0.5725447017954792,congestion_level=High;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,signal_strength_dbm=signal_weak;tower_load=Heavy,service_degraded=1,0.05832,0.50716,0.0546,0.9362139917695474,1.8459933586433224,1.0,0.0250224288,7.726459354838724,0.4866687640793494,0.10687441277795175,0.8705746119826869,0.521936162222813,signal_strength_dbm=signal_weak;tower_load=Heavy,service_degraded=1,2,1
fp_growth,signal_strength_dbm=signal_weak;tower_load=Heavy,service_degraded=1,0.05832,0.50716,0.0546,0.9362139917695474,1.8459933586433224,1.0,0.0250224288,7.726459354838724,0.4866687640793494,0.10687441277795175,0.8705746119826869,0.521936162222813,signal_strength_dbm=signal_weak;tower_load=Heavy,service_degraded=1,2,1
apriori,app_type=Streaming;signal_strength_dbm=signal_weak,service_degraded=1,0.07312,0.50716,0.06738,0.9214989059080961,1.8169786771592713,1.0,0.030296460799999987,6.278129059233437,0.48510681948618434,0.13137063755117956,0.8407168775020212,0.527178193390991,app_type=Streaming;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,app_type=Streaming;signal_strength_dbm=signal_weak,service_degraded=1,0.07312,0.50716,0.06738,0.9214989059080961,1.8169786771592713,1.0,0.030296460799999987,6.278129059233437,0.48510681948618434,0.13137063755117956,0.8407168775020212,0.527178193390991,app_type=Streaming;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,network_type=5G_SA;signal_strength_dbm=signal_very_weak,service_degraded=1,0.06242,0.50716,0.05736,0.9189362383851329,1.8119257007357301,1.0,0.025703072799999997,6.07965865612648,0.47793360591853384,0.11198313224786223,0.8355170813755639,0.5160183203125286,network_type=5G_SA;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
fp_growth,network_type=5G_SA;signal_strength_dbm=signal_very_weak,service_degraded=1,0.06242,0.50716,0.05736,0.9189362383851329,1.8119257007357301,1.0,0.025703072799999997,6.07965865612648,0.47793360591853384,0.11198313224786223,0.8355170813755639,0.5160183203125286,network_type=5G_SA;signal_strength_dbm=signal_very_weak,service_degraded=1,2,1
apriori,congestion_level=High;obstruction_level=High,service_degraded=1,0.06102,0.50716,0.05432,0.890199934447722,1.7552644815200764,1.0,0.023373096799999996,4.48852191044776,0.458247552862723,0.10570972638461838,0.7772095090652585,0.49865308655503854,congestion_level=High;obstruction_level=High,service_degraded=1,2,1
fp_growth,congestion_level=High;obstruction_level=High,service_degraded=1,0.06102,0.50716,0.05432,0.890199934447722,1.7552644815200764,1.0,0.023373096799999996,4.48852191044776,0.458247552862723,0.10570972638461838,0.7772095090652585,0.49865308655503854,congestion_level=High;obstruction_level=High,service_degraded=1,2,1
apriori,band=LTE_Anchor;congestion_level=High,service_degraded=1,0.09422,0.50716,0.08166,0.8666949692209722,1.7089182293969796,1.0,0.03387538479999999,3.697084777070064,0.45798592842017705,0.15712306626645114,0.7295166163886296,0.5138546223973778,band=LTE_Anchor;congestion_level=High,service_degraded=1,2,1
apriori,congestion_level=High;network_type=4G,service_degraded=1,0.09422,0.50716,0.08166,0.8666949692209722,1.7089182293969796,1.0,0.03387538479999999,3.697084777070064,0.45798592842017705,0.15712306626645114,0.7295166163886296,0.5138546223973778,congestion_level=High;network_type=4G,service_degraded=1,2,1
fp_growth,congestion_level=High;network_type=4G,service_degraded=1,0.09422,0.50716,0.08166,0.8666949692209722,1.7089182293969796,1.0,0.03387538479999999,3.697084777070064,0.45798592842017705,0.15712306626645114,0.7295166163886296,0.5138546223973778,congestion_level=High;network_type=4G,service_degraded=1,2,1
fp_growth,band=LTE_Anchor;congestion_level=High,service_degraded=1,0.09422,0.50716,0.08166,0.8666949692209722,1.7089182293969796,1.0,0.03387538479999999,3.697084777070064,0.45798592842017705,0.15712306626645114,0.7295166163886296,0.5138546223973778,band=LTE_Anchor;congestion_level=High,service_degraded=1,2,1
apriori,app_type=Streaming;congestion_level=High,service_degraded=1,0.09568,0.50716,0.07822,0.8175167224080268,1.611950316286826,1.0,0.02969493119999999,2.7007406185567007,0.4197999436506862,0.14909839502878272,0.6297311955361309,0.4858740643351751,app_type=Streaming;congestion_level=High,service_degraded=1,2,1
fp_growth,app_type=Streaming;congestion_level=High,service_degraded=1,0.09568,0.50716,0.07822,0.8175167224080268,1.611950316286826,1.0,0.02969493119999999,2.7007406185567007,0.4197999436506862,0.14909839502878272,0.6297311955361309,0.4858740643351751,app_type=Streaming;congestion_level=High,service_degraded=1,2,1
apriori,congestion_level=High;offered_downlink_mbps=offered_very_high,service_degraded=1,0.09984,0.50716,0.08134,0.8147035256410257,1.6064033552350847,1.0,0.03070514559999999,2.6597376,0.419360269345554,0.15473880455046984,0.6240230615230615,0.4875434183138483,congestion_level=High;offered_downlink_mbps=offered_very_high,service_degraded=1,2,1
fp_growth,congestion_level=High;offered_downlink_mbps=offered_very_high,service_degraded=1,0.09984,0.50716,0.08134,0.8147035256410257,1.6064033552350847,1.0,0.03070514559999999,2.6597376,0.419360269345554,0.15473880455046984,0.6240230615230615,0.4875434183138483,congestion_level=High;offered_downlink_mbps=offered_very_high,service_degraded=1,2,1
apriori,movement_speed=Walking;obstruction_level=High,service_degraded=1,0.08192,0.50716,0.06624,0.8085937499999999,1.594356317532928,1.0,0.024693452799999988,2.5748375510204062,0.40605136028476974,0.12669267844847368,0.6116259840922,0.4696017097661487,movement_speed=Walking;obstruction_level=High,service_degraded=1,2,1
fp_growth,movement_speed=Walking;obstruction_level=High,service_degraded=1,0.08192,0.50716,0.06624,0.8085937499999999,1.594356317532928,1.0,0.024693452799999988,2.5748375510204062,0.40605136028476974,0.12669267844847368,0.6116259840922,0.4696017097661487,movement_speed=Walking;obstruction_level=High,service_degraded=1,2,1
apriori,app_type=Gaming;signal_strength_dbm=signal_weak,service_degraded=1,0.07534,0.50716,0.06022,0.7993097955933103,1.5760505473485886,1.0,0.022010565599999997,2.4557252380952375,0.3952832217887471,0.11530213678486637,0.5927883199279893,0.4590247219152765,app_type=Gaming;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,app_type=Gaming;signal_strength_dbm=signal_weak,service_degraded=1,0.07534,0.50716,0.06022,0.7993097955933103,1.5760505473485886,1.0,0.022010565599999997,2.4557252380952375,0.3952832217887471,0.11530213678486637,0.5927883199279893,0.4590247219152765,app_type=Gaming;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,infrastructure_profile=Nominal;obstruction_level=High,service_degraded=1,0.1244,0.50716,0.0979,0.7869774919614149,1.5517341508821965,1.0,0.03480929599999999,2.313558339622642,0.40607550707385925,0.18345013679121538,0.5677653842249307,0.49000661016558006,infrastructure_profile=Nominal;obstruction_level=High,service_degraded=1,2,1
fp_growth,infrastructure_profile=Nominal;obstruction_level=High,service_degraded=1,0.1244,0.50716,0.0979,0.7869774919614149,1.5517341508821965,1.0,0.03480929599999999,2.313558339622642,0.40607550707385925,0.18345013679121538,0.5677653842249307,0.49000661016558006,infrastructure_profile=Nominal;obstruction_level=High,service_degraded=1,2,1
apriori,obstruction_level=High,service_degraded=1,0.1606,0.50716,0.12558,0.7819427148194271,1.5418067568803278,1.0,0.04413010399999999,2.2601400342661333,0.4186446131313582,0.2316204950385481,0.5575495390378766,0.5147784399872039,obstruction_level=High,service_degraded=1,1,1
fp_growth,obstruction_level=High,service_degraded=1,0.1606,0.50716,0.12558,0.7819427148194271,1.5418067568803278,1.0,0.04413010399999999,2.2601400342661333,0.4186446131313582,0.2316204950385481,0.5575495390378766,0.5147784399872039,obstruction_level=High,service_degraded=1,1,1
apriori,signal_strength_dbm=signal_weak;time_of_day=evening,service_degraded=1,0.071,0.50716,0.05508,0.775774647887324,1.5296447824893995,1.0,0.019071639999999994,2.1979673366834174,0.37271630734979466,0.10529938059187886,0.5450341853082622,0.44218971372203564,signal_strength_dbm=signal_weak;time_of_day=evening,service_degraded=1,2,1
fp_growth,signal_strength_dbm=signal_weak;time_of_day=evening,service_degraded=1,0.071,0.50716,0.05508,0.775774647887324,1.5296447824893995,1.0,0.019071639999999994,2.1979673366834174,0.37271630734979466,0.10529938059187886,0.5450341853082622,0.44218971372203564,signal_strength_dbm=signal_weak;time_of_day=evening,service_degraded=1,2,1
apriori,signal_strength_dbm=signal_weak;time_of_day=morning,service_degraded=1,0.075,0.50716,0.05816,0.7754666666666667,1.529037516102742,1.0,0.020123000000000002,2.1949524940617584,0.3740473623554779,0.11099236641221374,0.544409274139004,0.4450722401871862,signal_strength_dbm=signal_weak;time_of_day=morning,service_degraded=1,2,1
fp_growth,signal_strength_dbm=signal_weak;time_of_day=morning,service_degraded=1,0.075,0.50716,0.05816,0.7754666666666667,1.529037516102742,1.0,0.020123000000000002,2.1949524940617584,0.3740473623554779,0.11099236641221374,0.544409274139004,0.4450722401871862,signal_strength_dbm=signal_weak;time_of_day=morning,service_degraded=1,2,1
apriori,movement_speed=Walking;signal_strength_dbm=signal_weak,service_degraded=1,0.13606,0.50716,0.10426,0.7662795825371161,1.5109227512759604,1.0,0.035255810400000004,2.1086732830188692,0.39140773078655644,0.1934466379694226,0.5257681651998948,0.48592786603786164,movement_speed=Walking;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,movement_speed=Walking;signal_strength_dbm=signal_weak,service_degraded=1,0.13606,0.50716,0.10426,0.7662795825371161,1.5109227512759604,1.0,0.035255810400000004,2.1086732830188692,0.39140773078655644,0.1934466379694226,0.5257681651998948,0.48592786603786164,movement_speed=Walking;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,obstruction_level=High;weather=Clear,service_degraded=1,0.1138,0.50716,0.0872,0.7662565905096661,1.5108774164162513,1.0,0.029485191999999993,2.108465864661654,0.3815537528546789,0.1633693045563549,0.5257215130867342,0.46909722024891776,obstruction_level=High;weather=Clear,service_degraded=1,2,1
fp_growth,obstruction_level=High;weather=Clear,service_degraded=1,0.1138,0.50716,0.0872,0.7662565905096661,1.5108774164162513,1.0,0.029485191999999993,2.108465864661654,0.3815537528546789,0.1633693045563549,0.5257215130867342,0.46909722024891776,obstruction_level=High;weather=Clear,service_degraded=1,2,1
apriori,movement_speed=Static;obstruction_level=High,service_degraded=1,0.07868,0.50716,0.05934,0.7541942043721402,1.4870932336385758,1.0,0.019436651199999995,2.0049974767321603,0.3555194785003231,0.11270655270655268,0.5012462551175639,0.4355993499974117,movement_speed=Static;obstruction_level=High,service_degraded=1,2,1
fp_growth,movement_speed=Static;obstruction_level=High,service_degraded=1,0.07868,0.50716,0.05934,0.7541942043721402,1.4870932336385758,1.0,0.019436651199999995,2.0049974767321603,0.3555194785003231,0.11270655270655268,0.5012462551175639,0.4355993499974117,movement_speed=Static;obstruction_level=High,service_degraded=1,2,1
apriori,congestion_level=Medium;obstruction_level=High,service_degraded=1,0.06778,0.50716,0.0509,0.750958984951313,1.4807141433695734,1.0,0.016524695199999995,1.9789511374407573,0.3482549187884053,0.09712999007709334,0.49468181347153833,0.42566089479445135,congestion_level=Medium;obstruction_level=High,service_degraded=1,2,1
fp_growth,congestion_level=Medium;obstruction_level=High,service_degraded=1,0.06778,0.50716,0.0509,0.750958984951313,1.4807141433695734,1.0,0.016524695199999995,1.9789511374407573,0.3482549187884053,0.09712999007709334,0.49468181347153833,0.42566089479445135,congestion_level=Medium;obstruction_level=High,service_degraded=1,2,1
apriori,obstruction_level=Medium;signal_strength_dbm=signal_weak,service_degraded=1,0.1314,0.50716,0.09846,0.7493150684931508,1.477472727528099,1.0,0.031819176000000005,1.9659737704918037,0.37205682219512287,0.18229957415293466,0.49134621478197943,0.4717274924451715,obstruction_level=Medium;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,obstruction_level=Medium;signal_strength_dbm=signal_weak,service_degraded=1,0.1314,0.50716,0.09846,0.7493150684931508,1.477472727528099,1.0,0.031819176000000005,1.9659737704918037,0.37205682219512287,0.18229957415293466,0.49134621478197943,0.4717274924451715,obstruction_level=Medium;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,network_type=5G_NSA;signal_strength_dbm=signal_weak,service_degraded=1,0.115,0.50716,0.08598,0.7476521739130435,1.4741938913026331,1.0,0.02765659999999999,1.9530186078566505,0.3634612174950683,0.16035659666529894,0.4879721084186419,0.45859223570642316,network_type=5G_NSA;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,network_type=5G_NSA;signal_strength_dbm=signal_weak,service_degraded=1,0.115,0.50716,0.08598,0.7476521739130435,1.4741938913026331,1.0,0.02765659999999999,1.9530186078566505,0.3634612174950683,0.16035659666529894,0.4879721084186419,0.45859223570642316,network_type=5G_NSA;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,band=LTE_Anchor;offered_downlink_mbps=offered_high,service_degraded=1,0.0782,0.50716,0.05786,0.7398976982097186,1.4589038926763123,1.0,0.018200087999999996,1.8947929203539817,0.34123875970585205,0.10968720379146918,0.4722378423214808,0.4269919913085031,band=LTE_Anchor;offered_downlink_mbps=offered_high,service_degraded=1,2,1
apriori,network_type=4G;offered_downlink_mbps=offered_high,service_degraded=1,0.0782,0.50716,0.05786,0.7398976982097186,1.4589038926763123,1.0,0.018200087999999996,1.8947929203539817,0.34123875970585205,0.10968720379146918,0.4722378423214808,0.4269919913085031,network_type=4G;offered_downlink_mbps=offered_high,service_degraded=1,2,1
fp_growth,network_type=4G;offered_downlink_mbps=offered_high,service_degraded=1,0.0782,0.50716,0.05786,0.7398976982097186,1.4589038926763123,1.0,0.018200087999999996,1.8947929203539817,0.34123875970585205,0.10968720379146918,0.4722378423214808,0.4269919913085031,network_type=4G;offered_downlink_mbps=offered_high,service_degraded=1,2,1
fp_growth,band=LTE_Anchor;offered_downlink_mbps=offered_high,service_degraded=1,0.0782,0.50716,0.05786,0.7398976982097186,1.4589038926763123,1.0,0.018200087999999996,1.8947929203539817,0.34123875970585205,0.10968720379146918,0.4722378423214808,0.4269919913085031,band=LTE_Anchor;offered_downlink_mbps=offered_high,service_degraded=1,2,1
apriori,infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,service_degraded=1,0.22244,0.50716,0.1644,0.7390757058083078,1.457283117375794,1.0,0.05158732959999998,1.8888237353549273,0.40355926562461464,0.2908704883227176,0.47056997363912795,0.5316168812186898,infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,service_degraded=1,2,1
fp_growth,infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,service_degraded=1,0.22244,0.50716,0.1644,0.7390757058083078,1.457283117375794,1.0,0.05158732959999998,1.8888237353549273,0.40355926562461464,0.2908704883227176,0.47056997363912795,0.5316168812186898,infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,service_degraded=1,2,1
apriori,signal_strength_dbm=signal_weak,service_degraded=1,0.29234,0.50716,0.21562,0.7375658479852227,1.4543060335697269,1.0,0.06735684559999999,1.8779567987486967,0.4414363077599305,0.3692882099061451,0.46750638743856565,0.5813588369194983,signal_strength_dbm=signal_weak,service_degraded=1,1,1
fp_growth,signal_strength_dbm=signal_weak,service_degraded=1,0.29234,0.50716,0.21562,0.7375658479852227,1.4543060335697269,1.0,0.06735684559999999,1.8779567987486967,0.4414363077599305,0.3692882099061451,0.46750638743856565,0.5813588369194983,signal_strength_dbm=signal_weak,service_degraded=1,1,1
apriori,signal_strength_dbm=signal_weak;tower_load=Moderate,service_degraded=1,0.08572,0.50716,0.06312,0.7363509099393373,1.4519104620619474,1.0,0.01964624479999999,1.8693028672566363,0.3404343243241593,0.11914829356689818,0.4650412100059598,0.4304043373736437,signal_strength_dbm=signal_weak;tower_load=Moderate,service_degraded=1,2,1
